date,Umzugsunternehmen,isPartial
2018-01-07,36,False
2018-01-14,48,False
2018-01-21,36,False
2018-01-28,0,False
2018-02-04,34,False
2018-02-11,36,False
2018-02-18,72,False
2018-02-25,0,False
2018-03-04,24,False
2018-03-11,32,False
2018-03-18,25,False
2018-03-25,26,False
2018-04-01,26,False
2018-04-08,68,False
2018-04-15,0,False
2018-04-22,38,False
2018-04-29,79,False
2018-05-06,27,False
2018-05-13,26,False
2018-05-20,27,False
2018-05-27,24,False
2018-06-03,25,False
2018-06-10,36,False
2018-06-17,24,False
2018-06-24,25,False
2018-07-01,51,False
2018-07-08,25,False
2018-07-15,0,False
2018-07-22,52,False
2018-07-29,50,False
2018-08-05,24,False
2018-08-12,48,False
2018-08-19,49,False
2018-08-26,25,False
2018-09-02,50,False
2018-09-09,0,False
2018-09-16,33,False
2018-09-23,37,False
2018-09-30,39,False
2018-10-07,26,False
2018-10-14,37,False
2018-10-21,24,False
2018-10-28,24,False
2018-11-04,31,False
2018-11-11,39,False
2018-11-18,23,False
2018-11-25,47,False
2018-12-02,23,False
2018-12-09,23,False
2018-12-16,24,False
2018-12-23,25,False
2018-12-30,24,False
2019-01-06,22,False
2019-01-13,43,False
2019-01-20,43,False
2019-01-27,0,False
2019-02-03,0,False
2019-02-10,47,False
2019-02-17,38,False
2019-02-24,56,False
2019-03-03,33,False
2019-03-10,33,False
2019-03-17,23,False
2019-03-24,34,False
2019-03-31,23,False
2019-04-07,23,False
2019-04-14,32,False
2019-04-21,25,False
2019-04-28,34,False
2019-05-05,30,False
2019-05-12,23,False
2019-05-19,38,False
2019-05-26,23,False
2019-06-02,38,False
2019-06-09,30,False
2019-06-16,34,False
2019-06-23,23,False
2019-06-30,23,False
2019-07-07,31,False
2019-07-14,24,False
2019-07-21,25,False
2019-07-28,0,False
2019-08-04,24,False
2019-08-11,89,False
2019-08-18,34,False
2019-08-25,22,False
2019-09-01,33,False
2019-09-08,100,False
2019-09-15,45,False
2019-09-22,43,False
2019-09-29,65,False
2019-10-06,22,False
2019-10-13,21,False
2019-10-20,42,False
2019-10-27,31,False
2019-11-03,30,False
2019-11-10,31,False
2019-11-17,20,False
2019-11-24,30,False
2019-12-01,21,False
2019-12-08,20,False
2019-12-15,0,False
2019-12-22,22,False
2019-12-29,21,False
2020-01-05,58,False
2020-01-12,28,False
2020-01-19,19,False
2020-01-26,38,False
2020-02-02,67,False
2020-02-09,58,False
2020-02-16,26,False
2020-02-23,25,False
2020-03-01,38,False
2020-03-08,72,False
2020-03-15,35,False
2020-03-22,34,False
2020-03-29,33,False
2020-04-05,25,False
2020-04-12,18,False
2020-04-19,18,False
2020-04-26,34,False
2020-05-03,18,False
2020-05-10,35,False
2020-05-17,84,True
