date,Umzugsunternehmen,isPartial
2018-01-07,32,False
2018-01-14,0,False
2018-01-21,21,False
2018-01-28,42,False
2018-02-04,22,False
2018-02-11,86,False
2018-02-18,21,False
2018-02-25,21,False
2018-03-04,33,False
2018-03-11,22,False
2018-03-18,44,False
2018-03-25,24,False
2018-04-01,36,False
2018-04-08,69,False
2018-04-15,23,False
2018-04-22,69,False
2018-04-29,24,False
2018-05-06,25,False
2018-05-13,68,False
2018-05-20,24,False
2018-05-27,22,False
2018-06-03,47,False
2018-06-10,22,False
2018-06-17,0,False
2018-06-24,0,False
2018-07-01,46,False
2018-07-08,0,False
2018-07-15,0,False
2018-07-22,31,False
2018-07-29,0,False
2018-08-05,33,False
2018-08-12,22,False
2018-08-19,44,False
2018-08-26,22,False
2018-09-02,22,False
2018-09-09,33,False
2018-09-16,22,False
2018-09-23,22,False
2018-09-30,47,False
2018-10-07,31,False
2018-10-14,22,False
2018-10-21,21,False
2018-10-28,31,False
2018-11-04,20,False
2018-11-11,62,False
2018-11-18,0,False
2018-11-25,31,False
2018-12-02,27,False
2018-12-09,21,False
2018-12-16,21,False
2018-12-23,66,False
2018-12-30,31,False
2019-01-06,19,False
2019-01-13,19,False
2019-01-20,29,False
2019-01-27,19,False
2019-02-03,19,False
2019-02-10,34,False
2019-02-17,39,False
2019-02-24,20,False
2019-03-03,39,False
2019-03-10,19,False
2019-03-17,31,False
2019-03-24,20,False
2019-03-31,0,False
2019-04-07,30,False
2019-04-14,22,False
2019-04-21,21,False
2019-04-28,20,False
2019-05-05,32,False
2019-05-12,34,False
2019-05-19,33,False
2019-05-26,20,False
2019-06-02,20,False
2019-06-09,27,False
2019-06-16,20,False
2019-06-23,27,False
2019-06-30,41,False
2019-07-07,20,False
2019-07-14,65,False
2019-07-21,22,False
2019-07-28,21,False
2019-08-04,0,False
2019-08-11,30,False
2019-08-18,61,False
2019-08-25,0,False
2019-09-01,20,False
2019-09-08,20,False
2019-09-15,31,False
2019-09-22,39,False
2019-09-29,38,False
2019-10-06,20,False
2019-10-13,19,False
2019-10-20,19,False
2019-10-27,18,False
2019-11-03,18,False
2019-11-10,18,False
2019-11-17,0,False
2019-11-24,18,False
2019-12-01,18,False
2019-12-08,45,False
2019-12-15,0,False
2019-12-22,39,False
2019-12-29,19,False
2020-01-05,28,False
2020-01-12,17,False
2020-01-19,34,False
2020-01-26,17,False
2020-02-02,0,False
2020-02-09,17,False
2020-02-16,17,False
2020-02-23,33,False
2020-03-01,100,False
2020-03-08,16,False
2020-03-15,0,False
2020-03-22,15,False
2020-03-29,15,False
2020-04-05,34,False
2020-04-12,24,False
2020-04-19,15,False
2020-04-26,20,False
2020-05-03,31,False
2020-05-10,15,False
2020-05-17,56,True
