date,Granitplatten,isPartial
2018-01-07,42,False
2018-01-14,0,False
2018-01-21,0,False
2018-01-28,0,False
2018-02-04,0,False
2018-02-11,44,False
2018-02-18,43,False
2018-02-25,0,False
2018-03-04,43,False
2018-03-11,100,False
2018-03-18,87,False
2018-03-25,0,False
2018-04-01,46,False
2018-04-08,0,False
2018-04-15,46,False
2018-04-22,0,False
2018-04-29,45,False
2018-05-06,45,False
2018-05-13,88,False
2018-05-20,0,False
2018-05-27,44,False
2018-06-03,45,False
2018-06-10,0,False
2018-06-17,44,False
2018-06-24,45,False
2018-07-01,68,False
2018-07-08,89,False
2018-07-15,0,False
2018-07-22,90,False
2018-07-29,43,False
2018-08-05,0,False
2018-08-12,57,False
2018-08-19,0,False
2018-08-26,43,False
2018-09-02,65,False
2018-09-09,58,False
2018-09-16,44,False
2018-09-23,44,False
2018-09-30,0,False
2018-10-07,0,False
2018-10-14,44,False
2018-10-21,43,False
2018-10-28,42,False
2018-11-04,41,False
2018-11-11,42,False
2018-11-18,41,False
2018-11-25,42,False
2018-12-02,0,False
2018-12-09,42,False
2018-12-16,87,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,39,False
2019-01-20,39,False
2019-01-27,0,False
2019-02-03,0,False
2019-02-10,41,False
2019-02-17,0,False
2019-02-24,0,False
2019-03-03,41,False
2019-03-10,40,False
2019-03-17,0,False
2019-03-24,42,False
2019-03-31,0,False
2019-04-07,41,False
2019-04-14,87,False
2019-04-21,0,False
2019-04-28,42,False
2019-05-05,39,False
2019-05-12,42,False
2019-05-19,0,False
2019-05-26,62,False
2019-06-02,41,False
2019-06-09,83,False
2019-06-16,42,False
2019-06-23,42,False
2019-06-30,86,False
2019-07-07,42,False
2019-07-14,0,False
2019-07-21,45,False
2019-07-28,44,False
2019-08-04,42,False
2019-08-11,0,False
2019-08-18,41,False
2019-08-25,0,False
2019-09-01,41,False
2019-09-08,41,False
2019-09-15,42,False
2019-09-22,40,False
2019-09-29,41,False
2019-10-06,0,False
2019-10-13,39,False
2019-10-20,39,False
2019-10-27,38,False
2019-11-03,37,False
2019-11-10,0,False
2019-11-17,0,False
2019-11-24,0,False
2019-12-01,0,False
2019-12-08,0,False
2019-12-15,39,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,0,False
2020-01-12,0,False
2020-01-19,0,False
2020-01-26,0,False
2020-02-02,35,False
2020-02-09,35,False
2020-02-16,75,False
2020-02-23,35,False
2020-03-01,35,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,46,False
2020-03-29,46,False
2020-04-05,68,False
2020-04-12,48,False
2020-04-19,31,False
2020-04-26,0,False
2020-05-03,31,False
2020-05-10,32,False
