date,Granitplatten,isPartial
2018-01-07,0,False
2018-01-14,0,False
2018-01-21,0,False
2018-01-28,26,False
2018-02-04,0,False
2018-02-11,0,False
2018-02-18,0,False
2018-02-25,26,False
2018-03-04,0,False
2018-03-11,25,False
2018-03-18,26,False
2018-03-25,27,False
2018-04-01,28,False
2018-04-08,27,False
2018-04-15,27,False
2018-04-22,26,False
2018-04-29,27,False
2018-05-06,40,False
2018-05-13,100,False
2018-05-20,26,False
2018-05-27,0,False
2018-06-03,26,False
2018-06-10,0,False
2018-06-17,25,False
2018-06-24,0,False
2018-07-01,53,False
2018-07-08,35,False
2018-07-15,28,False
2018-07-22,27,False
2018-07-29,27,False
2018-08-05,25,False
2018-08-12,0,False
2018-08-19,25,False
2018-08-26,26,False
2018-09-02,0,False
2018-09-09,0,False
2018-09-16,0,False
2018-09-23,26,False
2018-09-30,26,False
2018-10-07,0,False
2018-10-14,0,False
2018-10-21,37,False
2018-10-28,24,False
2018-11-04,24,False
2018-11-11,0,False
2018-11-18,49,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,0,False
2019-01-20,0,False
2019-01-27,0,False
2019-02-03,0,False
2019-02-10,24,False
2019-02-17,0,False
2019-02-24,50,False
2019-03-03,48,False
2019-03-10,24,False
2019-03-17,38,False
2019-03-24,25,False
2019-03-31,0,False
2019-04-07,37,False
2019-04-14,26,False
2019-04-21,26,False
2019-04-28,47,False
2019-05-05,23,False
2019-05-12,0,False
2019-05-19,0,False
2019-05-26,50,False
2019-06-02,24,False
2019-06-09,24,False
2019-06-16,24,False
2019-06-23,49,False
2019-06-30,0,False
2019-07-07,25,False
2019-07-14,26,False
2019-07-21,68,False
2019-07-28,0,False
2019-08-04,26,False
2019-08-11,0,False
2019-08-18,25,False
2019-08-25,24,False
2019-09-01,0,False
2019-09-08,25,False
2019-09-15,0,False
2019-09-22,0,False
2019-09-29,23,False
2019-10-06,23,False
2019-10-13,24,False
2019-10-20,24,False
2019-10-27,23,False
2019-11-03,22,False
2019-11-10,30,False
2019-11-17,23,False
2019-11-24,0,False
2019-12-01,23,False
2019-12-08,22,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,24,False
2020-01-05,0,False
2020-01-12,21,False
2020-01-19,21,False
2020-01-26,0,False
2020-02-02,0,False
2020-02-09,22,False
2020-02-16,44,False
2020-02-23,31,False
2020-03-01,42,False
2020-03-08,20,False
2020-03-15,38,False
2020-03-22,19,False
2020-03-29,19,False
2020-04-05,28,False
2020-04-12,27,False
2020-04-19,20,False
2020-04-26,19,False
2020-05-03,19,False
2020-05-10,29,False
