date,Granitplatten,isPartial
2018-01-07,0,False
2018-01-14,45,False
2018-01-21,22,False
2018-01-28,35,False
2018-02-04,24,False
2018-02-11,35,False
2018-02-18,0,False
2018-02-25,0,False
2018-03-04,47,False
2018-03-11,47,False
2018-03-18,63,False
2018-03-25,58,False
2018-04-01,25,False
2018-04-08,48,False
2018-04-15,49,False
2018-04-22,24,False
2018-04-29,88,False
2018-05-06,100,False
2018-05-13,72,False
2018-05-20,52,False
2018-05-27,34,False
2018-06-03,57,False
2018-06-10,55,False
2018-06-17,60,False
2018-06-24,32,False
2018-07-01,23,False
2018-07-08,55,False
2018-07-15,36,False
2018-07-22,24,False
2018-07-29,42,False
2018-08-05,64,False
2018-08-12,66,False
2018-08-19,27,False
2018-08-26,39,False
2018-09-02,49,False
2018-09-09,37,False
2018-09-16,48,False
2018-09-23,61,False
2018-09-30,24,False
2018-10-07,48,False
2018-10-14,23,False
2018-10-21,31,False
2018-10-28,31,False
2018-11-04,34,False
2018-11-11,30,False
2018-11-18,44,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,56,False
2018-12-16,23,False
2018-12-23,27,False
2018-12-30,37,False
2019-01-06,22,False
2019-01-13,22,False
2019-01-20,21,False
2019-01-27,21,False
2019-02-03,0,False
2019-02-10,0,False
2019-02-17,22,False
2019-02-24,45,False
2019-03-03,22,False
2019-03-10,36,False
2019-03-17,38,False
2019-03-24,67,False
2019-03-31,56,False
2019-04-07,44,False
2019-04-14,32,False
2019-04-21,55,False
2019-04-28,78,False
2019-05-05,43,False
2019-05-12,33,False
2019-05-19,50,False
2019-05-26,30,False
2019-06-02,38,False
2019-06-09,24,False
2019-06-16,63,False
2019-06-23,52,False
2019-06-30,44,False
2019-07-07,53,False
2019-07-14,22,False
2019-07-21,23,False
2019-07-28,35,False
2019-08-04,37,False
2019-08-11,36,False
2019-08-18,25,False
2019-08-25,37,False
2019-09-01,31,False
2019-09-08,45,False
2019-09-15,68,False
2019-09-22,36,False
2019-09-29,44,False
2019-10-06,21,False
2019-10-13,42,False
2019-10-20,21,False
2019-10-27,32,False
2019-11-03,41,False
2019-11-10,21,False
2019-11-17,20,False
2019-11-24,20,False
2019-12-01,21,False
2019-12-08,21,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,23,False
2020-01-05,0,False
2020-01-12,19,False
2020-01-19,20,False
2020-01-26,20,False
2020-02-02,26,False
2020-02-09,19,False
2020-02-16,20,False
2020-02-23,20,False
2020-03-01,45,False
2020-03-08,30,False
2020-03-15,18,False
2020-03-22,34,False
2020-03-29,53,False
2020-04-05,39,False
2020-04-12,68,False
2020-04-19,42,False
2020-04-26,52,False
2020-05-03,59,False
2020-05-10,76,False
