date,sposi,isPartial
2018-01-07,81,False
2018-01-14,69,False
2018-01-21,46,False
2018-01-28,44,False
2018-02-04,55,False
2018-02-11,68,False
2018-02-18,97,False
2018-02-25,52,False
2018-03-04,86,False
2018-03-11,44,False
2018-03-18,100,False
2018-03-25,23,False
2018-04-01,12,False
2018-04-08,56,False
2018-04-15,23,False
2018-04-22,47,False
2018-04-29,11,False
2018-05-06,33,False
2018-05-13,56,False
2018-05-20,91,False
2018-05-27,81,False
2018-06-03,46,False
2018-06-10,22,False
2018-06-17,46,False
2018-06-24,23,False
2018-07-01,12,False
2018-07-08,12,False
2018-07-15,0,False
2018-07-22,0,False
2018-07-29,35,False
2018-08-05,35,False
2018-08-12,0,False
2018-08-19,11,False
2018-08-26,0,False
2018-09-02,0,False
2018-09-09,57,False
2018-09-16,44,False
2018-09-23,33,False
2018-09-30,45,False
2018-10-07,23,False
2018-10-14,46,False
2018-10-21,34,False
2018-10-28,33,False
2018-11-04,56,False
2018-11-11,47,False
2018-11-18,22,False
2018-11-25,45,False
2018-12-02,34,False
2018-12-09,0,False
2018-12-16,35,False
2018-12-23,13,False
2018-12-30,36,False
2019-01-06,45,False
2019-01-13,98,False
2019-01-20,91,False
2019-01-27,42,False
2019-02-03,64,False
2019-02-10,33,False
2019-02-17,22,False
2019-02-24,66,False
2019-03-03,35,False
2019-03-10,44,False
2019-03-17,23,False
2019-03-24,0,False
2019-03-31,55,False
2019-04-07,34,False
2019-04-14,34,False
2019-04-21,89,False
2019-04-28,32,False
2019-05-05,21,False
2019-05-12,31,False
2019-05-19,52,False
2019-05-26,30,False
2019-06-02,33,False
2019-06-09,22,False
2019-06-16,34,False
2019-06-23,11,False
2019-06-30,12,False
2019-07-07,34,False
2019-07-14,23,False
2019-07-21,12,False
2019-07-28,12,False
2019-08-04,24,False
2019-08-11,24,False
2019-08-18,32,False
2019-08-25,42,False
2019-09-01,0,False
2019-09-08,53,False
2019-09-15,20,False
2019-09-22,31,False
2019-09-29,0,False
2019-10-06,21,False
2019-10-13,31,False
2019-10-20,60,False
2019-10-27,49,False
2019-11-03,38,False
2019-11-10,30,False
2019-11-17,60,False
2019-11-24,69,False
2019-12-01,31,False
2019-12-08,52,False
2019-12-15,0,False
2019-12-22,23,False
2019-12-29,11,False
2020-01-05,50,False
2020-01-12,18,False
2020-01-19,29,False
2020-01-26,47,False
2020-02-02,55,False
2020-02-09,68,False
2020-02-16,19,False
2020-02-23,73,False
2020-03-01,26,False
2020-03-08,58,False
2020-03-15,98,False
2020-03-22,67,False
2020-03-29,63,False
2020-04-05,33,False
2020-04-12,42,False
2020-04-19,54,False
2020-04-26,54,True
