date,Abito da sposa,isPartial
2018-01-07,67,False
2018-01-14,25,False
2018-01-21,42,False
2018-01-28,33,False
2018-02-04,24,False
2018-02-11,16,False
2018-02-18,47,False
2018-02-25,32,False
2018-03-04,24,False
2018-03-11,33,False
2018-03-18,33,False
2018-03-25,35,False
2018-04-01,19,False
2018-04-08,51,False
2018-04-15,25,False
2018-04-22,18,False
2018-04-29,0,False
2018-05-06,67,False
2018-05-13,77,False
2018-05-20,34,False
2018-05-27,54,False
2018-06-03,26,False
2018-06-10,0,False
2018-06-17,16,False
2018-06-24,41,False
2018-07-01,17,False
2018-07-08,16,False
2018-07-15,17,False
2018-07-22,39,False
2018-07-29,30,False
2018-08-05,35,False
2018-08-12,18,False
2018-08-19,24,False
2018-08-26,35,False
2018-09-02,100,False
2018-09-09,44,False
2018-09-16,45,False
2018-09-23,17,False
2018-09-30,34,False
2018-10-07,27,False
2018-10-14,52,False
2018-10-21,35,False
2018-10-28,34,False
2018-11-04,17,False
2018-11-11,0,False
2018-11-18,26,False
2018-11-25,35,False
2018-12-02,18,False
2018-12-09,18,False
2018-12-16,37,False
2018-12-23,29,False
2018-12-30,36,False
2019-01-06,35,False
2019-01-13,17,False
2019-01-20,16,False
2019-01-27,41,False
2019-02-03,17,False
2019-02-10,17,False
2019-02-17,26,False
2019-02-24,34,False
2019-03-03,36,False
2019-03-10,25,False
2019-03-17,35,False
2019-03-24,17,False
2019-03-31,34,False
2019-04-07,26,False
2019-04-14,0,False
2019-04-21,54,False
2019-04-28,17,False
2019-05-05,17,False
2019-05-12,43,False
2019-05-19,35,False
2019-05-26,33,False
2019-06-02,35,False
2019-06-09,18,False
2019-06-16,18,False
2019-06-23,34,False
2019-06-30,45,False
2019-07-07,0,False
2019-07-14,25,False
2019-07-21,33,False
2019-07-28,24,False
2019-08-04,29,False
2019-08-11,28,False
2019-08-18,27,False
2019-08-25,14,False
2019-09-01,46,False
2019-09-08,17,False
2019-09-15,35,False
2019-09-22,35,False
2019-09-29,35,False
2019-10-06,35,False
2019-10-13,37,False
2019-10-20,26,False
2019-10-27,27,False
2019-11-03,25,False
2019-11-10,61,False
2019-11-17,27,False
2019-11-24,34,False
2019-12-01,18,False
2019-12-08,27,False
2019-12-15,0,False
2019-12-22,27,False
2019-12-29,35,False
2020-01-05,51,False
2020-01-12,32,False
2020-01-19,65,False
2020-01-26,32,False
2020-02-02,31,False
2020-02-09,57,False
2020-02-16,16,False
2020-02-23,45,False
2020-03-01,15,False
2020-03-08,14,False
2020-03-15,26,False
2020-03-22,12,False
2020-03-29,13,False
2020-04-05,26,False
2020-04-12,14,False
2020-04-19,25,False
2020-04-26,45,True
