date,Abito da sposa,isPartial
2018-01-07,28,False
2018-01-14,43,False
2018-01-21,28,False
2018-01-28,28,False
2018-02-04,54,False
2018-02-11,0,False
2018-02-18,28,False
2018-02-25,26,False
2018-03-04,54,False
2018-03-11,26,False
2018-03-18,56,False
2018-03-25,28,False
2018-04-01,28,False
2018-04-08,27,False
2018-04-15,0,False
2018-04-22,42,False
2018-04-29,53,False
2018-05-06,40,False
2018-05-13,41,False
2018-05-20,68,False
2018-05-27,27,False
2018-06-03,27,False
2018-06-10,26,False
2018-06-17,54,False
2018-06-24,27,False
2018-07-01,26,False
2018-07-08,100,False
2018-07-15,25,False
2018-07-22,25,False
2018-07-29,26,False
2018-08-05,50,False
2018-08-12,48,False
2018-08-19,51,False
2018-08-26,65,False
2018-09-02,27,False
2018-09-09,27,False
2018-09-16,27,False
2018-09-23,27,False
2018-09-30,55,False
2018-10-07,28,False
2018-10-14,29,False
2018-10-21,28,False
2018-10-28,26,False
2018-11-04,53,False
2018-11-11,0,False
2018-11-18,28,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,30,False
2018-12-16,29,False
2018-12-23,33,False
2018-12-30,45,False
2019-01-06,57,False
2019-01-13,54,False
2019-01-20,52,False
2019-01-27,49,False
2019-02-03,78,False
2019-02-10,53,False
2019-02-17,0,False
2019-02-24,27,False
2019-03-03,78,False
2019-03-10,0,False
2019-03-17,0,False
2019-03-24,26,False
2019-03-31,0,False
2019-04-07,26,False
2019-04-14,52,False
2019-04-21,24,False
2019-04-28,38,False
2019-05-05,25,False
2019-05-12,25,False
2019-05-19,25,False
2019-05-26,48,False
2019-06-02,26,False
2019-06-09,25,False
2019-06-16,0,False
2019-06-23,51,False
2019-06-30,50,False
2019-07-07,47,False
2019-07-14,24,False
2019-07-21,24,False
2019-07-28,0,False
2019-08-04,47,False
2019-08-11,0,False
2019-08-18,56,False
2019-08-25,23,False
2019-09-01,35,False
2019-09-08,0,False
2019-09-15,48,False
2019-09-22,0,False
2019-09-29,48,False
2019-10-06,49,False
2019-10-13,59,False
2019-10-20,22,False
2019-10-27,93,False
2019-11-03,0,False
2019-11-10,47,False
2019-11-17,0,False
2019-11-24,47,False
2019-12-01,24,False
2019-12-08,25,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,0,False
2020-01-12,23,False
2020-01-19,24,False
2020-01-26,24,False
2020-02-02,0,False
2020-02-09,24,False
2020-02-16,24,False
2020-02-23,22,False
2020-03-01,66,False
2020-03-08,20,False
2020-03-15,21,False
2020-03-22,19,False
2020-03-29,20,False
2020-04-05,0,False
2020-04-12,0,False
2020-04-19,20,False
2020-04-26,0,True
