date,Abito da sposa,isPartial
2018-01-07,27,False
2018-01-14,31,False
2018-01-21,15,False
2018-01-28,26,False
2018-02-04,41,False
2018-02-11,18,False
2018-02-18,20,False
2018-02-25,17,False
2018-03-04,24,False
2018-03-11,27,False
2018-03-18,12,False
2018-03-25,44,False
2018-04-01,30,False
2018-04-08,27,False
2018-04-15,20,False
2018-04-22,24,False
2018-04-29,36,False
2018-05-06,30,False
2018-05-13,74,False
2018-05-20,49,False
2018-05-27,30,False
2018-06-03,20,False
2018-06-10,30,False
2018-06-17,31,False
2018-06-24,34,False
2018-07-01,25,False
2018-07-08,23,False
2018-07-15,34,False
2018-07-22,24,False
2018-07-29,36,False
2018-08-05,36,False
2018-08-12,34,False
2018-08-19,27,False
2018-08-26,75,False
2018-09-02,100,False
2018-09-09,29,False
2018-09-16,36,False
2018-09-23,27,False
2018-09-30,34,False
2018-10-07,29,False
2018-10-14,39,False
2018-10-21,26,False
2018-10-28,29,False
2018-11-04,14,False
2018-11-11,22,False
2018-11-18,16,False
2018-11-25,17,False
2018-12-02,7,False
2018-12-09,14,False
2018-12-16,15,False
2018-12-23,14,False
2018-12-30,28,False
2019-01-06,27,False
2019-01-13,19,False
2019-01-20,19,False
2019-01-27,30,False
2019-02-03,12,False
2019-02-10,26,False
2019-02-17,22,False
2019-02-24,19,False
2019-03-03,32,False
2019-03-10,14,False
2019-03-17,12,False
2019-03-24,8,False
2019-03-31,10,False
2019-04-07,19,False
2019-04-14,23,False
2019-04-21,19,False
2019-04-28,3,False
2019-05-05,19,False
2019-05-12,19,False
2019-05-19,19,False
2019-05-26,12,False
2019-06-02,12,False
2019-06-09,12,False
2019-06-16,17,False
2019-06-23,13,False
2019-06-30,20,False
2019-07-07,25,False
2019-07-14,33,False
2019-07-21,13,False
2019-07-28,22,False
2019-08-04,6,False
2019-08-11,53,False
2019-08-18,37,False
2019-08-25,38,False
2019-09-01,45,False
2019-09-08,31,False
2019-09-15,35,False
2019-09-22,32,False
2019-09-29,23,False
2019-10-06,37,False
2019-10-13,18,False
2019-10-20,18,False
2019-10-27,29,False
2019-11-03,24,False
2019-11-10,29,False
2019-11-17,17,False
2019-11-24,26,False
2019-12-01,23,False
2019-12-08,16,False
2019-12-15,11,False
2019-12-22,19,False
2019-12-29,29,False
2020-01-05,5,False
2020-01-12,21,False
2020-01-19,24,False
2020-01-26,17,False
2020-02-02,19,False
2020-02-09,13,False
2020-02-16,25,False
2020-02-23,24,False
2020-03-01,16,False
2020-03-08,8,False
2020-03-15,12,False
2020-03-22,12,False
2020-03-29,22,False
2020-04-05,10,False
2020-04-12,12,False
2020-04-19,22,False
2020-04-26,10,True
