date,Abito da sposa,isPartial
2018-01-07,42,False
2018-01-14,23,False
2018-01-21,30,False
2018-01-28,40,False
2018-02-04,28,False
2018-02-11,11,False
2018-02-18,17,False
2018-02-25,27,False
2018-03-04,11,False
2018-03-11,39,False
2018-03-18,28,False
2018-03-25,41,False
2018-04-01,12,False
2018-04-08,45,False
2018-04-15,35,False
2018-04-22,18,False
2018-04-29,23,False
2018-05-06,71,False
2018-05-13,52,False
2018-05-20,91,False
2018-05-27,40,False
2018-06-03,51,False
2018-06-10,32,False
2018-06-17,28,False
2018-06-24,11,False
2018-07-01,38,False
2018-07-08,22,False
2018-07-15,34,False
2018-07-22,17,False
2018-07-29,34,False
2018-08-05,41,False
2018-08-12,36,False
2018-08-19,24,False
2018-08-26,67,False
2018-09-02,100,False
2018-09-09,39,False
2018-09-16,43,False
2018-09-23,33,False
2018-09-30,11,False
2018-10-07,46,False
2018-10-14,29,False
2018-10-21,23,False
2018-10-28,33,False
2018-11-04,34,False
2018-11-11,12,False
2018-11-18,23,False
2018-11-25,46,False
2018-12-02,29,False
2018-12-09,12,False
2018-12-16,12,False
2018-12-23,21,False
2018-12-30,26,False
2019-01-06,36,False
2019-01-13,29,False
2019-01-20,38,False
2019-01-27,21,False
2019-02-03,22,False
2019-02-10,34,False
2019-02-17,46,False
2019-02-24,23,False
2019-03-03,46,False
2019-03-10,23,False
2019-03-17,12,False
2019-03-24,12,False
2019-03-31,17,False
2019-04-07,40,False
2019-04-14,12,False
2019-04-21,0,False
2019-04-28,11,False
2019-05-05,27,False
2019-05-12,38,False
2019-05-19,48,False
2019-05-26,31,False
2019-06-02,33,False
2019-06-09,22,False
2019-06-16,12,False
2019-06-23,23,False
2019-06-30,23,False
2019-07-07,27,False
2019-07-14,33,False
2019-07-21,23,False
2019-07-28,17,False
2019-08-04,12,False
2019-08-11,50,False
2019-08-18,28,False
2019-08-25,43,False
2019-09-01,41,False
2019-09-08,53,False
2019-09-15,32,False
2019-09-22,20,False
2019-09-29,26,False
2019-10-06,11,False
2019-10-13,42,False
2019-10-20,21,False
2019-10-27,20,False
2019-11-03,15,False
2019-11-10,31,False
2019-11-17,41,False
2019-11-24,25,False
2019-12-01,11,False
2019-12-08,21,False
2019-12-15,32,False
2019-12-22,38,False
2019-12-29,47,False
2020-01-05,48,False
2020-01-12,20,False
2020-01-19,41,False
2020-01-26,19,False
2020-02-02,10,False
2020-02-09,30,False
2020-02-16,40,False
2020-02-23,0,False
2020-03-01,9,False
2020-03-08,18,False
2020-03-15,27,False
2020-03-22,8,False
2020-03-29,17,False
2020-04-05,18,False
2020-04-12,22,False
2020-04-19,25,False
2020-04-26,59,True
