date,Torantriebe,isPartial
2018-01-07,31,False
2018-01-14,31,False
2018-01-21,31,False
2018-01-28,31,False
2018-02-04,31,False
2018-02-11,0,False
2018-02-18,47,False
2018-02-25,0,False
2018-03-04,0,False
2018-03-11,46,False
2018-03-18,0,False
2018-03-25,0,False
2018-04-01,35,False
2018-04-08,55,False
2018-04-15,0,False
2018-04-22,67,False
2018-04-29,34,False
2018-05-06,0,False
2018-05-13,32,False
2018-05-20,0,False
2018-05-27,0,False
2018-06-03,0,False
2018-06-10,0,False
2018-06-17,100,False
2018-06-24,34,False
2018-07-01,0,False
2018-07-08,34,False
2018-07-15,34,False
2018-07-22,35,False
2018-07-29,0,False
2018-08-05,33,False
2018-08-12,33,False
2018-08-19,33,False
2018-08-26,0,False
2018-09-02,42,False
2018-09-09,0,False
2018-09-16,32,False
2018-09-23,32,False
2018-09-30,0,False
2018-10-07,33,False
2018-10-14,95,False
2018-10-21,0,False
2018-10-28,47,False
2018-11-04,30,False
2018-11-11,31,False
2018-11-18,0,False
2018-11-25,0,False
2018-12-02,33,False
2018-12-09,33,False
2018-12-16,34,False
2018-12-23,39,False
2018-12-30,35,False
2019-01-06,32,False
2019-01-13,63,False
2019-01-20,0,False
2019-01-27,46,False
2019-02-03,31,False
2019-02-10,0,False
2019-02-17,94,False
2019-02-24,64,False
2019-03-03,0,False
2019-03-10,31,False
2019-03-17,48,False
2019-03-24,0,False
2019-03-31,63,False
2019-04-07,32,False
2019-04-14,34,False
2019-04-21,67,False
2019-04-28,32,False
2019-05-05,30,False
2019-05-12,31,False
2019-05-19,31,False
2019-05-26,32,False
2019-06-02,0,False
2019-06-09,0,False
2019-06-16,32,False
2019-06-23,0,False
2019-06-30,0,False
2019-07-07,32,False
2019-07-14,34,False
2019-07-21,0,False
2019-07-28,34,False
2019-08-04,32,False
2019-08-11,31,False
2019-08-18,31,False
2019-08-25,31,False
2019-09-01,61,False
2019-09-08,31,False
2019-09-15,32,False
2019-09-22,47,False
2019-09-29,33,False
2019-10-06,31,False
2019-10-13,30,False
2019-10-20,29,False
2019-10-27,29,False
2019-11-03,29,False
2019-11-10,29,False
2019-11-17,29,False
2019-11-24,58,False
2019-12-01,29,False
2019-12-08,29,False
2019-12-15,30,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,29,False
2020-01-12,28,False
2020-01-19,28,False
2020-01-26,56,False
2020-02-02,28,False
2020-02-09,36,False
2020-02-16,43,False
2020-02-23,28,False
2020-03-01,0,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,26,False
2020-03-29,52,False
2020-04-05,0,False
2020-04-12,36,False
2020-04-19,27,False
2020-04-26,0,False
2020-05-03,0,False
2020-05-10,39,False
