date,Trockenbau,isPartial
2018-01-07,29,False
2018-01-14,29,False
2018-01-21,47,False
2018-01-28,43,False
2018-02-04,0,False
2018-02-11,29,False
2018-02-18,88,False
2018-02-25,58,False
2018-03-04,29,False
2018-03-11,0,False
2018-03-18,30,False
2018-03-25,63,False
2018-04-01,30,False
2018-04-08,29,False
2018-04-15,29,False
2018-04-22,28,False
2018-04-29,30,False
2018-05-06,31,False
2018-05-13,44,False
2018-05-20,62,False
2018-05-27,29,False
2018-06-03,30,False
2018-06-10,29,False
2018-06-17,29,False
2018-06-24,30,False
2018-07-01,31,False
2018-07-08,31,False
2018-07-15,0,False
2018-07-22,33,False
2018-07-29,31,False
2018-08-05,29,False
2018-08-12,29,False
2018-08-19,0,False
2018-08-26,29,False
2018-09-02,30,False
2018-09-09,30,False
2018-09-16,30,False
2018-09-23,0,False
2018-09-30,32,False
2018-10-07,0,False
2018-10-14,29,False
2018-10-21,28,False
2018-10-28,0,False
2018-11-04,55,False
2018-11-11,28,False
2018-11-18,0,False
2018-11-25,42,False
2018-12-02,43,False
2018-12-09,0,False
2018-12-16,30,False
2018-12-23,37,False
2018-12-30,49,False
2019-01-06,84,False
2019-01-13,0,False
2019-01-20,28,False
2019-01-27,57,False
2019-02-03,42,False
2019-02-10,43,False
2019-02-17,43,False
2019-02-24,29,False
2019-03-03,28,False
2019-03-10,42,False
2019-03-17,38,False
2019-03-24,28,False
2019-03-31,29,False
2019-04-07,61,False
2019-04-14,0,False
2019-04-21,0,False
2019-04-28,29,False
2019-05-05,57,False
2019-05-12,0,False
2019-05-19,29,False
2019-05-26,0,False
2019-06-02,29,False
2019-06-09,0,False
2019-06-16,29,False
2019-06-23,29,False
2019-06-30,0,False
2019-07-07,59,False
2019-07-14,31,False
2019-07-21,34,False
2019-07-28,0,False
2019-08-04,0,False
2019-08-11,38,False
2019-08-18,59,False
2019-08-25,29,False
2019-09-01,0,False
2019-09-08,46,False
2019-09-15,47,False
2019-09-22,0,False
2019-09-29,29,False
2019-10-06,28,False
2019-10-13,27,False
2019-10-20,27,False
2019-10-27,27,False
2019-11-03,40,False
2019-11-10,52,False
2019-11-17,43,False
2019-11-24,26,False
2019-12-01,27,False
2019-12-08,45,False
2019-12-15,27,False
2019-12-22,100,False
2019-12-29,30,False
2020-01-05,51,False
2020-01-12,61,False
2020-01-19,78,False
2020-01-26,42,False
2020-02-02,26,False
2020-02-09,51,False
2020-02-16,26,False
2020-02-23,38,False
2020-03-01,39,False
2020-03-08,0,False
2020-03-15,35,False
2020-03-22,24,False
2020-03-29,31,False
2020-04-05,26,False
2020-04-12,25,False
2020-04-19,24,False
2020-04-26,47,False
2020-05-03,22,False
2020-05-10,55,False
