date,Trockenbau,isPartial
2018-01-07,31,False
2018-01-14,30,False
2018-01-21,46,False
2018-01-28,30,False
2018-02-04,0,False
2018-02-11,29,False
2018-02-18,0,False
2018-02-25,28,False
2018-03-04,30,False
2018-03-11,31,False
2018-03-18,32,False
2018-03-25,66,False
2018-04-01,0,False
2018-04-08,0,False
2018-04-15,39,False
2018-04-22,58,False
2018-04-29,0,False
2018-05-06,40,False
2018-05-13,37,False
2018-05-20,76,False
2018-05-27,0,False
2018-06-03,56,False
2018-06-10,35,False
2018-06-17,36,False
2018-06-24,34,False
2018-07-01,34,False
2018-07-08,70,False
2018-07-15,0,False
2018-07-22,0,False
2018-07-29,50,False
2018-08-05,96,False
2018-08-12,100,False
2018-08-19,0,False
2018-08-26,69,False
2018-09-02,37,False
2018-09-09,37,False
2018-09-16,0,False
2018-09-23,36,False
2018-09-30,71,False
2018-10-07,0,False
2018-10-14,57,False
2018-10-21,39,False
2018-10-28,38,False
2018-11-04,37,False
2018-11-11,0,False
2018-11-18,37,False
2018-11-25,0,False
2018-12-02,36,False
2018-12-09,70,False
2018-12-16,71,False
2018-12-23,0,False
2018-12-30,28,False
2019-01-06,58,False
2019-01-13,30,False
2019-01-20,0,False
2019-01-27,0,False
2019-02-03,43,False
2019-02-10,44,False
2019-02-17,28,False
2019-02-24,28,False
2019-03-03,27,False
2019-03-10,0,False
2019-03-17,31,False
2019-03-24,33,False
2019-03-31,69,False
2019-04-07,50,False
2019-04-14,0,False
2019-04-21,72,False
2019-04-28,0,False
2019-05-05,0,False
2019-05-12,71,False
2019-05-19,0,False
2019-05-26,0,False
2019-06-02,35,False
2019-06-09,0,False
2019-06-16,99,False
2019-06-23,34,False
2019-06-30,33,False
2019-07-07,0,False
2019-07-14,34,False
2019-07-21,32,False
2019-07-28,0,False
2019-08-04,62,False
2019-08-11,30,False
2019-08-18,31,False
2019-08-25,0,False
2019-09-01,0,False
2019-09-08,46,False
2019-09-15,32,False
2019-09-22,0,False
2019-09-29,29,False
2019-10-06,29,False
2019-10-13,60,False
2019-10-20,30,False
2019-10-27,0,False
2019-11-03,29,False
2019-11-10,58,False
2019-11-17,44,False
2019-11-24,0,False
2019-12-01,44,False
2019-12-08,28,False
2019-12-15,27,False
2019-12-22,26,False
2019-12-29,0,False
2020-01-05,24,False
2020-01-12,24,False
2020-01-19,24,False
2020-01-26,46,False
2020-02-02,0,False
2020-02-09,45,False
2020-02-16,45,False
2020-02-23,20,False
2020-03-01,22,False
2020-03-08,53,False
2020-03-15,0,False
2020-03-22,47,False
2020-03-29,25,False
2020-04-05,28,False
2020-04-12,26,False
2020-04-19,52,False
2020-04-26,77,False
2020-05-03,55,False
2020-05-10,67,False
2020-05-17,29,False
2020-05-24,28,False
2020-05-31,0,False
2020-06-07,40,False
2020-06-14,50,False
2020-06-21,27,False
2020-06-28,26,False
2020-07-05,52,False
