date,Trockenbau,isPartial
2018-01-07,46,False
2018-01-14,59,False
2018-01-21,47,False
2018-01-28,58,False
2018-02-04,47,False
2018-02-11,72,False
2018-02-18,49,False
2018-02-25,49,False
2018-03-04,48,False
2018-03-11,0,False
2018-03-18,36,False
2018-03-25,50,False
2018-04-01,0,False
2018-04-08,79,False
2018-04-15,42,False
2018-04-22,56,False
2018-04-29,27,False
2018-05-06,26,False
2018-05-13,46,False
2018-05-20,24,False
2018-05-27,89,False
2018-06-03,59,False
2018-06-10,23,False
2018-06-17,37,False
2018-06-24,48,False
2018-07-01,48,False
2018-07-08,24,False
2018-07-15,49,False
2018-07-22,50,False
2018-07-29,25,False
2018-08-05,73,False
2018-08-12,0,False
2018-08-19,48,False
2018-08-26,36,False
2018-09-02,48,False
2018-09-09,25,False
2018-09-16,24,False
2018-09-23,25,False
2018-09-30,0,False
2018-10-07,0,False
2018-10-14,30,False
2018-10-21,30,False
2018-10-28,27,False
2018-11-04,38,False
2018-11-11,30,False
2018-11-18,60,False
2018-11-25,30,False
2018-12-02,56,False
2018-12-09,56,False
2018-12-16,32,False
2018-12-23,33,False
2018-12-30,24,False
2019-01-06,44,False
2019-01-13,44,False
2019-01-20,33,False
2019-01-27,22,False
2019-02-03,22,False
2019-02-10,34,False
2019-02-17,23,False
2019-02-24,34,False
2019-03-03,23,False
2019-03-10,57,False
2019-03-17,23,False
2019-03-24,0,False
2019-03-31,57,False
2019-04-07,68,False
2019-04-14,49,False
2019-04-21,48,False
2019-04-28,45,False
2019-05-05,55,False
2019-05-12,44,False
2019-05-19,22,False
2019-05-26,66,False
2019-06-02,45,False
2019-06-09,23,False
2019-06-16,34,False
2019-06-23,57,False
2019-06-30,33,False
2019-07-07,22,False
2019-07-14,0,False
2019-07-21,24,False
2019-07-28,35,False
2019-08-04,24,False
2019-08-11,24,False
2019-08-18,80,False
2019-08-25,23,False
2019-09-01,33,False
2019-09-08,35,False
2019-09-15,24,False
2019-09-22,24,False
2019-09-29,44,False
2019-10-06,24,False
2019-10-13,100,False
2019-10-20,74,False
2019-10-27,49,False
2019-11-03,59,False
2019-11-10,23,False
2019-11-17,48,False
2019-11-24,36,False
2019-12-01,24,False
2019-12-08,49,False
2019-12-15,38,False
2019-12-22,41,False
2019-12-29,0,False
2020-01-05,57,False
2020-01-12,72,False
2020-01-19,66,False
2020-01-26,43,False
2020-02-02,40,False
2020-02-09,30,False
2020-02-16,34,False
2020-02-23,33,False
2020-03-01,44,False
2020-03-08,32,False
2020-03-15,41,False
2020-03-22,26,False
2020-03-29,26,False
2020-04-05,20,False
2020-04-12,28,False
2020-04-19,55,False
2020-04-26,37,False
2020-05-03,57,False
2020-05-10,59,False
2020-05-17,31,False
2020-05-24,39,False
2020-05-31,48,False
2020-06-07,21,False
2020-06-14,38,False
2020-06-21,53,False
2020-06-28,42,False
2020-07-05,90,False
