date,Trockenbau,isPartial
2018-01-07,44,False
2018-01-14,29,False
2018-01-21,37,False
2018-01-28,67,False
2018-02-04,77,False
2018-02-11,82,False
2018-02-18,59,False
2018-02-25,51,False
2018-03-04,29,False
2018-03-11,44,False
2018-03-18,89,False
2018-03-25,70,False
2018-04-01,79,False
2018-04-08,39,False
2018-04-15,40,False
2018-04-22,31,False
2018-04-29,32,False
2018-05-06,16,False
2018-05-13,16,False
2018-05-20,24,False
2018-05-27,45,False
2018-06-03,23,False
2018-06-10,51,False
2018-06-17,60,False
2018-06-24,77,False
2018-07-01,55,False
2018-07-08,31,False
2018-07-15,16,False
2018-07-22,47,False
2018-07-29,38,False
2018-08-05,65,False
2018-08-12,22,False
2018-08-19,38,False
2018-08-26,31,False
2018-09-02,31,False
2018-09-09,84,False
2018-09-16,60,False
2018-09-23,23,False
2018-09-30,40,False
2018-10-07,31,False
2018-10-14,83,False
2018-10-21,22,False
2018-10-28,43,False
2018-11-04,14,False
2018-11-11,36,False
2018-11-18,55,False
2018-11-25,29,False
2018-12-02,50,False
2018-12-09,36,False
2018-12-16,43,False
2018-12-23,38,False
2018-12-30,29,False
2019-01-06,60,False
2019-01-13,100,False
2019-01-20,47,False
2019-01-27,33,False
2019-02-03,87,False
2019-02-10,64,False
2019-02-17,35,False
2019-02-24,76,False
2019-03-03,41,False
2019-03-10,40,False
2019-03-17,43,False
2019-03-24,28,False
2019-03-31,58,False
2019-04-07,42,False
2019-04-14,15,False
2019-04-21,75,False
2019-04-28,14,False
2019-05-05,14,False
2019-05-12,64,False
2019-05-19,28,False
2019-05-26,43,False
2019-06-02,35,False
2019-06-09,56,False
2019-06-16,42,False
2019-06-23,21,False
2019-06-30,14,False
2019-07-07,28,False
2019-07-14,44,False
2019-07-21,30,False
2019-07-28,36,False
2019-08-04,66,False
2019-08-11,27,False
2019-08-18,21,False
2019-08-25,27,False
2019-09-01,69,False
2019-09-08,48,False
2019-09-15,41,False
2019-09-22,54,False
2019-09-29,20,False
2019-10-06,0,False
2019-10-13,38,False
2019-10-20,45,False
2019-10-27,38,False
2019-11-03,25,False
2019-11-10,38,False
2019-11-17,31,False
2019-11-24,37,False
2019-12-01,51,False
2019-12-08,19,False
2019-12-15,45,False
2019-12-22,27,False
2019-12-29,19,False
2020-01-05,41,False
2020-01-12,46,False
2020-01-19,53,False
2020-01-26,41,False
2020-02-02,53,False
2020-02-09,42,False
2020-02-16,65,False
2020-02-23,69,False
2020-03-01,41,False
2020-03-08,50,False
2020-03-15,32,False
2020-03-22,46,False
2020-03-29,56,False
2020-04-05,47,False
2020-04-12,22,False
2020-04-19,32,False
2020-04-26,26,False
2020-05-03,38,False
2020-05-10,49,False
