date,Partyraum,isPartial
2018-01-07,35,False
2018-01-14,34,False
2018-01-21,69,False
2018-01-28,35,False
2018-02-04,49,False
2018-02-11,35,False
2018-02-18,35,False
2018-02-25,35,False
2018-03-04,69,False
2018-03-11,35,False
2018-03-18,35,False
2018-03-25,74,False
2018-04-01,76,False
2018-04-08,0,False
2018-04-15,38,False
2018-04-22,36,False
2018-04-29,57,False
2018-05-06,39,False
2018-05-13,37,False
2018-05-20,38,False
2018-05-27,0,False
2018-06-03,36,False
2018-06-10,0,False
2018-06-17,34,False
2018-06-24,0,False
2018-07-01,35,False
2018-07-08,34,False
2018-07-15,0,False
2018-07-22,73,False
2018-07-29,36,False
2018-08-05,0,False
2018-08-12,36,False
2018-08-19,71,False
2018-08-26,0,False
2018-09-02,36,False
2018-09-09,36,False
2018-09-16,36,False
2018-09-23,36,False
2018-09-30,0,False
2018-10-07,0,False
2018-10-14,36,False
2018-10-21,74,False
2018-10-28,36,False
2018-11-04,51,False
2018-11-11,35,False
2018-11-18,33,False
2018-11-25,34,False
2018-12-02,0,False
2018-12-09,34,False
2018-12-16,69,False
2018-12-23,36,False
2018-12-30,85,False
2019-01-06,53,False
2019-01-13,32,False
2019-01-20,0,False
2019-01-27,0,False
2019-02-03,100,False
2019-02-10,49,False
2019-02-17,49,False
2019-02-24,33,False
2019-03-03,0,False
2019-03-10,32,False
2019-03-17,33,False
2019-03-24,33,False
2019-03-31,70,False
2019-04-07,51,False
2019-04-14,0,False
2019-04-21,35,False
2019-04-28,33,False
2019-05-05,33,False
2019-05-12,50,False
2019-05-19,32,False
2019-05-26,0,False
2019-06-02,33,False
2019-06-09,0,False
2019-06-16,0,False
2019-06-23,34,False
2019-06-30,34,False
2019-07-07,33,False
2019-07-14,34,False
2019-07-21,36,False
2019-07-28,32,False
2019-08-04,0,False
2019-08-11,31,False
2019-08-18,0,False
2019-08-25,31,False
2019-09-01,31,False
2019-09-08,64,False
2019-09-15,63,False
2019-09-22,47,False
2019-09-29,0,False
2019-10-06,43,False
2019-10-13,32,False
2019-10-20,62,False
2019-10-27,0,False
2019-11-03,43,False
2019-11-10,30,False
2019-11-17,29,False
2019-11-24,0,False
2019-12-01,29,False
2019-12-08,29,False
2019-12-15,30,False
2019-12-22,0,False
2019-12-29,30,False
2020-01-05,56,False
2020-01-12,0,False
2020-01-19,28,False
2020-01-26,56,False
2020-02-02,0,False
2020-02-09,27,False
2020-02-16,0,False
2020-02-23,81,False
2020-03-01,27,False
2020-03-08,0,False
2020-03-15,25,False
2020-03-22,0,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,25,False
2020-04-19,24,False
2020-04-26,0,False
2020-05-03,0,False
2020-05-10,25,False
2020-05-17,0,True
