date,Partyraum,isPartial
2018-01-07,33,False
2018-01-14,50,False
2018-01-21,33,False
2018-01-28,50,False
2018-02-04,39,False
2018-02-11,39,False
2018-02-18,26,False
2018-02-25,25,False
2018-03-04,0,False
2018-03-11,26,False
2018-03-18,0,False
2018-03-25,27,False
2018-04-01,27,False
2018-04-08,27,False
2018-04-15,28,False
2018-04-22,39,False
2018-04-29,27,False
2018-05-06,0,False
2018-05-13,26,False
2018-05-20,26,False
2018-05-27,27,False
2018-06-03,27,False
2018-06-10,0,False
2018-06-17,0,False
2018-06-24,0,False
2018-07-01,54,False
2018-07-08,27,False
2018-07-15,27,False
2018-07-22,27,False
2018-07-29,77,False
2018-08-05,25,False
2018-08-12,26,False
2018-08-19,0,False
2018-08-26,0,False
2018-09-02,26,False
2018-09-09,0,False
2018-09-16,0,False
2018-09-23,26,False
2018-09-30,28,False
2018-10-07,36,False
2018-10-14,0,False
2018-10-21,0,False
2018-10-28,25,False
2018-11-04,37,False
2018-11-11,25,False
2018-11-18,24,False
2018-11-25,49,False
2018-12-02,25,False
2018-12-09,38,False
2018-12-16,0,False
2018-12-23,28,False
2018-12-30,26,False
2019-01-06,72,False
2019-01-13,24,False
2019-01-20,0,False
2019-01-27,23,False
2019-02-03,35,False
2019-02-10,24,False
2019-02-17,24,False
2019-02-24,26,False
2019-03-03,25,False
2019-03-10,0,False
2019-03-17,0,False
2019-03-24,25,False
2019-03-31,100,False
2019-04-07,25,False
2019-04-14,26,False
2019-04-21,0,False
2019-04-28,38,False
2019-05-05,24,False
2019-05-12,25,False
2019-05-19,37,False
2019-05-26,24,False
2019-06-02,0,False
2019-06-09,49,False
2019-06-16,25,False
2019-06-23,25,False
2019-06-30,25,False
2019-07-07,0,False
2019-07-14,52,False
2019-07-21,0,False
2019-07-28,40,False
2019-08-04,25,False
2019-08-11,48,False
2019-08-18,61,False
2019-08-25,24,False
2019-09-01,24,False
2019-09-08,25,False
2019-09-15,25,False
2019-09-22,24,False
2019-09-29,37,False
2019-10-06,24,False
2019-10-13,23,False
2019-10-20,46,False
2019-10-27,22,False
2019-11-03,22,False
2019-11-10,23,False
2019-11-17,22,False
2019-11-24,22,False
2019-12-01,31,False
2019-12-08,45,False
2019-12-15,0,False
2019-12-22,25,False
2019-12-29,24,False
2020-01-05,44,False
2020-01-12,28,False
2020-01-19,43,False
2020-01-26,0,False
2020-02-02,63,False
2020-02-09,21,False
2020-02-16,22,False
2020-02-23,41,False
2020-03-01,21,False
2020-03-08,29,False
2020-03-15,0,False
2020-03-22,18,False
2020-03-29,0,False
2020-04-05,20,False
2020-04-12,19,False
2020-04-19,0,False
2020-04-26,37,False
2020-05-03,19,False
2020-05-10,0,False
2020-05-17,0,True
