date,Partyraum,isPartial
2018-01-07,73,False
2018-01-14,36,False
2018-01-21,37,False
2018-01-28,37,False
2018-02-04,0,False
2018-02-11,55,False
2018-02-18,36,False
2018-02-25,54,False
2018-03-04,36,False
2018-03-11,72,False
2018-03-18,74,False
2018-03-25,39,False
2018-04-01,0,False
2018-04-08,39,False
2018-04-15,40,False
2018-04-22,38,False
2018-04-29,0,False
2018-05-06,41,False
2018-05-13,0,False
2018-05-20,40,False
2018-05-27,0,False
2018-06-03,58,False
2018-06-10,0,False
2018-06-17,37,False
2018-06-24,0,False
2018-07-01,0,False
2018-07-08,0,False
2018-07-15,0,False
2018-07-22,0,False
2018-07-29,0,False
2018-08-05,36,False
2018-08-12,37,False
2018-08-19,37,False
2018-08-26,0,False
2018-09-02,95,False
2018-09-09,57,False
2018-09-16,37,False
2018-09-23,37,False
2018-09-30,52,False
2018-10-07,39,False
2018-10-14,56,False
2018-10-21,36,False
2018-10-28,71,False
2018-11-04,35,False
2018-11-11,59,False
2018-11-18,34,False
2018-11-25,53,False
2018-12-02,36,False
2018-12-09,35,False
2018-12-16,36,False
2018-12-23,37,False
2018-12-30,72,False
2019-01-06,66,False
2019-01-13,33,False
2019-01-20,49,False
2019-01-27,77,False
2019-02-03,33,False
2019-02-10,35,False
2019-02-17,34,False
2019-02-24,34,False
2019-03-03,34,False
2019-03-10,33,False
2019-03-17,0,False
2019-03-24,35,False
2019-03-31,0,False
2019-04-07,34,False
2019-04-14,37,False
2019-04-21,0,False
2019-04-28,35,False
2019-05-05,45,False
2019-05-12,0,False
2019-05-19,34,False
2019-05-26,35,False
2019-06-02,34,False
2019-06-09,34,False
2019-06-16,52,False
2019-06-23,87,False
2019-06-30,35,False
2019-07-07,35,False
2019-07-14,37,False
2019-07-21,38,False
2019-07-28,60,False
2019-08-04,0,False
2019-08-11,34,False
2019-08-18,35,False
2019-08-25,100,False
2019-09-01,51,False
2019-09-08,34,False
2019-09-15,34,False
2019-09-22,98,False
2019-09-29,33,False
2019-10-06,33,False
2019-10-13,42,False
2019-10-20,53,False
2019-10-27,46,False
2019-11-03,30,False
2019-11-10,31,False
2019-11-17,46,False
2019-11-24,31,False
2019-12-01,32,False
2019-12-08,0,False
2019-12-15,31,False
2019-12-22,33,False
2019-12-29,32,False
2020-01-05,39,False
2020-01-12,28,False
2020-01-19,44,False
2020-01-26,57,False
2020-02-02,43,False
2020-02-09,30,False
2020-02-16,43,False
2020-02-23,57,False
2020-03-01,29,False
2020-03-08,27,False
2020-03-15,27,False
2020-03-22,25,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,0,False
2020-04-19,27,False
2020-04-26,26,False
2020-05-03,27,False
2020-05-10,27,False
2020-05-17,0,True
