date,pasticceria,isPartial
2018-01-07,20,False
2018-01-14,26,False
2018-01-21,26,False
2018-01-28,26,False
2018-02-04,25,False
2018-02-11,32,False
2018-02-18,24,False
2018-02-25,23,False
2018-03-04,43,False
2018-03-11,87,False
2018-03-18,48,False
2018-03-25,59,False
2018-04-01,20,False
2018-04-08,33,False
2018-04-15,45,False
2018-04-22,34,False
2018-04-29,26,False
2018-05-06,32,False
2018-05-13,51,False
2018-05-20,25,False
2018-05-27,27,False
2018-06-03,13,False
2018-06-10,49,False
2018-06-17,31,False
2018-06-24,50,False
2018-07-01,13,False
2018-07-08,38,False
2018-07-15,0,False
2018-07-22,0,False
2018-07-29,23,False
2018-08-05,40,False
2018-08-12,55,False
2018-08-19,50,False
2018-08-26,70,False
2018-09-02,38,False
2018-09-09,64,False
2018-09-16,38,False
2018-09-23,50,False
2018-09-30,0,False
2018-10-07,21,False
2018-10-14,0,False
2018-10-21,39,False
2018-10-28,32,False
2018-11-04,31,False
2018-11-11,46,False
2018-11-18,44,False
2018-11-25,38,False
2018-12-02,52,False
2018-12-09,44,False
2018-12-16,52,False
2018-12-23,33,False
2018-12-30,100,False
2019-01-06,35,False
2019-01-13,37,False
2019-01-20,34,False
2019-01-27,48,False
2019-02-03,29,False
2019-02-10,53,False
2019-02-17,36,False
2019-02-24,43,False
2019-03-03,46,False
2019-03-10,25,False
2019-03-17,45,False
2019-03-24,44,False
2019-03-31,13,False
2019-04-07,68,False
2019-04-14,58,False
2019-04-21,44,False
2019-04-28,24,False
2019-05-05,50,False
2019-05-12,24,False
2019-05-19,43,False
2019-05-26,35,False
2019-06-02,25,False
2019-06-09,53,False
2019-06-16,39,False
2019-06-23,40,False
2019-06-30,39,False
2019-07-07,25,False
2019-07-14,51,False
2019-07-21,32,False
2019-07-28,0,False
2019-08-04,29,False
2019-08-11,61,False
2019-08-18,53,False
2019-08-25,10,False
2019-09-01,60,False
2019-09-08,52,False
2019-09-15,40,False
2019-09-22,40,False
2019-09-29,23,False
2019-10-06,42,False
2019-10-13,30,False
2019-10-20,23,False
2019-10-27,56,False
2019-11-03,38,False
2019-11-10,23,False
2019-11-17,69,False
2019-11-24,55,False
2019-12-01,41,False
2019-12-08,48,False
2019-12-15,53,False
2019-12-22,81,False
2019-12-29,38,False
2020-01-05,50,False
2020-01-12,16,False
2020-01-19,44,False
2020-01-26,26,False
2020-02-02,50,False
2020-02-09,16,False
2020-02-16,49,False
2020-02-23,50,False
2020-03-01,25,False
2020-03-08,14,False
2020-03-15,31,False
2020-03-22,24,False
2020-03-29,30,False
2020-04-05,32,False
2020-04-12,9,False
2020-04-19,25,False
2020-04-26,15,True
