date,pasticceria,isPartial
2018-01-07,21,False
2018-01-14,0,False
2018-01-21,42,False
2018-01-28,21,False
2018-02-04,41,False
2018-02-11,0,False
2018-02-18,18,False
2018-02-25,0,False
2018-03-04,38,False
2018-03-11,19,False
2018-03-18,21,False
2018-03-25,0,False
2018-04-01,20,False
2018-04-08,66,False
2018-04-15,0,False
2018-04-22,26,False
2018-04-29,0,False
2018-05-06,0,False
2018-05-13,26,False
2018-05-20,48,False
2018-05-27,24,False
2018-06-03,0,False
2018-06-10,47,False
2018-06-17,70,False
2018-06-24,0,False
2018-07-01,21,False
2018-07-08,60,False
2018-07-15,59,False
2018-07-22,0,False
2018-07-29,0,False
2018-08-05,0,False
2018-08-12,42,False
2018-08-19,48,False
2018-08-26,0,False
2018-09-02,0,False
2018-09-09,43,False
2018-09-16,47,False
2018-09-23,0,False
2018-09-30,98,False
2018-10-07,0,False
2018-10-14,26,False
2018-10-21,50,False
2018-10-28,24,False
2018-11-04,0,False
2018-11-11,0,False
2018-11-18,47,False
2018-11-25,24,False
2018-12-02,0,False
2018-12-09,67,False
2018-12-16,43,False
2018-12-23,18,False
2018-12-30,29,False
2019-01-06,41,False
2019-01-13,40,False
2019-01-20,38,False
2019-01-27,0,False
2019-02-03,19,False
2019-02-10,37,False
2019-02-17,0,False
2019-02-24,19,False
2019-03-03,37,False
2019-03-10,37,False
2019-03-17,40,False
2019-03-24,42,False
2019-03-31,22,False
2019-04-07,22,False
2019-04-14,22,False
2019-04-21,0,False
2019-04-28,45,False
2019-05-05,46,False
2019-05-12,23,False
2019-05-19,23,False
2019-05-26,22,False
2019-06-02,45,False
2019-06-09,0,False
2019-06-16,66,False
2019-06-23,0,False
2019-06-30,39,False
2019-07-07,37,False
2019-07-14,18,False
2019-07-21,18,False
2019-07-28,17,False
2019-08-04,15,False
2019-08-11,64,False
2019-08-18,40,False
2019-08-25,49,False
2019-09-01,0,False
2019-09-08,59,False
2019-09-15,0,False
2019-09-22,42,False
2019-09-29,22,False
2019-10-06,22,False
2019-10-13,42,False
2019-10-20,42,False
2019-10-27,39,False
2019-11-03,41,False
2019-11-10,63,False
2019-11-17,20,False
2019-11-24,0,False
2019-12-01,39,False
2019-12-08,59,False
2019-12-15,95,False
2019-12-22,66,False
2019-12-29,100,False
2020-01-05,33,False
2020-01-12,33,False
2020-01-19,17,False
2020-01-26,32,False
2020-02-02,63,False
2020-02-09,47,False
2020-02-16,47,False
2020-02-23,80,False
2020-03-01,15,False
2020-03-08,31,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,81,False
2020-04-05,53,False
2020-04-12,0,False
2020-04-19,17,False
2020-04-26,29,True
