date,Heizungsmonteur,isPartial
2018-01-07,0,False
2018-01-14,0,False
2018-01-21,0,False
2018-01-28,40,False
2018-02-04,41,False
2018-02-11,41,False
2018-02-18,40,False
2018-02-25,0,False
2018-03-04,41,False
2018-03-11,100,False
2018-03-18,41,False
2018-03-25,0,False
2018-04-01,43,False
2018-04-08,84,False
2018-04-15,0,False
2018-04-22,84,False
2018-04-29,0,False
2018-05-06,43,False
2018-05-13,0,False
2018-05-20,0,False
2018-05-27,0,False
2018-06-03,42,False
2018-06-10,40,False
2018-06-17,0,False
2018-06-24,0,False
2018-07-01,0,False
2018-07-08,41,False
2018-07-15,0,False
2018-07-22,42,False
2018-07-29,0,False
2018-08-05,45,False
2018-08-12,46,False
2018-08-19,46,False
2018-08-26,45,False
2018-09-02,0,False
2018-09-09,0,False
2018-09-16,42,False
2018-09-23,42,False
2018-09-30,42,False
2018-10-07,82,False
2018-10-14,0,False
2018-10-21,60,False
2018-10-28,61,False
2018-11-04,59,False
2018-11-11,0,False
2018-11-18,0,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,39,False
2018-12-16,0,False
2018-12-23,63,False
2018-12-30,43,False
2019-01-06,37,False
2019-01-13,56,False
2019-01-20,37,False
2019-01-27,37,False
2019-02-03,37,False
2019-02-10,0,False
2019-02-17,51,False
2019-02-24,0,False
2019-03-03,78,False
2019-03-10,0,False
2019-03-17,0,False
2019-03-24,78,False
2019-03-31,38,False
2019-04-07,57,False
2019-04-14,0,False
2019-04-21,41,False
2019-04-28,39,False
2019-05-05,74,False
2019-05-12,0,False
2019-05-19,0,False
2019-05-26,0,False
2019-06-02,0,False
2019-06-09,41,False
2019-06-16,41,False
2019-06-23,39,False
2019-06-30,0,False
2019-07-07,37,False
2019-07-14,39,False
2019-07-21,41,False
2019-07-28,0,False
2019-08-04,0,False
2019-08-11,41,False
2019-08-18,42,False
2019-08-25,43,False
2019-09-01,0,False
2019-09-08,39,False
2019-09-15,39,False
2019-09-22,38,False
2019-09-29,0,False
2019-10-06,93,False
2019-10-13,37,False
2019-10-20,37,False
2019-10-27,37,False
2019-11-03,35,False
2019-11-10,72,False
2019-11-17,35,False
2019-11-24,35,False
2019-12-01,54,False
2019-12-08,71,False
2019-12-15,0,False
2019-12-22,42,False
2019-12-29,40,False
2020-01-05,0,False
2020-01-12,0,False
2020-01-19,34,False
2020-01-26,68,False
2020-02-02,34,False
2020-02-09,68,False
2020-02-16,0,False
2020-02-23,34,False
2020-03-01,33,False
2020-03-08,31,False
2020-03-15,0,False
2020-03-22,30,False
2020-03-29,0,False
2020-04-05,33,False
2020-04-12,63,False
2020-04-19,0,False
2020-04-26,60,False
2020-05-03,0,False
2020-05-10,0,False
