date,panneau photovoltaique,isPartial
2018-01-07,36,False
2018-01-14,21,False
2018-01-21,84,False
2018-01-28,22,False
2018-02-04,50,False
2018-02-11,36,False
2018-02-18,36,False
2018-02-25,61,False
2018-03-04,49,False
2018-03-11,42,False
2018-03-18,43,False
2018-03-25,33,False
2018-04-01,22,False
2018-04-08,23,False
2018-04-15,74,False
2018-04-22,91,False
2018-04-29,56,False
2018-05-06,35,False
2018-05-13,55,False
2018-05-20,61,False
2018-05-27,37,False
2018-06-03,60,False
2018-06-10,50,False
2018-06-17,46,False
2018-06-24,34,False
2018-07-01,0,False
2018-07-08,45,False
2018-07-15,47,False
2018-07-22,32,False
2018-07-29,24,False
2018-08-05,0,False
2018-08-12,50,False
2018-08-19,37,False
2018-08-26,31,False
2018-09-02,53,False
2018-09-09,61,False
2018-09-16,54,False
2018-09-23,69,False
2018-09-30,57,False
2018-10-07,76,False
2018-10-14,54,False
2018-10-21,24,False
2018-10-28,61,False
2018-11-04,44,False
2018-11-11,30,False
2018-11-18,51,False
2018-11-25,59,False
2018-12-02,44,False
2018-12-09,22,False
2018-12-16,67,False
2018-12-23,37,False
2018-12-30,31,False
2019-01-06,43,False
2019-01-13,58,False
2019-01-20,31,False
2019-01-27,55,False
2019-02-03,78,False
2019-02-10,21,False
2019-02-17,52,False
2019-02-24,22,False
2019-03-03,28,False
2019-03-10,35,False
2019-03-17,33,False
2019-03-24,100,False
2019-03-31,20,False
2019-04-07,27,False
2019-04-14,57,False
2019-04-21,53,False
2019-04-28,20,False
2019-05-05,20,False
2019-05-12,34,False
2019-05-19,27,False
2019-05-26,54,False
2019-06-02,72,False
2019-06-09,59,False
2019-06-16,35,False
2019-06-23,74,False
2019-06-30,42,False
2019-07-07,20,False
2019-07-14,49,False
2019-07-21,43,False
2019-07-28,33,False
2019-08-04,44,False
2019-08-11,0,False
2019-08-18,71,False
2019-08-25,33,False
2019-09-01,20,False
2019-09-08,53,False
2019-09-15,47,False
2019-09-22,46,False
2019-09-29,40,False
2019-10-06,41,False
2019-10-13,20,False
2019-10-20,53,False
2019-10-27,39,False
2019-11-03,63,False
2019-11-10,57,False
2019-11-17,88,False
2019-11-24,55,False
2019-12-01,55,False
2019-12-08,31,False
2019-12-15,37,False
2019-12-22,41,False
2019-12-29,40,False
2020-01-05,65,False
2020-01-12,27,False
2020-01-19,80,False
2020-01-26,53,False
2020-02-02,42,False
2020-02-09,88,False
2020-02-16,0,False
2020-02-23,40,False
2020-03-01,23,False
2020-03-08,57,False
2020-03-15,22,False
2020-03-22,32,False
2020-03-29,43,False
2020-04-05,22,False
2020-04-12,33,False
2020-04-19,22,False
2020-04-26,47,False
2020-05-03,26,False
2020-05-10,76,False
2020-05-17,21,True
