date,panneau photovoltaique,isPartial
2018-01-07,0,False
2018-01-14,46,False
2018-01-21,0,False
2018-01-28,0,False
2018-02-04,0,False
2018-02-11,0,False
2018-02-18,46,False
2018-02-25,69,False
2018-03-04,46,False
2018-03-11,92,False
2018-03-18,45,False
2018-03-25,94,False
2018-04-01,0,False
2018-04-08,46,False
2018-04-15,49,False
2018-04-22,48,False
2018-04-29,0,False
2018-05-06,48,False
2018-05-13,0,False
2018-05-20,47,False
2018-05-27,0,False
2018-06-03,47,False
2018-06-10,89,False
2018-06-17,0,False
2018-06-24,0,False
2018-07-01,47,False
2018-07-08,48,False
2018-07-15,0,False
2018-07-22,53,False
2018-07-29,52,False
2018-08-05,0,False
2018-08-12,0,False
2018-08-19,0,False
2018-08-26,50,False
2018-09-02,99,False
2018-09-09,49,False
2018-09-16,97,False
2018-09-23,0,False
2018-09-30,0,False
2018-10-07,74,False
2018-10-14,50,False
2018-10-21,0,False
2018-10-28,48,False
2018-11-04,46,False
2018-11-11,47,False
2018-11-18,62,False
2018-11-25,46,False
2018-12-02,46,False
2018-12-09,0,False
2018-12-16,48,False
2018-12-23,0,False
2018-12-30,49,False
2019-01-06,46,False
2019-01-13,0,False
2019-01-20,44,False
2019-01-27,0,False
2019-02-03,46,False
2019-02-10,49,False
2019-02-17,0,False
2019-02-24,47,False
2019-03-03,44,False
2019-03-10,46,False
2019-03-17,0,False
2019-03-24,48,False
2019-03-31,0,False
2019-04-07,49,False
2019-04-14,50,False
2019-04-21,94,False
2019-04-28,90,False
2019-05-05,59,False
2019-05-12,0,False
2019-05-19,0,False
2019-05-26,46,False
2019-06-02,86,False
2019-06-09,0,False
2019-06-16,47,False
2019-06-23,46,False
2019-06-30,94,False
2019-07-07,47,False
2019-07-14,100,False
2019-07-21,0,False
2019-07-28,0,False
2019-08-04,0,False
2019-08-11,0,False
2019-08-18,0,False
2019-08-25,0,False
2019-09-01,0,False
2019-09-08,46,False
2019-09-15,45,False
2019-09-22,43,False
2019-09-29,43,False
2019-10-06,0,False
2019-10-13,0,False
2019-10-20,44,False
2019-10-27,42,False
2019-11-03,42,False
2019-11-10,41,False
2019-11-17,56,False
2019-11-24,0,False
2019-12-01,0,False
2019-12-08,41,False
2019-12-15,62,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,0,False
2020-01-12,38,False
2020-01-19,41,False
2020-01-26,39,False
2020-02-02,40,False
2020-02-09,0,False
2020-02-16,0,False
2020-02-23,39,False
2020-03-01,75,False
2020-03-08,37,False
2020-03-15,0,False
2020-03-22,33,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,51,False
2020-04-19,34,False
2020-04-26,31,False
2020-05-03,31,False
2020-05-10,34,False
2020-05-17,0,True
