date,panneau photovoltaique,isPartial
2018-01-07,24,False
2018-01-14,24,False
2018-01-21,36,False
2018-01-28,49,False
2018-02-04,24,False
2018-02-11,36,False
2018-02-18,25,False
2018-02-25,24,False
2018-03-04,0,False
2018-03-11,24,False
2018-03-18,37,False
2018-03-25,25,False
2018-04-01,25,False
2018-04-08,26,False
2018-04-15,27,False
2018-04-22,26,False
2018-04-29,0,False
2018-05-06,52,False
2018-05-13,25,False
2018-05-20,0,False
2018-05-27,25,False
2018-06-03,25,False
2018-06-10,0,False
2018-06-17,25,False
2018-06-24,0,False
2018-07-01,25,False
2018-07-08,26,False
2018-07-15,0,False
2018-07-22,28,False
2018-07-29,28,False
2018-08-05,56,False
2018-08-12,0,False
2018-08-19,27,False
2018-08-26,53,False
2018-09-02,26,False
2018-09-09,26,False
2018-09-16,26,False
2018-09-23,0,False
2018-09-30,26,False
2018-10-07,26,False
2018-10-14,53,False
2018-10-21,27,False
2018-10-28,100,False
2018-11-04,62,False
2018-11-11,37,False
2018-11-18,50,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,25,False
2018-12-16,0,False
2018-12-23,26,False
2018-12-30,51,False
2019-01-06,25,False
2019-01-13,0,False
2019-01-20,24,False
2019-01-27,47,False
2019-02-03,25,False
2019-02-10,0,False
2019-02-17,64,False
2019-02-24,25,False
2019-03-03,72,False
2019-03-10,0,False
2019-03-17,26,False
2019-03-24,26,False
2019-03-31,51,False
2019-04-07,0,False
2019-04-14,0,False
2019-04-21,25,False
2019-04-28,0,False
2019-05-05,59,False
2019-05-12,76,False
2019-05-19,37,False
2019-05-26,25,False
2019-06-02,24,False
2019-06-09,24,False
2019-06-16,25,False
2019-06-23,0,False
2019-06-30,38,False
2019-07-07,25,False
2019-07-14,0,False
2019-07-21,0,False
2019-07-28,55,False
2019-08-04,28,False
2019-08-11,53,False
2019-08-18,0,False
2019-08-25,0,False
2019-09-01,0,False
2019-09-08,0,False
2019-09-15,24,False
2019-09-22,23,False
2019-09-29,23,False
2019-10-06,23,False
2019-10-13,0,False
2019-10-20,71,False
2019-10-27,23,False
2019-11-03,45,False
2019-11-10,22,False
2019-11-17,22,False
2019-11-24,32,False
2019-12-01,0,False
2019-12-08,22,False
2019-12-15,22,False
2019-12-22,23,False
2019-12-29,22,False
2020-01-05,21,False
2020-01-12,21,False
2020-01-19,22,False
2020-01-26,20,False
2020-02-02,21,False
2020-02-09,21,False
2020-02-16,22,False
2020-02-23,21,False
2020-03-01,20,False
2020-03-08,20,False
2020-03-15,27,False
2020-03-22,17,False
2020-03-29,17,False
2020-04-05,17,False
2020-04-12,18,False
2020-04-19,18,False
2020-04-26,27,False
2020-05-03,16,False
2020-05-10,18,False
2020-05-17,45,True
