date,panneau photovoltaique,isPartial
2018-01-07,47,False
2018-01-14,36,False
2018-01-21,47,False
2018-01-28,49,False
2018-02-04,72,False
2018-02-11,24,False
2018-02-18,47,False
2018-02-25,23,False
2018-03-04,36,False
2018-03-11,0,False
2018-03-18,24,False
2018-03-25,37,False
2018-04-01,25,False
2018-04-08,34,False
2018-04-15,25,False
2018-04-22,25,False
2018-04-29,24,False
2018-05-06,24,False
2018-05-13,47,False
2018-05-20,24,False
2018-05-27,24,False
2018-06-03,47,False
2018-06-10,46,False
2018-06-17,49,False
2018-06-24,48,False
2018-07-01,24,False
2018-07-08,47,False
2018-07-15,36,False
2018-07-22,36,False
2018-07-29,23,False
2018-08-05,23,False
2018-08-12,24,False
2018-08-19,24,False
2018-08-26,24,False
2018-09-02,37,False
2018-09-09,24,False
2018-09-16,57,False
2018-09-23,25,False
2018-09-30,37,False
2018-10-07,50,False
2018-10-14,26,False
2018-10-21,52,False
2018-10-28,49,False
2018-11-04,40,False
2018-11-11,37,False
2018-11-18,74,False
2018-11-25,100,False
2018-12-02,25,False
2018-12-09,34,False
2018-12-16,52,False
2018-12-23,0,False
2018-12-30,54,False
2019-01-06,75,False
2019-01-13,25,False
2019-01-20,32,False
2019-01-27,47,False
2019-02-03,38,False
2019-02-10,43,False
2019-02-17,26,False
2019-02-24,25,False
2019-03-03,37,False
2019-03-10,50,False
2019-03-17,64,False
2019-03-24,25,False
2019-03-31,50,False
2019-04-07,25,False
2019-04-14,38,False
2019-04-21,23,False
2019-04-28,60,False
2019-05-05,0,False
2019-05-12,36,False
2019-05-19,47,False
2019-05-26,63,False
2019-06-02,44,False
2019-06-09,22,False
2019-06-16,34,False
2019-06-23,23,False
2019-06-30,46,False
2019-07-07,33,False
2019-07-14,23,False
2019-07-21,47,False
2019-07-28,35,False
2019-08-04,23,False
2019-08-11,21,False
2019-08-18,19,False
2019-08-25,21,False
2019-09-01,44,False
2019-09-08,67,False
2019-09-15,44,False
2019-09-22,22,False
2019-09-29,30,False
2019-10-06,22,False
2019-10-13,59,False
2019-10-20,44,False
2019-10-27,22,False
2019-11-03,44,False
2019-11-10,43,False
2019-11-17,32,False
2019-11-24,21,False
2019-12-01,28,False
2019-12-08,32,False
2019-12-15,36,False
2019-12-22,32,False
2019-12-29,46,False
2020-01-05,21,False
2020-01-12,61,False
2020-01-19,21,False
2020-01-26,21,False
2020-02-02,21,False
2020-02-09,41,False
2020-02-16,21,False
2020-02-23,20,False
2020-03-01,39,False
2020-03-08,29,False
2020-03-15,18,False
2020-03-22,26,False
2020-03-29,17,False
2020-04-05,23,False
2020-04-12,24,False
2020-04-19,34,False
2020-04-26,41,False
2020-05-03,22,False
2020-05-10,26,False
2020-05-17,29,True
