date,Sanitärbedarf,isPartial
2018-01-07,32,False
2018-01-14,47,False
2018-01-21,31,False
2018-01-28,32,False
2018-02-04,32,False
2018-02-11,34,False
2018-02-18,33,False
2018-02-25,49,False
2018-03-04,0,False
2018-03-11,0,False
2018-03-18,33,False
2018-03-25,70,False
2018-04-01,72,False
2018-04-08,0,False
2018-04-15,34,False
2018-04-22,66,False
2018-04-29,34,False
2018-05-06,34,False
2018-05-13,64,False
2018-05-20,0,False
2018-05-27,0,False
2018-06-03,33,False
2018-06-10,63,False
2018-06-17,63,False
2018-06-24,0,False
2018-07-01,0,False
2018-07-08,0,False
2018-07-15,0,False
2018-07-22,48,False
2018-07-29,32,False
2018-08-05,0,False
2018-08-12,35,False
2018-08-19,35,False
2018-08-26,0,False
2018-09-02,34,False
2018-09-09,49,False
2018-09-16,100,False
2018-09-23,33,False
2018-09-30,0,False
2018-10-07,65,False
2018-10-14,33,False
2018-10-21,65,False
2018-10-28,65,False
2018-11-04,31,False
2018-11-11,64,False
2018-11-18,0,False
2018-11-25,47,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,98,False
2018-12-23,0,False
2018-12-30,34,False
2019-01-06,30,False
2019-01-13,0,False
2019-01-20,59,False
2019-01-27,60,False
2019-02-03,44,False
2019-02-10,30,False
2019-02-17,30,False
2019-02-24,62,False
2019-03-03,31,False
2019-03-10,60,False
2019-03-17,64,False
2019-03-24,32,False
2019-03-31,32,False
2019-04-07,0,False
2019-04-14,68,False
2019-04-21,0,False
2019-04-28,0,False
2019-05-05,30,False
2019-05-12,31,False
2019-05-19,0,False
2019-05-26,0,False
2019-06-02,31,False
2019-06-09,0,False
2019-06-16,64,False
2019-06-23,0,False
2019-06-30,0,False
2019-07-07,0,False
2019-07-14,0,False
2019-07-21,0,False
2019-07-28,0,False
2019-08-04,49,False
2019-08-11,33,False
2019-08-18,34,False
2019-08-25,49,False
2019-09-01,31,False
2019-09-08,62,False
2019-09-15,0,False
2019-09-22,44,False
2019-09-29,0,False
2019-10-06,59,False
2019-10-13,0,False
2019-10-20,87,False
2019-10-27,29,False
2019-11-03,56,False
2019-11-10,43,False
2019-11-17,58,False
2019-11-24,43,False
2019-12-01,59,False
2019-12-08,29,False
2019-12-15,30,False
2019-12-22,34,False
2019-12-29,47,False
2020-01-05,28,False
2020-01-12,0,False
2020-01-19,56,False
2020-01-26,28,False
2020-02-02,0,False
2020-02-09,80,False
2020-02-16,56,False
2020-02-23,83,False
2020-03-01,27,False
2020-03-08,25,False
2020-03-15,0,False
2020-03-22,25,False
2020-03-29,62,False
2020-04-05,41,False
2020-04-12,26,False
2020-04-19,51,False
2020-04-26,50,False
2020-05-03,25,False
2020-05-10,26,False
