date,Sanitärbedarf,isPartial
2018-01-07,0,False
2018-01-14,33,False
2018-01-21,33,False
2018-01-28,33,False
2018-02-04,0,False
2018-02-11,0,False
2018-02-18,0,False
2018-02-25,33,False
2018-03-04,33,False
2018-03-11,33,False
2018-03-18,34,False
2018-03-25,34,False
2018-04-01,34,False
2018-04-08,34,False
2018-04-15,35,False
2018-04-22,33,False
2018-04-29,34,False
2018-05-06,0,False
2018-05-13,0,False
2018-05-20,34,False
2018-05-27,0,False
2018-06-03,0,False
2018-06-10,65,False
2018-06-17,0,False
2018-06-24,100,False
2018-07-01,0,False
2018-07-08,0,False
2018-07-15,37,False
2018-07-22,35,False
2018-07-29,33,False
2018-08-05,62,False
2018-08-12,0,False
2018-08-19,31,False
2018-08-26,0,False
2018-09-02,0,False
2018-09-09,0,False
2018-09-16,0,False
2018-09-23,33,False
2018-09-30,52,False
2018-10-07,0,False
2018-10-14,33,False
2018-10-21,32,False
2018-10-28,32,False
2018-11-04,53,False
2018-11-11,0,False
2018-11-18,32,False
2018-11-25,65,False
2018-12-02,32,False
2018-12-09,0,False
2018-12-16,33,False
2018-12-23,37,False
2018-12-30,67,False
2019-01-06,61,False
2019-01-13,30,False
2019-01-20,31,False
2019-01-27,0,False
2019-02-03,62,False
2019-02-10,42,False
2019-02-17,0,False
2019-02-24,0,False
2019-03-03,30,False
2019-03-10,0,False
2019-03-17,0,False
2019-03-24,32,False
2019-03-31,32,False
2019-04-07,33,False
2019-04-14,35,False
2019-04-21,0,False
2019-04-28,47,False
2019-05-05,47,False
2019-05-12,94,False
2019-05-19,31,False
2019-05-26,63,False
2019-06-02,62,False
2019-06-09,94,False
2019-06-16,31,False
2019-06-23,64,False
2019-06-30,31,False
2019-07-07,42,False
2019-07-14,44,False
2019-07-21,0,False
2019-07-28,32,False
2019-08-04,32,False
2019-08-11,29,False
2019-08-18,0,False
2019-08-25,45,False
2019-09-01,30,False
2019-09-08,30,False
2019-09-15,30,False
2019-09-22,30,False
2019-09-29,31,False
2019-10-06,0,False
2019-10-13,30,False
2019-10-20,30,False
2019-10-27,0,False
2019-11-03,0,False
2019-11-10,43,False
2019-11-17,0,False
2019-11-24,56,False
2019-12-01,0,False
2019-12-08,0,False
2019-12-15,30,False
2019-12-22,0,False
2019-12-29,30,False
2020-01-05,27,False
2020-01-12,35,False
2020-01-19,55,False
2020-01-26,0,False
2020-02-02,0,False
2020-02-09,27,False
2020-02-16,27,False
2020-02-23,27,False
2020-03-01,55,False
2020-03-08,25,False
2020-03-15,25,False
2020-03-22,25,False
2020-03-29,25,False
2020-04-05,28,False
2020-04-12,0,False
2020-04-19,38,False
2020-04-26,0,False
2020-05-03,26,False
2020-05-10,37,False
