date,Wände streichen,isPartial
2018-01-07,38,False
2018-01-14,39,False
2018-01-21,0,False
2018-01-28,0,False
2018-02-04,39,False
2018-02-11,0,False
2018-02-18,0,False
2018-02-25,39,False
2018-03-04,0,False
2018-03-11,38,False
2018-03-18,39,False
2018-03-25,82,False
2018-04-01,42,False
2018-04-08,40,False
2018-04-15,40,False
2018-04-22,39,False
2018-04-29,41,False
2018-05-06,40,False
2018-05-13,37,False
2018-05-20,39,False
2018-05-27,38,False
2018-06-03,0,False
2018-06-10,38,False
2018-06-17,0,False
2018-06-24,38,False
2018-07-01,0,False
2018-07-08,0,False
2018-07-15,0,False
2018-07-22,41,False
2018-07-29,40,False
2018-08-05,38,False
2018-08-12,37,False
2018-08-19,0,False
2018-08-26,38,False
2018-09-02,0,False
2018-09-09,38,False
2018-09-16,0,False
2018-09-23,39,False
2018-09-30,59,False
2018-10-07,0,False
2018-10-14,59,False
2018-10-21,37,False
2018-10-28,36,False
2018-11-04,0,False
2018-11-11,37,False
2018-11-18,37,False
2018-11-25,37,False
2018-12-02,37,False
2018-12-09,0,False
2018-12-16,57,False
2018-12-23,42,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,35,False
2019-01-20,35,False
2019-01-27,0,False
2019-02-03,36,False
2019-02-10,72,False
2019-02-17,58,False
2019-02-24,38,False
2019-03-03,0,False
2019-03-10,71,False
2019-03-17,38,False
2019-03-24,73,False
2019-03-31,56,False
2019-04-07,36,False
2019-04-14,0,False
2019-04-21,39,False
2019-04-28,36,False
2019-05-05,36,False
2019-05-12,36,False
2019-05-19,36,False
2019-05-26,0,False
2019-06-02,36,False
2019-06-09,37,False
2019-06-16,0,False
2019-06-23,37,False
2019-06-30,36,False
2019-07-07,0,False
2019-07-14,39,False
2019-07-21,0,False
2019-07-28,38,False
2019-08-04,38,False
2019-08-11,37,False
2019-08-18,74,False
2019-08-25,36,False
2019-09-01,35,False
2019-09-08,37,False
2019-09-15,37,False
2019-09-22,36,False
2019-09-29,35,False
2019-10-06,0,False
2019-10-13,0,False
2019-10-20,54,False
2019-10-27,34,False
2019-11-03,66,False
2019-11-10,34,False
2019-11-17,0,False
2019-11-24,33,False
2019-12-01,34,False
2019-12-08,33,False
2019-12-15,34,False
2019-12-22,0,False
2019-12-29,36,False
2020-01-05,0,False
2020-01-12,0,False
2020-01-19,32,False
2020-01-26,32,False
2020-02-02,0,False
2020-02-09,100,False
2020-02-16,66,False
2020-02-23,31,False
2020-03-01,31,False
2020-03-08,30,False
2020-03-15,29,False
2020-03-22,43,False
2020-03-29,28,False
2020-04-05,0,False
2020-04-12,0,False
2020-04-19,29,False
2020-04-26,29,False
2020-05-03,29,False
2020-05-10,29,False
2020-05-17,0,True
