date,insert bois,isPartial
2018-01-07,29,False
2018-01-14,60,False
2018-01-21,40,False
2018-01-28,41,False
2018-02-04,60,False
2018-02-11,30,False
2018-02-18,62,False
2018-02-25,57,False
2018-03-04,29,False
2018-03-11,30,False
2018-03-18,0,False
2018-03-25,30,False
2018-04-01,0,False
2018-04-08,28,False
2018-04-15,0,False
2018-04-22,0,False
2018-04-29,29,False
2018-05-06,29,False
2018-05-13,0,False
2018-05-20,0,False
2018-05-27,29,False
2018-06-03,0,False
2018-06-10,0,False
2018-06-17,0,False
2018-06-24,0,False
2018-07-01,29,False
2018-07-08,29,False
2018-07-15,29,False
2018-07-22,29,False
2018-07-29,0,False
2018-08-05,0,False
2018-08-12,27,False
2018-08-19,0,False
2018-08-26,29,False
2018-09-02,0,False
2018-09-09,30,False
2018-09-16,30,False
2018-09-23,61,False
2018-09-30,31,False
2018-10-07,31,False
2018-10-14,31,False
2018-10-21,32,False
2018-10-28,51,False
2018-11-04,45,False
2018-11-11,51,False
2018-11-18,60,False
2018-11-25,31,False
2018-12-02,0,False
2018-12-09,31,False
2018-12-16,81,False
2018-12-23,72,False
2018-12-30,56,False
2019-01-06,31,False
2019-01-13,31,False
2019-01-20,50,False
2019-01-27,39,False
2019-02-03,31,False
2019-02-10,31,False
2019-02-17,31,False
2019-02-24,32,False
2019-03-03,32,False
2019-03-10,31,False
2019-03-17,32,False
2019-03-24,63,False
2019-03-31,0,False
2019-04-07,30,False
2019-04-14,30,False
2019-04-21,30,False
2019-04-28,0,False
2019-05-05,29,False
2019-05-12,30,False
2019-05-19,0,False
2019-05-26,0,False
2019-06-02,0,False
2019-06-09,0,False
2019-06-16,0,False
2019-06-23,0,False
2019-06-30,0,False
2019-07-07,27,False
2019-07-14,27,False
2019-07-21,26,False
2019-07-28,26,False
2019-08-04,25,False
2019-08-11,25,False
2019-08-18,24,False
2019-08-25,24,False
2019-09-01,27,False
2019-09-08,0,False
2019-09-15,67,False
2019-09-22,54,False
2019-09-29,42,False
2019-10-06,0,False
2019-10-13,56,False
2019-10-20,80,False
2019-10-27,27,False
2019-11-03,54,False
2019-11-10,100,False
2019-11-17,36,False
2019-11-24,27,False
2019-12-01,80,False
2019-12-08,40,False
2019-12-15,41,False
2019-12-22,46,False
2019-12-29,29,False
2020-01-05,40,False
2020-01-12,39,False
2020-01-19,77,False
2020-01-26,39,False
2020-02-02,27,False
2020-02-09,27,False
2020-02-16,26,False
2020-02-23,24,False
2020-03-01,0,False
2020-03-08,25,False
2020-03-15,0,False
2020-03-22,21,False
2020-03-29,65,False
2020-04-05,0,False
2020-04-12,0,False
2020-04-19,0,False
2020-04-26,21,False
2020-05-03,21,False
2020-05-10,21,False
2020-05-17,0,True
