date,insert bois,isPartial
2018-01-07,40,False
2018-01-14,20,False
2018-01-21,20,False
2018-01-28,20,False
2018-02-04,20,False
2018-02-11,100,False
2018-02-18,39,False
2018-02-25,39,False
2018-03-04,51,False
2018-03-11,41,False
2018-03-18,41,False
2018-03-25,41,False
2018-04-01,41,False
2018-04-08,0,False
2018-04-15,0,False
2018-04-22,0,False
2018-04-29,41,False
2018-05-06,0,False
2018-05-13,40,False
2018-05-20,34,False
2018-05-27,20,False
2018-06-03,0,False
2018-06-10,19,False
2018-06-17,21,False
2018-06-24,0,False
2018-07-01,20,False
2018-07-08,20,False
2018-07-15,20,False
2018-07-22,20,False
2018-07-29,20,False
2018-08-05,19,False
2018-08-12,20,False
2018-08-19,41,False
2018-08-26,20,False
2018-09-02,31,False
2018-09-09,20,False
2018-09-16,0,False
2018-09-23,52,False
2018-09-30,28,False
2018-10-07,42,False
2018-10-14,43,False
2018-10-21,44,False
2018-10-28,52,False
2018-11-04,47,False
2018-11-11,21,False
2018-11-18,20,False
2018-11-25,32,False
2018-12-02,65,False
2018-12-09,43,False
2018-12-16,22,False
2018-12-23,25,False
2018-12-30,57,False
2019-01-06,0,False
2019-01-13,31,False
2019-01-20,30,False
2019-01-27,20,False
2019-02-03,35,False
2019-02-10,32,False
2019-02-17,22,False
2019-02-24,42,False
2019-03-03,21,False
2019-03-10,21,False
2019-03-17,0,False
2019-03-24,21,False
2019-03-31,0,False
2019-04-07,21,False
2019-04-14,21,False
2019-04-21,30,False
2019-04-28,20,False
2019-05-05,0,False
2019-05-12,20,False
2019-05-19,20,False
2019-05-26,20,False
2019-06-02,0,False
2019-06-09,0,False
2019-06-16,19,False
2019-06-23,19,False
2019-06-30,19,False
2019-07-07,19,False
2019-07-14,0,False
2019-07-21,20,False
2019-07-28,19,False
2019-08-04,19,False
2019-08-11,36,False
2019-08-18,49,False
2019-08-25,0,False
2019-09-01,19,False
2019-09-08,31,False
2019-09-15,37,False
2019-09-22,28,False
2019-09-29,38,False
2019-10-06,47,False
2019-10-13,28,False
2019-10-20,25,False
2019-10-27,19,False
2019-11-03,28,False
2019-11-10,24,False
2019-11-17,18,False
2019-11-24,36,False
2019-12-01,24,False
2019-12-08,18,False
2019-12-15,24,False
2019-12-22,20,False
2019-12-29,19,False
2020-01-05,29,False
2020-01-12,40,False
2020-01-19,52,False
2020-01-26,18,False
2020-02-02,47,False
2020-02-09,35,False
2020-02-16,26,False
2020-02-23,0,False
2020-03-01,49,False
2020-03-08,33,False
2020-03-15,0,False
2020-03-22,14,False
2020-03-29,15,False
2020-04-05,0,False
2020-04-12,30,False
2020-04-19,14,False
2020-04-26,28,False
2020-05-03,28,False
2020-05-10,22,False
2020-05-17,0,True
