date,insert bois,isPartial
2018-01-07,27,False
2018-01-14,65,False
2018-01-21,26,False
2018-01-28,35,False
2018-02-04,52,False
2018-02-11,65,False
2018-02-18,27,False
2018-02-25,63,False
2018-03-04,0,False
2018-03-11,0,False
2018-03-18,26,False
2018-03-25,0,False
2018-04-01,28,False
2018-04-08,26,False
2018-04-15,39,False
2018-04-22,29,False
2018-04-29,67,False
2018-05-06,0,False
2018-05-13,27,False
2018-05-20,0,False
2018-05-27,0,False
2018-06-03,27,False
2018-06-10,25,False
2018-06-17,0,False
2018-06-24,0,False
2018-07-01,27,False
2018-07-08,28,False
2018-07-15,59,False
2018-07-22,44,False
2018-07-29,0,False
2018-08-05,44,False
2018-08-12,0,False
2018-08-19,50,False
2018-08-26,44,False
2018-09-02,57,False
2018-09-09,28,False
2018-09-16,42,False
2018-09-23,57,False
2018-09-30,28,False
2018-10-07,42,False
2018-10-14,0,False
2018-10-21,48,False
2018-10-28,56,False
2018-11-04,40,False
2018-11-11,55,False
2018-11-18,54,False
2018-11-25,54,False
2018-12-02,45,False
2018-12-09,41,False
2018-12-16,28,False
2018-12-23,0,False
2018-12-30,100,False
2019-01-06,80,False
2019-01-13,53,False
2019-01-20,43,False
2019-01-27,51,False
2019-02-03,35,False
2019-02-10,36,False
2019-02-17,0,False
2019-02-24,56,False
2019-03-03,0,False
2019-03-10,27,False
2019-03-17,28,False
2019-03-24,27,False
2019-03-31,39,False
2019-04-07,40,False
2019-04-14,25,False
2019-04-21,26,False
2019-04-28,56,False
2019-05-05,54,False
2019-05-12,27,False
2019-05-19,25,False
2019-05-26,27,False
2019-06-02,25,False
2019-06-09,0,False
2019-06-16,26,False
2019-06-23,0,False
2019-06-30,27,False
2019-07-07,0,False
2019-07-14,0,False
2019-07-21,26,False
2019-07-28,27,False
2019-08-04,0,False
2019-08-11,24,False
2019-08-18,77,False
2019-08-25,40,False
2019-09-01,26,False
2019-09-08,24,False
2019-09-15,36,False
2019-09-22,49,False
2019-09-29,32,False
2019-10-06,29,False
2019-10-13,32,False
2019-10-20,67,False
2019-10-27,57,False
2019-11-03,55,False
2019-11-10,60,False
2019-11-17,35,False
2019-11-24,20,False
2019-12-01,40,False
2019-12-08,48,False
2019-12-15,34,False
2019-12-22,58,False
2019-12-29,22,False
2020-01-05,30,False
2020-01-12,39,False
2020-01-19,20,False
2020-01-26,40,False
2020-02-02,42,False
2020-02-09,42,False
2020-02-16,21,False
2020-02-23,0,False
2020-03-01,19,False
2020-03-08,19,False
2020-03-15,18,False
2020-03-22,18,False
2020-03-29,18,False
2020-04-05,24,False
2020-04-12,18,False
2020-04-19,17,False
2020-04-26,17,False
2020-05-03,17,False
2020-05-10,18,False
2020-05-17,23,True
