date,insert bois,isPartial
2018-01-07,21,False
2018-01-14,46,False
2018-01-21,30,False
2018-01-28,24,False
2018-02-04,31,False
2018-02-11,31,False
2018-02-18,24,False
2018-02-25,30,False
2018-03-04,15,False
2018-03-11,23,False
2018-03-18,16,False
2018-03-25,16,False
2018-04-01,16,False
2018-04-08,16,False
2018-04-15,18,False
2018-04-22,33,False
2018-04-29,16,False
2018-05-06,17,False
2018-05-13,32,False
2018-05-20,17,False
2018-05-27,24,False
2018-06-03,16,False
2018-06-10,16,False
2018-06-17,17,False
2018-06-24,16,False
2018-07-01,0,False
2018-07-08,25,False
2018-07-15,17,False
2018-07-22,17,False
2018-07-29,18,False
2018-08-05,0,False
2018-08-12,18,False
2018-08-19,18,False
2018-08-26,33,False
2018-09-02,33,False
2018-09-09,28,False
2018-09-16,100,False
2018-09-23,28,False
2018-09-30,0,False
2018-10-07,25,False
2018-10-14,25,False
2018-10-21,34,False
2018-10-28,50,False
2018-11-04,21,False
2018-11-11,49,False
2018-11-18,26,False
2018-11-25,40,False
2018-12-02,32,False
2018-12-09,16,False
2018-12-16,27,False
2018-12-23,18,False
2018-12-30,33,False
2019-01-06,31,False
2019-01-13,21,False
2019-01-20,23,False
2019-01-27,25,False
2019-02-03,46,False
2019-02-10,26,False
2019-02-17,24,False
2019-02-24,32,False
2019-03-03,15,False
2019-03-10,15,False
2019-03-17,16,False
2019-03-24,16,False
2019-03-31,20,False
2019-04-07,15,False
2019-04-14,15,False
2019-04-21,0,False
2019-04-28,15,False
2019-05-05,15,False
2019-05-12,0,False
2019-05-19,15,False
2019-05-26,16,False
2019-06-02,15,False
2019-06-09,14,False
2019-06-16,23,False
2019-06-23,30,False
2019-06-30,0,False
2019-07-07,15,False
2019-07-14,15,False
2019-07-21,16,False
2019-07-28,16,False
2019-08-04,0,False
2019-08-11,17,False
2019-08-18,17,False
2019-08-25,48,False
2019-09-01,19,False
2019-09-08,29,False
2019-09-15,29,False
2019-09-22,38,False
2019-09-29,29,False
2019-10-06,39,False
2019-10-13,15,False
2019-10-20,36,False
2019-10-27,28,False
2019-11-03,18,False
2019-11-10,23,False
2019-11-17,21,False
2019-11-24,48,False
2019-12-01,22,False
2019-12-08,27,False
2019-12-15,20,False
2019-12-22,20,False
2019-12-29,22,False
2020-01-05,18,False
2020-01-12,22,False
2020-01-19,27,False
2020-01-26,17,False
2020-02-02,13,False
2020-02-09,32,False
2020-02-16,25,False
2020-02-23,29,False
2020-03-01,13,False
2020-03-08,25,False
2020-03-15,12,False
2020-03-22,12,False
2020-03-29,35,False
2020-04-05,12,False
2020-04-12,12,False
2020-04-19,12,False
2020-04-26,17,False
2020-05-03,23,False
2020-05-10,24,False
2020-05-17,15,True
