date,insert bois,isPartial
2018-01-07,0,False
2018-01-14,77,False
2018-01-21,40,False
2018-01-28,80,False
2018-02-04,38,False
2018-02-11,53,False
2018-02-18,83,False
2018-02-25,51,False
2018-03-04,39,False
2018-03-11,40,False
2018-03-18,80,False
2018-03-25,39,False
2018-04-01,40,False
2018-04-08,81,False
2018-04-15,0,False
2018-04-22,39,False
2018-04-29,42,False
2018-05-06,0,False
2018-05-13,0,False
2018-05-20,0,False
2018-05-27,41,False
2018-06-03,0,False
2018-06-10,42,False
2018-06-17,0,False
2018-06-24,0,False
2018-07-01,0,False
2018-07-08,0,False
2018-07-15,46,False
2018-07-22,0,False
2018-07-29,88,False
2018-08-05,0,False
2018-08-12,43,False
2018-08-19,88,False
2018-08-26,66,False
2018-09-02,46,False
2018-09-09,46,False
2018-09-16,76,False
2018-09-23,0,False
2018-09-30,93,False
2018-10-07,47,False
2018-10-14,70,False
2018-10-21,47,False
2018-10-28,75,False
2018-11-04,44,False
2018-11-11,69,False
2018-11-18,66,False
2018-11-25,44,False
2018-12-02,0,False
2018-12-09,90,False
2018-12-16,46,False
2018-12-23,100,False
2018-12-30,48,False
2019-01-06,45,False
2019-01-13,67,False
2019-01-20,72,False
2019-01-27,85,False
2019-02-03,87,False
2019-02-10,45,False
2019-02-17,47,False
2019-02-24,0,False
2019-03-03,44,False
2019-03-10,45,False
2019-03-17,61,False
2019-03-24,0,False
2019-03-31,0,False
2019-04-07,45,False
2019-04-14,45,False
2019-04-21,0,False
2019-04-28,43,False
2019-05-05,43,False
2019-05-12,67,False
2019-05-19,0,False
2019-05-26,0,False
2019-06-02,41,False
2019-06-09,0,False
2019-06-16,0,False
2019-06-23,0,False
2019-06-30,0,False
2019-07-07,42,False
2019-07-14,42,False
2019-07-21,0,False
2019-07-28,0,False
2019-08-04,40,False
2019-08-11,57,False
2019-08-18,40,False
2019-08-25,0,False
2019-09-01,34,False
2019-09-08,39,False
2019-09-15,41,False
2019-09-22,40,False
2019-09-29,41,False
2019-10-06,81,False
2019-10-13,59,False
2019-10-20,79,False
2019-10-27,51,False
2019-11-03,58,False
2019-11-10,39,False
2019-11-17,39,False
2019-11-24,38,False
2019-12-01,80,False
2019-12-08,39,False
2019-12-15,40,False
2019-12-22,44,False
2019-12-29,63,False
2020-01-05,0,False
2020-01-12,38,False
2020-01-19,79,False
2020-01-26,38,False
2020-02-02,39,False
2020-02-09,76,False
2020-02-16,38,False
2020-02-23,51,False
2020-03-01,37,False
2020-03-08,61,False
2020-03-15,33,False
2020-03-22,64,False
2020-03-29,32,False
2020-04-05,0,False
2020-04-12,0,False
2020-04-19,0,False
2020-04-26,30,False
2020-05-03,0,False
2020-05-10,0,False
2020-05-17,0,True
