date,insert bois,isPartial
2018-01-07,52,False
2018-01-14,26,False
2018-01-21,26,False
2018-01-28,53,False
2018-02-04,53,False
2018-02-11,0,False
2018-02-18,54,False
2018-02-25,66,False
2018-03-04,39,False
2018-03-11,51,False
2018-03-18,79,False
2018-03-25,43,False
2018-04-01,26,False
2018-04-08,26,False
2018-04-15,28,False
2018-04-22,0,False
2018-04-29,28,False
2018-05-06,28,False
2018-05-13,26,False
2018-05-20,27,False
2018-05-27,25,False
2018-06-03,0,False
2018-06-10,25,False
2018-06-17,52,False
2018-06-24,0,False
2018-07-01,0,False
2018-07-08,27,False
2018-07-15,45,False
2018-07-22,30,False
2018-07-29,45,False
2018-08-05,30,False
2018-08-12,62,False
2018-08-19,30,False
2018-08-26,83,False
2018-09-02,41,False
2018-09-09,27,False
2018-09-16,53,False
2018-09-23,93,False
2018-09-30,35,False
2018-10-07,40,False
2018-10-14,45,False
2018-10-21,68,False
2018-10-28,97,False
2018-11-04,51,False
2018-11-11,39,False
2018-11-18,34,False
2018-11-25,76,False
2018-12-02,26,False
2018-12-09,53,False
2018-12-16,0,False
2018-12-23,60,False
2018-12-30,71,False
2019-01-06,42,False
2019-01-13,38,False
2019-01-20,48,False
2019-01-27,48,False
2019-02-03,100,False
2019-02-10,80,False
2019-02-17,36,False
2019-02-24,51,False
2019-03-03,25,False
2019-03-10,25,False
2019-03-17,39,False
2019-03-24,39,False
2019-03-31,25,False
2019-04-07,49,False
2019-04-14,28,False
2019-04-21,25,False
2019-04-28,33,False
2019-05-05,22,False
2019-05-12,38,False
2019-05-19,23,False
2019-05-26,23,False
2019-06-02,32,False
2019-06-09,35,False
2019-06-16,24,False
2019-06-23,0,False
2019-06-30,23,False
2019-07-07,24,False
2019-07-14,37,False
2019-07-21,0,False
2019-07-28,50,False
2019-08-04,27,False
2019-08-11,42,False
2019-08-18,43,False
2019-08-25,52,False
2019-09-01,49,False
2019-09-08,50,False
2019-09-15,63,False
2019-09-22,45,False
2019-09-29,42,False
2019-10-06,49,False
2019-10-13,42,False
2019-10-20,43,False
2019-10-27,43,False
2019-11-03,35,False
2019-11-10,81,False
2019-11-17,68,False
2019-11-24,30,False
2019-12-01,44,False
2019-12-08,34,False
2019-12-15,39,False
2019-12-22,50,False
2019-12-29,48,False
2020-01-05,35,False
2020-01-12,20,False
2020-01-19,41,False
2020-01-26,33,False
2020-02-02,30,False
2020-02-09,33,False
2020-02-16,31,False
2020-02-23,27,False
2020-03-01,21,False
2020-03-08,19,False
2020-03-15,27,False
2020-03-22,18,False
2020-03-29,54,False
2020-04-05,18,False
2020-04-12,18,False
2020-04-19,18,False
2020-04-26,22,False
2020-05-03,26,False
2020-05-10,54,False
2020-05-17,44,True
