date,insert bois,isPartial
2018-01-07,69,False
2018-01-14,45,False
2018-01-21,34,False
2018-01-28,35,False
2018-02-04,59,False
2018-02-11,36,False
2018-02-18,32,False
2018-02-25,31,False
2018-03-04,23,False
2018-03-11,31,False
2018-03-18,35,False
2018-03-25,23,False
2018-04-01,49,False
2018-04-08,36,False
2018-04-15,0,False
2018-04-22,0,False
2018-04-29,22,False
2018-05-06,23,False
2018-05-13,23,False
2018-05-20,0,False
2018-05-27,23,False
2018-06-03,23,False
2018-06-10,21,False
2018-06-17,23,False
2018-06-24,23,False
2018-07-01,22,False
2018-07-08,22,False
2018-07-15,45,False
2018-07-22,22,False
2018-07-29,22,False
2018-08-05,21,False
2018-08-12,22,False
2018-08-19,22,False
2018-08-26,33,False
2018-09-02,68,False
2018-09-09,56,False
2018-09-16,23,False
2018-09-23,39,False
2018-09-30,39,False
2018-10-07,48,False
2018-10-14,39,False
2018-10-21,65,False
2018-10-28,70,False
2018-11-04,68,False
2018-11-11,23,False
2018-11-18,61,False
2018-11-25,34,False
2018-12-02,31,False
2018-12-09,70,False
2018-12-16,47,False
2018-12-23,53,False
2018-12-30,100,False
2019-01-06,46,False
2019-01-13,31,False
2019-01-20,52,False
2019-01-27,22,False
2019-02-03,46,False
2019-02-10,25,False
2019-02-17,58,False
2019-02-24,51,False
2019-03-03,23,False
2019-03-10,39,False
2019-03-17,56,False
2019-03-24,34,False
2019-03-31,34,False
2019-04-07,30,False
2019-04-14,21,False
2019-04-21,27,False
2019-04-28,19,False
2019-05-05,20,False
2019-05-12,20,False
2019-05-19,0,False
2019-05-26,20,False
2019-06-02,18,False
2019-06-09,18,False
2019-06-16,39,False
2019-06-23,19,False
2019-06-30,18,False
2019-07-07,18,False
2019-07-14,18,False
2019-07-21,20,False
2019-07-28,40,False
2019-08-04,45,False
2019-08-11,19,False
2019-08-18,49,False
2019-08-25,28,False
2019-09-01,29,False
2019-09-08,19,False
2019-09-15,24,False
2019-09-22,17,False
2019-09-29,53,False
2019-10-06,19,False
2019-10-13,38,False
2019-10-20,32,False
2019-10-27,61,False
2019-11-03,29,False
2019-11-10,48,False
2019-11-17,76,False
2019-11-24,37,False
2019-12-01,66,False
2019-12-08,37,False
2019-12-15,31,False
2019-12-22,81,False
2019-12-29,77,False
2020-01-05,30,False
2020-01-12,60,False
2020-01-19,30,False
2020-01-26,35,False
2020-02-02,18,False
2020-02-09,35,False
2020-02-16,0,False
2020-02-23,18,False
2020-03-01,26,False
2020-03-08,51,False
2020-03-15,16,False
2020-03-22,0,False
2020-03-29,31,False
2020-04-05,31,False
2020-04-12,31,False
2020-04-19,26,False
2020-04-26,30,False
2020-05-03,0,False
2020-05-10,16,False
2020-05-17,53,True
