date,torta mimosa,isPartial
2018-01-07,2,False
2018-01-14,2,False
2018-01-21,0,False
2018-01-28,5,False
2018-02-04,4,False
2018-02-11,5,False
2018-02-18,6,False
2018-02-25,10,False
2018-03-04,92,False
2018-03-11,7,False
2018-03-18,0,False
2018-03-25,11,False
2018-04-01,3,False
2018-04-08,0,False
2018-04-15,2,False
2018-04-22,5,False
2018-04-29,0,False
2018-05-06,3,False
2018-05-13,0,False
2018-05-20,3,False
2018-05-27,0,False
2018-06-03,0,False
2018-06-10,0,False
2018-06-17,0,False
2018-06-24,2,False
2018-07-01,0,False
2018-07-08,2,False
2018-07-15,0,False
2018-07-22,0,False
2018-07-29,0,False
2018-08-05,0,False
2018-08-12,0,False
2018-08-19,2,False
2018-08-26,2,False
2018-09-02,2,False
2018-09-09,0,False
2018-09-16,0,False
2018-09-23,2,False
2018-09-30,5,False
2018-10-07,0,False
2018-10-14,0,False
2018-10-21,0,False
2018-10-28,0,False
2018-11-04,0,False
2018-11-11,3,False
2018-11-18,0,False
2018-11-25,2,False
2018-12-02,0,False
2018-12-09,3,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,2,False
2019-01-13,2,False
2019-01-20,10,False
2019-01-27,2,False
2019-02-03,0,False
2019-02-10,0,False
2019-02-17,8,False
2019-02-24,12,False
2019-03-03,76,False
2019-03-10,12,False
2019-03-17,2,False
2019-03-24,5,False
2019-03-31,5,False
2019-04-07,2,False
2019-04-14,7,False
2019-04-21,5,False
2019-04-28,5,False
2019-05-05,4,False
2019-05-12,0,False
2019-05-19,2,False
2019-05-26,0,False
2019-06-02,0,False
2019-06-09,2,False
2019-06-16,0,False
2019-06-23,0,False
2019-06-30,0,False
2019-07-07,0,False
2019-07-14,0,False
2019-07-21,0,False
2019-07-28,2,False
2019-08-04,0,False
2019-08-11,0,False
2019-08-18,0,False
2019-08-25,2,False
2019-09-01,0,False
2019-09-08,0,False
2019-09-15,0,False
2019-09-22,2,False
2019-09-29,2,False
2019-10-06,2,False
2019-10-13,2,False
2019-10-20,4,False
2019-10-27,0,False
2019-11-03,2,False
2019-11-10,2,False
2019-11-17,0,False
2019-11-24,9,False
2019-12-01,0,False
2019-12-08,2,False
2019-12-15,2,False
2019-12-22,0,False
2019-12-29,2,False
2020-01-05,0,False
2020-01-12,2,False
2020-01-19,2,False
2020-01-26,0,False
2020-02-02,5,False
2020-02-09,3,False
2020-02-16,2,False
2020-02-23,9,False
2020-03-01,100,False
2020-03-08,39,False
2020-03-15,7,False
2020-03-22,4,False
2020-03-29,7,False
2020-04-05,9,False
2020-04-12,2,False
2020-04-19,3,False
2020-04-26,0,True
