date,Kaminbauer,isPartial
2018-01-07,0,False
2018-01-14,100,False
2018-01-21,33,False
2018-01-28,34,False
2018-02-04,69,False
2018-02-11,35,False
2018-02-18,35,False
2018-02-25,69,False
2018-03-04,35,False
2018-03-11,69,False
2018-03-18,70,False
2018-03-25,0,False
2018-04-01,37,False
2018-04-08,0,False
2018-04-15,36,False
2018-04-22,71,False
2018-04-29,0,False
2018-05-06,37,False
2018-05-13,35,False
2018-05-20,77,False
2018-05-27,38,False
2018-06-03,0,False
2018-06-10,69,False
2018-06-17,36,False
2018-06-24,53,False
2018-07-01,35,False
2018-07-08,70,False
2018-07-15,35,False
2018-07-22,72,False
2018-07-29,0,False
2018-08-05,0,False
2018-08-12,39,False
2018-08-19,40,False
2018-08-26,77,False
2018-09-02,73,False
2018-09-09,0,False
2018-09-16,53,False
2018-09-23,54,False
2018-09-30,72,False
2018-10-07,35,False
2018-10-14,35,False
2018-10-21,0,False
2018-10-28,35,False
2018-11-04,34,False
2018-11-11,0,False
2018-11-18,54,False
2018-11-25,33,False
2018-12-02,33,False
2018-12-09,66,False
2018-12-16,46,False
2018-12-23,40,False
2018-12-30,0,False
2019-01-06,64,False
2019-01-13,48,False
2019-01-20,79,False
2019-01-27,64,False
2019-02-03,32,False
2019-02-10,65,False
2019-02-17,55,False
2019-02-24,50,False
2019-03-03,0,False
2019-03-10,64,False
2019-03-17,99,False
2019-03-24,33,False
2019-03-31,66,False
2019-04-07,49,False
2019-04-14,36,False
2019-04-21,0,False
2019-04-28,0,False
2019-05-05,0,False
2019-05-12,0,False
2019-05-19,64,False
2019-05-26,34,False
2019-06-02,33,False
2019-06-09,35,False
2019-06-16,35,False
2019-06-23,66,False
2019-06-30,33,False
2019-07-07,64,False
2019-07-14,0,False
2019-07-21,0,False
2019-07-28,35,False
2019-08-04,0,False
2019-08-11,35,False
2019-08-18,55,False
2019-08-25,36,False
2019-09-01,0,False
2019-09-08,67,False
2019-09-15,34,False
2019-09-22,75,False
2019-09-29,65,False
2019-10-06,32,False
2019-10-13,52,False
2019-10-20,31,False
2019-10-27,63,False
2019-11-03,40,False
2019-11-10,31,False
2019-11-17,45,False
2019-11-24,30,False
2019-12-01,31,False
2019-12-08,30,False
2019-12-15,31,False
2019-12-22,0,False
2019-12-29,34,False
2020-01-05,45,False
2020-01-12,29,False
2020-01-19,29,False
2020-01-26,29,False
2020-02-02,29,False
2020-02-09,0,False
2020-02-16,30,False
2020-02-23,87,False
2020-03-01,28,False
2020-03-08,27,False
2020-03-15,26,False
2020-03-22,26,False
2020-03-29,39,False
2020-04-05,0,False
2020-04-12,27,False
2020-04-19,0,False
2020-04-26,0,False
2020-05-03,26,False
2020-05-10,65,False
