date,bar,isPartial
2018-01-07,39,False
2018-01-14,45,False
2018-01-21,50,False
2018-01-28,38,False
2018-02-04,58,False
2018-02-11,59,False
2018-02-18,75,False
2018-02-25,24,False
2018-03-04,58,False
2018-03-11,38,False
2018-03-18,41,False
2018-03-25,68,False
2018-04-01,36,False
2018-04-08,51,False
2018-04-15,46,False
2018-04-22,62,False
2018-04-29,40,False
2018-05-06,39,False
2018-05-13,34,False
2018-05-20,44,False
2018-05-27,47,False
2018-06-03,64,False
2018-06-10,66,False
2018-06-17,65,False
2018-06-24,56,False
2018-07-01,34,False
2018-07-08,22,False
2018-07-15,43,False
2018-07-22,58,False
2018-07-29,42,False
2018-08-05,66,False
2018-08-12,66,False
2018-08-19,37,False
2018-08-26,39,False
2018-09-02,42,False
2018-09-09,55,False
2018-09-16,54,False
2018-09-23,33,False
2018-09-30,39,False
2018-10-07,42,False
2018-10-14,29,False
2018-10-21,51,False
2018-10-28,65,False
2018-11-04,16,False
2018-11-11,46,False
2018-11-18,55,False
2018-11-25,80,False
2018-12-02,58,False
2018-12-09,33,False
2018-12-16,29,False
2018-12-23,49,False
2018-12-30,38,False
2019-01-06,53,False
2019-01-13,16,False
2019-01-20,45,False
2019-01-27,31,False
2019-02-03,35,False
2019-02-10,72,False
2019-02-17,30,False
2019-02-24,58,False
2019-03-03,56,False
2019-03-10,43,False
2019-03-17,99,False
2019-03-24,44,False
2019-03-31,39,False
2019-04-07,50,False
2019-04-14,59,False
2019-04-21,75,False
2019-04-28,93,False
2019-05-05,49,False
2019-05-12,48,False
2019-05-19,49,False
2019-05-26,58,False
2019-06-02,34,False
2019-06-09,41,False
2019-06-16,52,False
2019-06-23,35,False
2019-06-30,53,False
2019-07-07,27,False
2019-07-14,51,False
2019-07-21,51,False
2019-07-28,61,False
2019-08-04,75,False
2019-08-11,55,False
2019-08-18,52,False
2019-08-25,38,False
2019-09-01,80,False
2019-09-08,64,False
2019-09-15,41,False
2019-09-22,21,False
2019-09-29,43,False
2019-10-06,43,False
2019-10-13,75,False
2019-10-20,87,False
2019-10-27,61,False
2019-11-03,52,False
2019-11-10,60,False
2019-11-17,40,False
2019-11-24,34,False
2019-12-01,55,False
2019-12-08,32,False
2019-12-15,47,False
2019-12-22,100,False
2019-12-29,50,False
2020-01-05,54,False
2020-01-12,55,False
2020-01-19,57,False
2020-01-26,37,False
2020-02-02,40,False
2020-02-09,37,False
2020-02-16,37,False
2020-02-23,36,False
2020-03-01,26,False
2020-03-08,56,False
2020-03-15,39,False
2020-03-22,17,False
2020-03-29,44,False
2020-04-05,24,False
2020-04-12,24,False
2020-04-19,41,False
2020-04-26,40,True
