date,Mensajería,isPartial
2018-01-07,23,False
2018-01-14,0,False
2018-01-21,24,False
2018-01-28,23,False
2018-02-04,0,False
2018-02-11,73,False
2018-02-18,72,False
2018-02-25,45,False
2018-03-04,88,False
2018-03-11,0,False
2018-03-18,0,False
2018-03-25,25,False
2018-04-01,69,False
2018-04-08,0,False
2018-04-15,36,False
2018-04-22,46,False
2018-04-29,24,False
2018-05-06,0,False
2018-05-13,24,False
2018-05-20,0,False
2018-05-27,24,False
2018-06-03,23,False
2018-06-10,23,False
2018-06-17,25,False
2018-06-24,24,False
2018-07-01,0,False
2018-07-08,46,False
2018-07-15,25,False
2018-07-22,60,False
2018-07-29,23,False
2018-08-05,23,False
2018-08-12,23,False
2018-08-19,24,False
2018-08-26,23,False
2018-09-02,69,False
2018-09-09,22,False
2018-09-16,35,False
2018-09-23,46,False
2018-09-30,47,False
2018-10-07,35,False
2018-10-14,22,False
2018-10-21,0,False
2018-10-28,35,False
2018-11-04,0,False
2018-11-11,58,False
2018-11-18,22,False
2018-11-25,47,False
2018-12-02,50,False
2018-12-09,37,False
2018-12-16,37,False
2018-12-23,27,False
2018-12-30,80,False
2019-01-06,0,False
2019-01-13,0,False
2019-01-20,0,False
2019-01-27,22,False
2019-02-03,23,False
2019-02-10,0,False
2019-02-17,58,False
2019-02-24,49,False
2019-03-03,0,False
2019-03-10,24,False
2019-03-17,0,False
2019-03-24,47,False
2019-03-31,66,False
2019-04-07,69,False
2019-04-14,0,False
2019-04-21,22,False
2019-04-28,23,False
2019-05-05,0,False
2019-05-12,47,False
2019-05-19,23,False
2019-05-26,23,False
2019-06-02,22,False
2019-06-09,68,False
2019-06-16,47,False
2019-06-23,0,False
2019-06-30,59,False
2019-07-07,0,False
2019-07-14,23,False
2019-07-21,35,False
2019-07-28,47,False
2019-08-04,23,False
2019-08-11,23,False
2019-08-18,56,False
2019-08-25,54,False
2019-09-01,21,False
2019-09-08,21,False
2019-09-15,22,False
2019-09-22,22,False
2019-09-29,44,False
2019-10-06,65,False
2019-10-13,74,False
2019-10-20,32,False
2019-10-27,0,False
2019-11-03,31,False
2019-11-10,41,False
2019-11-17,50,False
2019-11-24,61,False
2019-12-01,21,False
2019-12-08,44,False
2019-12-15,40,False
2019-12-22,45,False
2019-12-29,46,False
2020-01-05,32,False
2020-01-12,77,False
2020-01-19,28,False
2020-01-26,30,False
2020-02-02,30,False
2020-02-09,31,False
2020-02-16,30,False
2020-02-23,0,False
2020-03-01,19,False
2020-03-08,38,False
2020-03-15,35,False
2020-03-22,34,False
2020-03-29,83,False
2020-04-05,63,False
2020-04-12,100,False
2020-04-19,49,False
2020-04-26,69,False
2020-05-03,25,False
2020-05-10,66,False
2020-05-17,71,True
