date,Partyraum mieten,isPartial
2018-01-07,0,False
2018-01-14,37,False
2018-01-21,19,False
2018-01-28,44,False
2018-02-04,31,False
2018-02-11,19,False
2018-02-18,28,False
2018-02-25,18,False
2018-03-04,18,False
2018-03-11,27,False
2018-03-18,18,False
2018-03-25,19,False
2018-04-01,0,False
2018-04-08,38,False
2018-04-15,0,False
2018-04-22,18,False
2018-04-29,19,False
2018-05-06,0,False
2018-05-13,18,False
2018-05-20,18,False
2018-05-27,36,False
2018-06-03,18,False
2018-06-10,18,False
2018-06-17,18,False
2018-06-24,18,False
2018-07-01,19,False
2018-07-08,0,False
2018-07-15,20,False
2018-07-22,38,False
2018-07-29,56,False
2018-08-05,24,False
2018-08-12,23,False
2018-08-19,18,False
2018-08-26,27,False
2018-09-02,27,False
2018-09-09,18,False
2018-09-16,37,False
2018-09-23,18,False
2018-09-30,37,False
2018-10-07,19,False
2018-10-14,73,False
2018-10-21,17,False
2018-10-28,17,False
2018-11-04,34,False
2018-11-11,17,False
2018-11-18,17,False
2018-11-25,18,False
2018-12-02,17,False
2018-12-09,17,False
2018-12-16,18,False
2018-12-23,0,False
2018-12-30,18,False
2019-01-06,42,False
2019-01-13,16,False
2019-01-20,28,False
2019-01-27,33,False
2019-02-03,28,False
2019-02-10,17,False
2019-02-17,36,False
2019-02-24,35,False
2019-03-03,34,False
2019-03-10,22,False
2019-03-17,0,False
2019-03-24,35,False
2019-03-31,18,False
2019-04-07,0,False
2019-04-14,19,False
2019-04-21,37,False
2019-04-28,33,False
2019-05-05,17,False
2019-05-12,26,False
2019-05-19,0,False
2019-05-26,35,False
2019-06-02,17,False
2019-06-09,17,False
2019-06-16,17,False
2019-06-23,0,False
2019-06-30,51,False
2019-07-07,18,False
2019-07-14,18,False
2019-07-21,0,False
2019-07-28,18,False
2019-08-04,36,False
2019-08-11,18,False
2019-08-18,17,False
2019-08-25,17,False
2019-09-01,100,False
2019-09-08,0,False
2019-09-15,17,False
2019-09-22,17,False
2019-09-29,27,False
2019-10-06,17,False
2019-10-13,17,False
2019-10-20,17,False
2019-10-27,16,False
2019-11-03,23,False
2019-11-10,24,False
2019-11-17,24,False
2019-11-24,23,False
2019-12-01,16,False
2019-12-08,16,False
2019-12-15,16,False
2019-12-22,30,False
2019-12-29,34,False
2020-01-05,60,False
2020-01-12,37,False
2020-01-19,0,False
2020-01-26,22,False
2020-02-02,15,False
2020-02-09,16,False
2020-02-16,26,False
2020-02-23,29,False
2020-03-01,15,False
2020-03-08,23,False
2020-03-15,0,False
2020-03-22,13,False
2020-03-29,13,False
2020-04-05,0,False
2020-04-12,14,False
2020-04-19,0,False
2020-04-26,14,False
2020-05-03,0,False
2020-05-10,14,False
2020-05-17,34,True
