date,bomboniere battesimo,isPartial
2018-01-07,42,False
2018-01-14,0,False
2018-01-21,41,False
2018-01-28,50,False
2018-02-04,40,False
2018-02-11,60,False
2018-02-18,39,False
2018-02-25,29,False
2018-03-04,60,False
2018-03-11,69,False
2018-03-18,62,False
2018-03-25,42,False
2018-04-01,33,False
2018-04-08,82,False
2018-04-15,31,False
2018-04-22,44,False
2018-04-29,41,False
2018-05-06,40,False
2018-05-13,52,False
2018-05-20,0,False
2018-05-27,21,False
2018-06-03,52,False
2018-06-10,20,False
2018-06-17,42,False
2018-06-24,21,False
2018-07-01,30,False
2018-07-08,61,False
2018-07-15,21,False
2018-07-22,31,False
2018-07-29,44,False
2018-08-05,0,False
2018-08-12,50,False
2018-08-19,45,False
2018-08-26,62,False
2018-09-02,20,False
2018-09-09,51,False
2018-09-16,81,False
2018-09-23,60,False
2018-09-30,20,False
2018-10-07,21,False
2018-10-14,21,False
2018-10-21,21,False
2018-10-28,20,False
2018-11-04,19,False
2018-11-11,20,False
2018-11-18,0,False
2018-11-25,20,False
2018-12-02,21,False
2018-12-09,21,False
2018-12-16,0,False
2018-12-23,26,False
2018-12-30,25,False
2019-01-06,43,False
2019-01-13,100,False
2019-01-20,50,False
2019-01-27,0,False
2019-02-03,59,False
2019-02-10,30,False
2019-02-17,20,False
2019-02-24,41,False
2019-03-03,42,False
2019-03-10,52,False
2019-03-17,61,False
2019-03-24,21,False
2019-03-31,21,False
2019-04-07,82,False
2019-04-14,21,False
2019-04-21,47,False
2019-04-28,32,False
2019-05-05,20,False
2019-05-12,19,False
2019-05-19,19,False
2019-05-26,38,False
2019-06-02,21,False
2019-06-09,21,False
2019-06-16,72,False
2019-06-23,21,False
2019-06-30,21,False
2019-07-07,19,False
2019-07-14,49,False
2019-07-21,20,False
2019-07-28,20,False
2019-08-04,0,False
2019-08-11,71,False
2019-08-18,41,False
2019-08-25,38,False
2019-09-01,36,False
2019-09-08,47,False
2019-09-15,46,False
2019-09-22,46,False
2019-09-29,38,False
2019-10-06,19,False
2019-10-13,58,False
2019-10-20,28,False
2019-10-27,38,False
2019-11-03,0,False
2019-11-10,18,False
2019-11-17,27,False
2019-11-24,71,False
2019-12-01,19,False
2019-12-08,0,False
2019-12-15,19,False
2019-12-22,0,False
2019-12-29,22,False
2020-01-05,37,False
2020-01-12,34,False
2020-01-19,52,False
2020-01-26,51,False
2020-02-02,17,False
2020-02-09,53,False
2020-02-16,26,False
2020-02-23,16,False
2020-03-01,32,False
2020-03-08,0,False
2020-03-15,48,False
2020-03-22,15,False
2020-03-29,0,False
2020-04-05,16,False
2020-04-12,0,False
2020-04-19,15,False
2020-04-26,0,True
