date,bomboniere battesimo,isPartial
2018-01-07,16,False
2018-01-14,16,False
2018-01-21,32,False
2018-01-28,30,False
2018-02-04,47,False
2018-02-11,48,False
2018-02-18,97,False
2018-02-25,79,False
2018-03-04,33,False
2018-03-11,0,False
2018-03-18,0,False
2018-03-25,68,False
2018-04-01,53,False
2018-04-08,34,False
2018-04-15,18,False
2018-04-22,72,False
2018-04-29,35,False
2018-05-06,0,False
2018-05-13,34,False
2018-05-20,0,False
2018-05-27,51,False
2018-06-03,0,False
2018-06-10,0,False
2018-06-17,17,False
2018-06-24,17,False
2018-07-01,33,False
2018-07-08,17,False
2018-07-15,34,False
2018-07-22,34,False
2018-07-29,17,False
2018-08-05,17,False
2018-08-12,19,False
2018-08-19,17,False
2018-08-26,64,False
2018-09-02,49,False
2018-09-09,100,False
2018-09-16,33,False
2018-09-23,34,False
2018-09-30,17,False
2018-10-07,52,False
2018-10-14,70,False
2018-10-21,0,False
2018-10-28,32,False
2018-11-04,0,False
2018-11-11,34,False
2018-11-18,17,False
2018-11-25,34,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,37,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,33,False
2019-01-13,65,False
2019-01-20,47,False
2019-01-27,31,False
2019-02-03,31,False
2019-02-10,16,False
2019-02-17,0,False
2019-02-24,16,False
2019-03-03,49,False
2019-03-10,32,False
2019-03-17,33,False
2019-03-24,17,False
2019-03-31,0,False
2019-04-07,32,False
2019-04-14,82,False
2019-04-21,50,False
2019-04-28,47,False
2019-05-05,61,False
2019-05-12,15,False
2019-05-19,30,False
2019-05-26,0,False
2019-06-02,32,False
2019-06-09,0,False
2019-06-16,48,False
2019-06-23,33,False
2019-06-30,16,False
2019-07-07,0,False
2019-07-14,17,False
2019-07-21,0,False
2019-07-28,0,False
2019-08-04,0,False
2019-08-11,57,False
2019-08-18,34,False
2019-08-25,16,False
2019-09-01,90,False
2019-09-08,32,False
2019-09-15,16,False
2019-09-22,16,False
2019-09-29,30,False
2019-10-06,0,False
2019-10-13,46,False
2019-10-20,30,False
2019-10-27,15,False
2019-11-03,29,False
2019-11-10,29,False
2019-11-17,0,False
2019-11-24,29,False
2019-12-01,15,False
2019-12-08,0,False
2019-12-15,15,False
2019-12-22,18,False
2019-12-29,50,False
2020-01-05,0,False
2020-01-12,28,False
2020-01-19,29,False
2020-01-26,28,False
2020-02-02,56,False
2020-02-09,28,False
2020-02-16,14,False
2020-02-23,14,False
2020-03-01,40,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,0,False
2020-04-19,0,False
2020-04-26,22,True
