date,bomboniere battesimo,isPartial
2018-01-07,70,False
2018-01-14,69,False
2018-01-21,68,False
2018-01-28,37,False
2018-02-04,82,False
2018-02-11,68,False
2018-02-18,71,False
2018-02-25,74,False
2018-03-04,68,False
2018-03-11,56,False
2018-03-18,26,False
2018-03-25,55,False
2018-04-01,76,False
2018-04-08,91,False
2018-04-15,45,False
2018-04-22,56,False
2018-04-29,100,False
2018-05-06,66,False
2018-05-13,43,False
2018-05-20,82,False
2018-05-27,62,False
2018-06-03,40,False
2018-06-10,31,False
2018-06-17,41,False
2018-06-24,32,False
2018-07-01,40,False
2018-07-08,23,False
2018-07-15,55,False
2018-07-22,51,False
2018-07-29,44,False
2018-08-05,11,False
2018-08-12,54,False
2018-08-19,59,False
2018-08-26,62,False
2018-09-02,69,False
2018-09-09,64,False
2018-09-16,76,False
2018-09-23,43,False
2018-09-30,51,False
2018-10-07,43,False
2018-10-14,39,False
2018-10-21,42,False
2018-10-28,25,False
2018-11-04,45,False
2018-11-11,21,False
2018-11-18,25,False
2018-11-25,17,False
2018-12-02,21,False
2018-12-09,34,False
2018-12-16,35,False
2018-12-23,10,False
2018-12-30,35,False
2019-01-06,30,False
2019-01-13,62,False
2019-01-20,61,False
2019-01-27,49,False
2019-02-03,70,False
2019-02-10,66,False
2019-02-17,38,False
2019-02-24,69,False
2019-03-03,51,False
2019-03-10,47,False
2019-03-17,61,False
2019-03-24,49,False
2019-03-31,53,False
2019-04-07,26,False
2019-04-14,54,False
2019-04-21,49,False
2019-04-28,40,False
2019-05-05,77,False
2019-05-12,67,False
2019-05-19,58,False
2019-05-26,37,False
2019-06-02,22,False
2019-06-09,34,False
2019-06-16,22,False
2019-06-23,31,False
2019-06-30,45,False
2019-07-07,40,False
2019-07-14,32,False
2019-07-21,42,False
2019-07-28,29,False
2019-08-04,42,False
2019-08-11,24,False
2019-08-18,60,False
2019-08-25,34,False
2019-09-01,49,False
2019-09-08,50,False
2019-09-15,61,False
2019-09-22,48,False
2019-09-29,56,False
2019-10-06,45,False
2019-10-13,32,False
2019-10-20,19,False
2019-10-27,24,False
2019-11-03,46,False
2019-11-10,8,False
2019-11-17,15,False
2019-11-24,11,False
2019-12-01,24,False
2019-12-08,12,False
2019-12-15,16,False
2019-12-22,10,False
2019-12-29,33,False
2020-01-05,20,False
2020-01-12,74,False
2020-01-19,61,False
2020-01-26,40,False
2020-02-02,66,False
2020-02-09,41,False
2020-02-16,33,False
2020-02-23,28,False
2020-03-01,32,False
2020-03-08,7,False
2020-03-15,18,False
2020-03-22,7,False
2020-03-29,7,False
2020-04-05,7,False
2020-04-12,0,False
2020-04-19,10,False
2020-04-26,24,True
