date,bomboniere battesimo,isPartial
2018-01-07,54,False
2018-01-14,47,False
2018-01-21,23,False
2018-01-28,78,False
2018-02-04,46,False
2018-02-11,32,False
2018-02-18,24,False
2018-02-25,33,False
2018-03-04,41,False
2018-03-11,50,False
2018-03-18,100,False
2018-03-25,18,False
2018-04-01,37,False
2018-04-08,16,False
2018-04-15,33,False
2018-04-22,35,False
2018-04-29,34,False
2018-05-06,51,False
2018-05-13,25,False
2018-05-20,34,False
2018-05-27,44,False
2018-06-03,69,False
2018-06-10,46,False
2018-06-17,33,False
2018-06-24,41,False
2018-07-01,17,False
2018-07-08,33,False
2018-07-15,17,False
2018-07-22,66,False
2018-07-29,40,False
2018-08-05,0,False
2018-08-12,0,False
2018-08-19,30,False
2018-08-26,39,False
2018-09-02,16,False
2018-09-09,0,False
2018-09-16,15,False
2018-09-23,55,False
2018-09-30,0,False
2018-10-07,25,False
2018-10-14,17,False
2018-10-21,33,False
2018-10-28,16,False
2018-11-04,25,False
2018-11-11,26,False
2018-11-18,17,False
2018-11-25,17,False
2018-12-02,0,False
2018-12-09,17,False
2018-12-16,18,False
2018-12-23,19,False
2018-12-30,17,False
2019-01-06,32,False
2019-01-13,32,False
2019-01-20,15,False
2019-01-27,31,False
2019-02-03,0,False
2019-02-10,39,False
2019-02-17,78,False
2019-02-24,32,False
2019-03-03,33,False
2019-03-10,16,False
2019-03-17,16,False
2019-03-24,24,False
2019-03-31,23,False
2019-04-07,32,False
2019-04-14,16,False
2019-04-21,34,False
2019-04-28,32,False
2019-05-05,32,False
2019-05-12,31,False
2019-05-19,0,False
2019-05-26,29,False
2019-06-02,16,False
2019-06-09,17,False
2019-06-16,51,False
2019-06-23,16,False
2019-06-30,25,False
2019-07-07,33,False
2019-07-14,16,False
2019-07-21,17,False
2019-07-28,33,False
2019-08-04,48,False
2019-08-11,24,False
2019-08-18,30,False
2019-08-25,37,False
2019-09-01,29,False
2019-09-08,23,False
2019-09-15,30,False
2019-09-22,30,False
2019-09-29,31,False
2019-10-06,31,False
2019-10-13,24,False
2019-10-20,0,False
2019-10-27,31,False
2019-11-03,30,False
2019-11-10,23,False
2019-11-17,47,False
2019-11-24,0,False
2019-12-01,0,False
2019-12-08,24,False
2019-12-15,24,False
2019-12-22,35,False
2019-12-29,0,False
2020-01-05,31,False
2020-01-12,22,False
2020-01-19,15,False
2020-01-26,15,False
2020-02-02,29,False
2020-02-09,31,False
2020-02-16,15,False
2020-02-23,29,False
2020-03-01,21,False
2020-03-08,26,False
2020-03-15,13,False
2020-03-22,0,False
2020-03-29,18,False
2020-04-05,13,False
2020-04-12,0,False
2020-04-19,0,False
2020-04-26,65,True
