date,bomboniere battesimo,isPartial
2018-01-07,58,False
2018-01-14,23,False
2018-01-21,23,False
2018-01-28,23,False
2018-02-04,44,False
2018-02-11,68,False
2018-02-18,55,False
2018-02-25,32,False
2018-03-04,67,False
2018-03-11,34,False
2018-03-18,55,False
2018-03-25,0,False
2018-04-01,24,False
2018-04-08,47,False
2018-04-15,59,False
2018-04-22,49,False
2018-04-29,24,False
2018-05-06,23,False
2018-05-13,23,False
2018-05-20,35,False
2018-05-27,48,False
2018-06-03,48,False
2018-06-10,22,False
2018-06-17,45,False
2018-06-24,0,False
2018-07-01,0,False
2018-07-08,0,False
2018-07-15,23,False
2018-07-22,22,False
2018-07-29,22,False
2018-08-05,43,False
2018-08-12,29,False
2018-08-19,58,False
2018-08-26,100,False
2018-09-02,85,False
2018-09-09,33,False
2018-09-16,67,False
2018-09-23,23,False
2018-09-30,23,False
2018-10-07,24,False
2018-10-14,36,False
2018-10-21,0,False
2018-10-28,46,False
2018-11-04,46,False
2018-11-11,24,False
2018-11-18,23,False
2018-11-25,23,False
2018-12-02,25,False
2018-12-09,24,False
2018-12-16,0,False
2018-12-23,25,False
2018-12-30,23,False
2019-01-06,22,False
2019-01-13,22,False
2019-01-20,42,False
2019-01-27,52,False
2019-02-03,20,False
2019-02-10,20,False
2019-02-17,21,False
2019-02-24,0,False
2019-03-03,0,False
2019-03-10,43,False
2019-03-17,44,False
2019-03-24,75,False
2019-03-31,21,False
2019-04-07,32,False
2019-04-14,22,False
2019-04-21,22,False
2019-04-28,21,False
2019-05-05,42,False
2019-05-12,41,False
2019-05-19,21,False
2019-05-26,39,False
2019-06-02,43,False
2019-06-09,22,False
2019-06-16,22,False
2019-06-23,32,False
2019-06-30,32,False
2019-07-07,30,False
2019-07-14,21,False
2019-07-21,21,False
2019-07-28,0,False
2019-08-04,0,False
2019-08-11,21,False
2019-08-18,0,False
2019-08-25,40,False
2019-09-01,49,False
2019-09-08,39,False
2019-09-15,58,False
2019-09-22,20,False
2019-09-29,30,False
2019-10-06,61,False
2019-10-13,52,False
2019-10-20,0,False
2019-10-27,40,False
2019-11-03,39,False
2019-11-10,39,False
2019-11-17,50,False
2019-11-24,29,False
2019-12-01,0,False
2019-12-08,0,False
2019-12-15,20,False
2019-12-22,0,False
2019-12-29,21,False
2020-01-05,78,False
2020-01-12,37,False
2020-01-19,38,False
2020-01-26,38,False
2020-02-02,18,False
2020-02-09,57,False
2020-02-16,38,False
2020-02-23,54,False
2020-03-01,35,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,0,False
2020-04-19,0,False
2020-04-26,0,True
