date,bomboniere battesimo,isPartial
2018-01-07,41,False
2018-01-14,40,False
2018-01-21,0,False
2018-01-28,39,False
2018-02-04,0,False
2018-02-11,39,False
2018-02-18,0,False
2018-02-25,36,False
2018-03-04,0,False
2018-03-11,0,False
2018-03-18,38,False
2018-03-25,0,False
2018-04-01,0,False
2018-04-08,57,False
2018-04-15,100,False
2018-04-22,0,False
2018-04-29,38,False
2018-05-06,38,False
2018-05-13,77,False
2018-05-20,78,False
2018-05-27,40,False
2018-06-03,40,False
2018-06-10,0,False
2018-06-17,40,False
2018-06-24,0,False
2018-07-01,0,False
2018-07-08,40,False
2018-07-15,0,False
2018-07-22,41,False
2018-07-29,41,False
2018-08-05,0,False
2018-08-12,41,False
2018-08-19,79,False
2018-08-26,0,False
2018-09-02,77,False
2018-09-09,0,False
2018-09-16,38,False
2018-09-23,38,False
2018-09-30,39,False
2018-10-07,0,False
2018-10-14,0,False
2018-10-21,0,False
2018-10-28,38,False
2018-11-04,0,False
2018-11-11,0,False
2018-11-18,38,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,39,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,41,False
2019-01-06,0,False
2019-01-13,38,False
2019-01-20,36,False
2019-01-27,36,False
2019-02-03,37,False
2019-02-10,38,False
2019-02-17,0,False
2019-02-24,0,False
2019-03-03,39,False
2019-03-10,57,False
2019-03-17,39,False
2019-03-24,39,False
2019-03-31,38,False
2019-04-07,38,False
2019-04-14,39,False
2019-04-21,38,False
2019-04-28,37,False
2019-05-05,74,False
2019-05-12,36,False
2019-05-19,0,False
2019-05-26,34,False
2019-06-02,0,False
2019-06-09,39,False
2019-06-16,60,False
2019-06-23,39,False
2019-06-30,0,False
2019-07-07,0,False
2019-07-14,40,False
2019-07-21,42,False
2019-07-28,41,False
2019-08-04,42,False
2019-08-11,42,False
2019-08-18,0,False
2019-08-25,36,False
2019-09-01,0,False
2019-09-08,37,False
2019-09-15,0,False
2019-09-22,35,False
2019-09-29,0,False
2019-10-06,36,False
2019-10-13,0,False
2019-10-20,0,False
2019-10-27,0,False
2019-11-03,34,False
2019-11-10,0,False
2019-11-17,35,False
2019-11-24,0,False
2019-12-01,0,False
2019-12-08,36,False
2019-12-15,0,False
2019-12-22,40,False
2019-12-29,37,False
2020-01-05,35,False
2020-01-12,32,False
2020-01-19,33,False
2020-01-26,32,False
2020-02-02,0,False
2020-02-09,34,False
2020-02-16,0,False
2020-02-23,31,False
2020-03-01,0,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,29,False
2020-04-19,0,False
2020-04-26,0,True
