date,bomboniere battesimo,isPartial
2018-01-07,40,False
2018-01-14,20,False
2018-01-21,47,False
2018-01-28,58,False
2018-02-04,19,False
2018-02-11,50,False
2018-02-18,50,False
2018-02-25,58,False
2018-03-04,89,False
2018-03-11,100,False
2018-03-18,21,False
2018-03-25,21,False
2018-04-01,44,False
2018-04-08,20,False
2018-04-15,21,False
2018-04-22,43,False
2018-04-29,31,False
2018-05-06,31,False
2018-05-13,31,False
2018-05-20,21,False
2018-05-27,41,False
2018-06-03,41,False
2018-06-10,60,False
2018-06-17,22,False
2018-06-24,46,False
2018-07-01,45,False
2018-07-08,44,False
2018-07-15,23,False
2018-07-22,24,False
2018-07-29,37,False
2018-08-05,54,False
2018-08-12,61,False
2018-08-19,84,False
2018-08-26,36,False
2018-09-02,0,False
2018-09-09,44,False
2018-09-16,0,False
2018-09-23,66,False
2018-09-30,44,False
2018-10-07,44,False
2018-10-14,78,False
2018-10-21,32,False
2018-10-28,65,False
2018-11-04,20,False
2018-11-11,42,False
2018-11-18,20,False
2018-11-25,20,False
2018-12-02,42,False
2018-12-09,21,False
2018-12-16,22,False
2018-12-23,25,False
2018-12-30,45,False
2019-01-06,30,False
2019-01-13,20,False
2019-01-20,57,False
2019-01-27,75,False
2019-02-03,38,False
2019-02-10,47,False
2019-02-17,38,False
2019-02-24,50,False
2019-03-03,41,False
2019-03-10,50,False
2019-03-17,40,False
2019-03-24,40,False
2019-03-31,48,False
2019-04-07,0,False
2019-04-14,40,False
2019-04-21,0,False
2019-04-28,41,False
2019-05-05,69,False
2019-05-12,39,False
2019-05-19,67,False
2019-05-26,0,False
2019-06-02,39,False
2019-06-09,19,False
2019-06-16,30,False
2019-06-23,0,False
2019-06-30,0,False
2019-07-07,40,False
2019-07-14,82,False
2019-07-21,21,False
2019-07-28,33,False
2019-08-04,0,False
2019-08-11,38,False
2019-08-18,70,False
2019-08-25,41,False
2019-09-01,18,False
2019-09-08,19,False
2019-09-15,46,False
2019-09-22,57,False
2019-09-29,28,False
2019-10-06,38,False
2019-10-13,28,False
2019-10-20,0,False
2019-10-27,18,False
2019-11-03,18,False
2019-11-10,18,False
2019-11-17,0,False
2019-11-24,17,False
2019-12-01,0,False
2019-12-08,19,False
2019-12-15,18,False
2019-12-22,21,False
2019-12-29,0,False
2020-01-05,35,False
2020-01-12,58,False
2020-01-19,34,False
2020-01-26,33,False
2020-02-02,49,False
2020-02-09,60,False
2020-02-16,50,False
2020-02-23,62,False
2020-03-01,78,False
2020-03-08,15,False
2020-03-15,15,False
2020-03-22,14,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,0,False
2020-04-19,0,False
2020-04-26,0,True
