date,Psicólogo,isPartial
2018-01-07,0,False
2018-01-14,0,False
2018-01-21,91,False
2018-01-28,0,False
2018-02-04,30,False
2018-02-11,32,False
2018-02-18,31,False
2018-02-25,0,False
2018-03-04,30,False
2018-03-11,30,False
2018-03-18,32,False
2018-03-25,0,False
2018-04-01,32,False
2018-04-08,30,False
2018-04-15,61,False
2018-04-22,30,False
2018-04-29,0,False
2018-05-06,30,False
2018-05-13,0,False
2018-05-20,0,False
2018-05-27,30,False
2018-06-03,0,False
2018-06-10,59,False
2018-06-17,32,False
2018-06-24,32,False
2018-07-01,32,False
2018-07-08,32,False
2018-07-15,33,False
2018-07-22,33,False
2018-07-29,34,False
2018-08-05,34,False
2018-08-12,34,False
2018-08-19,0,False
2018-08-26,33,False
2018-09-02,30,False
2018-09-09,30,False
2018-09-16,31,False
2018-09-23,29,False
2018-09-30,31,False
2018-10-07,32,False
2018-10-14,29,False
2018-10-21,30,False
2018-10-28,31,False
2018-11-04,46,False
2018-11-11,30,False
2018-11-18,0,False
2018-11-25,93,False
2018-12-02,33,False
2018-12-09,31,False
2018-12-16,32,False
2018-12-23,72,False
2018-12-30,35,False
2019-01-06,31,False
2019-01-13,30,False
2019-01-20,28,False
2019-01-27,0,False
2019-02-03,30,False
2019-02-10,30,False
2019-02-17,31,False
2019-02-24,30,False
2019-03-03,30,False
2019-03-10,31,False
2019-03-17,46,False
2019-03-24,30,False
2019-03-31,57,False
2019-04-07,47,False
2019-04-14,30,False
2019-04-21,31,False
2019-04-28,30,False
2019-05-05,30,False
2019-05-12,30,False
2019-05-19,29,False
2019-05-26,0,False
2019-06-02,29,False
2019-06-09,30,False
2019-06-16,30,False
2019-06-23,46,False
2019-06-30,0,False
2019-07-07,62,False
2019-07-14,32,False
2019-07-21,0,False
2019-07-28,66,False
2019-08-04,50,False
2019-08-11,100,False
2019-08-18,32,False
2019-08-25,30,False
2019-09-01,28,False
2019-09-08,0,False
2019-09-15,29,False
2019-09-22,29,False
2019-09-29,56,False
2019-10-06,41,False
2019-10-13,27,False
2019-10-20,26,False
2019-10-27,27,False
2019-11-03,27,False
2019-11-10,27,False
2019-11-17,66,False
2019-11-24,26,False
2019-12-01,66,False
2019-12-08,28,False
2019-12-15,27,False
2019-12-22,30,False
2019-12-29,39,False
2020-01-05,26,False
2020-01-12,48,False
2020-01-19,0,False
2020-01-26,50,False
2020-02-02,25,False
2020-02-09,25,False
2020-02-16,49,False
2020-02-23,24,False
2020-03-01,35,False
2020-03-08,23,False
2020-03-15,21,False
2020-03-22,19,False
2020-03-29,19,False
2020-04-05,0,False
2020-04-12,0,False
2020-04-19,39,False
2020-04-26,27,False
2020-05-03,50,False
2020-05-10,20,False
2020-05-17,24,True
