date,Kältetechnik,isPartial
2018-01-07,69,False
2018-01-14,53,False
2018-01-21,70,False
2018-01-28,34,False
2018-02-04,36,False
2018-02-11,35,False
2018-02-18,72,False
2018-02-25,35,False
2018-03-04,52,False
2018-03-11,51,False
2018-03-18,35,False
2018-03-25,0,False
2018-04-01,38,False
2018-04-08,54,False
2018-04-15,91,False
2018-04-22,35,False
2018-04-29,73,False
2018-05-06,54,False
2018-05-13,67,False
2018-05-20,35,False
2018-05-27,45,False
2018-06-03,70,False
2018-06-10,34,False
2018-06-17,34,False
2018-06-24,69,False
2018-07-01,36,False
2018-07-08,53,False
2018-07-15,37,False
2018-07-22,36,False
2018-07-29,89,False
2018-08-05,79,False
2018-08-12,100,False
2018-08-19,67,False
2018-08-26,51,False
2018-09-02,46,False
2018-09-09,57,False
2018-09-16,35,False
2018-09-23,52,False
2018-09-30,53,False
2018-10-07,36,False
2018-10-14,69,False
2018-10-21,0,False
2018-10-28,33,False
2018-11-04,32,False
2018-11-11,0,False
2018-11-18,33,False
2018-11-25,33,False
2018-12-02,55,False
2018-12-09,50,False
2018-12-16,34,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,48,False
2019-01-13,31,False
2019-01-20,93,False
2019-01-27,78,False
2019-02-03,42,False
2019-02-10,32,False
2019-02-17,57,False
2019-02-24,34,False
2019-03-03,64,False
2019-03-10,42,False
2019-03-17,68,False
2019-03-24,33,False
2019-03-31,67,False
2019-04-07,33,False
2019-04-14,0,False
2019-04-21,0,False
2019-04-28,0,False
2019-05-05,64,False
2019-05-12,49,False
2019-05-19,32,False
2019-05-26,50,False
2019-06-02,33,False
2019-06-09,49,False
2019-06-16,32,False
2019-06-23,50,False
2019-06-30,32,False
2019-07-07,78,False
2019-07-14,70,False
2019-07-21,36,False
2019-07-28,69,False
2019-08-04,0,False
2019-08-11,0,False
2019-08-18,44,False
2019-08-25,32,False
2019-09-01,31,False
2019-09-08,0,False
2019-09-15,33,False
2019-09-22,80,False
2019-09-29,31,False
2019-10-06,32,False
2019-10-13,33,False
2019-10-20,33,False
2019-10-27,40,False
2019-11-03,29,False
2019-11-10,40,False
2019-11-17,30,False
2019-11-24,30,False
2019-12-01,30,False
2019-12-08,75,False
2019-12-15,46,False
2019-12-22,69,False
2019-12-29,0,False
2020-01-05,43,False
2020-01-12,37,False
2020-01-19,43,False
2020-01-26,42,False
2020-02-02,28,False
2020-02-09,74,False
2020-02-16,29,False
2020-02-23,56,False
2020-03-01,28,False
2020-03-08,35,False
2020-03-15,26,False
2020-03-22,51,False
2020-03-29,33,False
2020-04-05,28,False
2020-04-12,41,False
2020-04-19,26,False
2020-04-26,26,False
2020-05-03,26,False
2020-05-10,0,False
2020-05-17,0,True
