date,Kältetechnik,isPartial
2018-01-07,24,False
2018-01-14,79,False
2018-01-21,31,False
2018-01-28,31,False
2018-02-04,39,False
2018-02-11,16,False
2018-02-18,64,False
2018-02-25,16,False
2018-03-04,16,False
2018-03-11,16,False
2018-03-18,24,False
2018-03-25,35,False
2018-04-01,0,False
2018-04-08,0,False
2018-04-15,52,False
2018-04-22,52,False
2018-04-29,52,False
2018-05-06,42,False
2018-05-13,33,False
2018-05-20,25,False
2018-05-27,34,False
2018-06-03,34,False
2018-06-10,25,False
2018-06-17,34,False
2018-06-24,26,False
2018-07-01,35,False
2018-07-08,18,False
2018-07-15,18,False
2018-07-22,35,False
2018-07-29,51,False
2018-08-05,83,False
2018-08-12,43,False
2018-08-19,33,False
2018-08-26,40,False
2018-09-02,48,False
2018-09-09,48,False
2018-09-16,16,False
2018-09-23,50,False
2018-09-30,17,False
2018-10-07,58,False
2018-10-14,41,False
2018-10-21,32,False
2018-10-28,24,False
2018-11-04,39,False
2018-11-11,24,False
2018-11-18,16,False
2018-11-25,42,False
2018-12-02,17,False
2018-12-09,17,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,18,False
2019-01-06,41,False
2019-01-13,24,False
2019-01-20,31,False
2019-01-27,24,False
2019-02-03,47,False
2019-02-10,63,False
2019-02-17,40,False
2019-02-24,16,False
2019-03-03,16,False
2019-03-10,23,False
2019-03-17,24,False
2019-03-24,48,False
2019-03-31,48,False
2019-04-07,48,False
2019-04-14,34,False
2019-04-21,34,False
2019-04-28,57,False
2019-05-05,16,False
2019-05-12,48,False
2019-05-19,24,False
2019-05-26,33,False
2019-06-02,47,False
2019-06-09,32,False
2019-06-16,66,False
2019-06-23,58,False
2019-06-30,67,False
2019-07-07,33,False
2019-07-14,17,False
2019-07-21,62,False
2019-07-28,26,False
2019-08-04,100,False
2019-08-11,54,False
2019-08-18,40,False
2019-08-25,48,False
2019-09-01,31,False
2019-09-08,16,False
2019-09-15,49,False
2019-09-22,56,False
2019-09-29,17,False
2019-10-06,32,False
2019-10-13,30,False
2019-10-20,30,False
2019-10-27,45,False
2019-11-03,44,False
2019-11-10,37,False
2019-11-17,38,False
2019-11-24,44,False
2019-12-01,22,False
2019-12-08,30,False
2019-12-15,15,False
2019-12-22,36,False
2019-12-29,34,False
2020-01-05,15,False
2020-01-12,28,False
2020-01-19,43,False
2020-01-26,43,False
2020-02-02,28,False
2020-02-09,35,False
2020-02-16,29,False
2020-02-23,28,False
2020-03-01,28,False
2020-03-08,26,False
2020-03-15,26,False
2020-03-22,13,False
2020-03-29,33,False
2020-04-05,36,False
2020-04-12,35,False
2020-04-19,20,False
2020-04-26,13,False
2020-05-03,0,False
2020-05-10,27,False
2020-05-17,64,True
