date,Kältetechnik,isPartial
2018-01-07,23,False
2018-01-14,22,False
2018-01-21,22,False
2018-01-28,33,False
2018-02-04,0,False
2018-02-11,22,False
2018-02-18,22,False
2018-02-25,43,False
2018-03-04,67,False
2018-03-11,22,False
2018-03-18,22,False
2018-03-25,23,False
2018-04-01,0,False
2018-04-08,22,False
2018-04-15,23,False
2018-04-22,22,False
2018-04-29,0,False
2018-05-06,25,False
2018-05-13,31,False
2018-05-20,25,False
2018-05-27,44,False
2018-06-03,23,False
2018-06-10,0,False
2018-06-17,22,False
2018-06-24,23,False
2018-07-01,0,False
2018-07-08,47,False
2018-07-15,100,False
2018-07-22,25,False
2018-07-29,49,False
2018-08-05,35,False
2018-08-12,45,False
2018-08-19,23,False
2018-08-26,23,False
2018-09-02,35,False
2018-09-09,23,False
2018-09-16,23,False
2018-09-23,46,False
2018-09-30,25,False
2018-10-07,49,False
2018-10-14,0,False
2018-10-21,0,False
2018-10-28,22,False
2018-11-04,22,False
2018-11-11,22,False
2018-11-18,0,False
2018-11-25,22,False
2018-12-02,22,False
2018-12-09,44,False
2018-12-16,23,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,31,False
2019-01-13,0,False
2019-01-20,0,False
2019-01-27,21,False
2019-02-03,42,False
2019-02-10,21,False
2019-02-17,21,False
2019-02-24,22,False
2019-03-03,22,False
2019-03-10,22,False
2019-03-17,44,False
2019-03-24,22,False
2019-03-31,22,False
2019-04-07,0,False
2019-04-14,24,False
2019-04-21,36,False
2019-04-28,22,False
2019-05-05,0,False
2019-05-12,23,False
2019-05-19,44,False
2019-05-26,23,False
2019-06-02,23,False
2019-06-09,24,False
2019-06-16,0,False
2019-06-23,24,False
2019-06-30,25,False
2019-07-07,25,False
2019-07-14,27,False
2019-07-21,28,False
2019-07-28,26,False
2019-08-04,25,False
2019-08-11,23,False
2019-08-18,24,False
2019-08-25,36,False
2019-09-01,0,False
2019-09-08,24,False
2019-09-15,23,False
2019-09-22,22,False
2019-09-29,22,False
2019-10-06,23,False
2019-10-13,22,False
2019-10-20,20,False
2019-10-27,0,False
2019-11-03,21,False
2019-11-10,22,False
2019-11-17,20,False
2019-11-24,21,False
2019-12-01,23,False
2019-12-08,0,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,27,False
2020-01-05,21,False
2020-01-12,21,False
2020-01-19,0,False
2020-01-26,20,False
2020-02-02,0,False
2020-02-09,20,False
2020-02-16,36,False
2020-02-23,18,False
2020-03-01,0,False
2020-03-08,18,False
2020-03-15,18,False
2020-03-22,0,False
2020-03-29,16,False
2020-04-05,0,False
2020-04-12,17,False
2020-04-19,17,False
2020-04-26,16,False
2020-05-03,0,False
2020-05-10,33,False
2020-05-17,0,True
