date,Kältetechnik,isPartial
2018-01-07,79,False
2018-01-14,63,False
2018-01-21,32,False
2018-01-28,32,False
2018-02-04,33,False
2018-02-11,0,False
2018-02-18,49,False
2018-02-25,0,False
2018-03-04,33,False
2018-03-11,33,False
2018-03-18,44,False
2018-03-25,34,False
2018-04-01,35,False
2018-04-08,0,False
2018-04-15,35,False
2018-04-22,50,False
2018-04-29,34,False
2018-05-06,34,False
2018-05-13,0,False
2018-05-20,34,False
2018-05-27,51,False
2018-06-03,51,False
2018-06-10,49,False
2018-06-17,50,False
2018-06-24,69,False
2018-07-01,35,False
2018-07-08,34,False
2018-07-15,35,False
2018-07-22,34,False
2018-07-29,66,False
2018-08-05,32,False
2018-08-12,43,False
2018-08-19,33,False
2018-08-26,33,False
2018-09-02,33,False
2018-09-09,100,False
2018-09-16,67,False
2018-09-23,0,False
2018-09-30,35,False
2018-10-07,52,False
2018-10-14,66,False
2018-10-21,0,False
2018-10-28,64,False
2018-11-04,0,False
2018-11-11,64,False
2018-11-18,31,False
2018-11-25,31,False
2018-12-02,42,False
2018-12-09,32,False
2018-12-16,82,False
2018-12-23,53,False
2018-12-30,81,False
2019-01-06,30,False
2019-01-13,30,False
2019-01-20,89,False
2019-01-27,30,False
2019-02-03,30,False
2019-02-10,0,False
2019-02-17,42,False
2019-02-24,33,False
2019-03-03,31,False
2019-03-10,60,False
2019-03-17,53,False
2019-03-24,32,False
2019-03-31,53,False
2019-04-07,32,False
2019-04-14,33,False
2019-04-21,65,False
2019-04-28,0,False
2019-05-05,30,False
2019-05-12,32,False
2019-05-19,31,False
2019-05-26,42,False
2019-06-02,73,False
2019-06-09,73,False
2019-06-16,32,False
2019-06-23,42,False
2019-06-30,81,False
2019-07-07,64,False
2019-07-14,66,False
2019-07-21,51,False
2019-07-28,50,False
2019-08-04,0,False
2019-08-11,50,False
2019-08-18,62,False
2019-08-25,72,False
2019-09-01,31,False
2019-09-08,31,False
2019-09-15,64,False
2019-09-22,30,False
2019-09-29,31,False
2019-10-06,30,False
2019-10-13,49,False
2019-10-20,29,False
2019-10-27,29,False
2019-11-03,38,False
2019-11-10,72,False
2019-11-17,56,False
2019-11-24,28,False
2019-12-01,29,False
2019-12-08,39,False
2019-12-15,30,False
2019-12-22,31,False
2019-12-29,30,False
2020-01-05,55,False
2020-01-12,40,False
2020-01-19,64,False
2020-01-26,45,False
2020-02-02,27,False
2020-02-09,71,False
2020-02-16,29,False
2020-02-23,53,False
2020-03-01,0,False
2020-03-08,37,False
2020-03-15,95,False
2020-03-22,45,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,0,False
2020-04-19,40,False
2020-04-26,0,False
2020-05-03,72,False
2020-05-10,32,False
2020-05-17,57,True
