date,Kältetechnik,isPartial
2018-01-07,32,False
2018-01-14,32,False
2018-01-21,0,False
2018-01-28,32,False
2018-02-04,33,False
2018-02-11,48,False
2018-02-18,65,False
2018-02-25,64,False
2018-03-04,64,False
2018-03-11,0,False
2018-03-18,0,False
2018-03-25,32,False
2018-04-01,34,False
2018-04-08,67,False
2018-04-15,52,False
2018-04-22,32,False
2018-04-29,33,False
2018-05-06,35,False
2018-05-13,0,False
2018-05-20,100,False
2018-05-27,43,False
2018-06-03,43,False
2018-06-10,46,False
2018-06-17,61,False
2018-06-24,43,False
2018-07-01,0,False
2018-07-08,92,False
2018-07-15,33,False
2018-07-22,80,False
2018-07-29,63,False
2018-08-05,30,False
2018-08-12,45,False
2018-08-19,0,False
2018-08-26,31,False
2018-09-02,32,False
2018-09-09,31,False
2018-09-16,62,False
2018-09-23,32,False
2018-09-30,66,False
2018-10-07,34,False
2018-10-14,55,False
2018-10-21,31,False
2018-10-28,31,False
2018-11-04,31,False
2018-11-11,64,False
2018-11-18,30,False
2018-11-25,0,False
2018-12-02,47,False
2018-12-09,32,False
2018-12-16,32,False
2018-12-23,35,False
2018-12-30,48,False
2019-01-06,30,False
2019-01-13,30,False
2019-01-20,30,False
2019-01-27,29,False
2019-02-03,30,False
2019-02-10,30,False
2019-02-17,30,False
2019-02-24,31,False
2019-03-03,30,False
2019-03-10,29,False
2019-03-17,60,False
2019-03-24,62,False
2019-03-31,42,False
2019-04-07,64,False
2019-04-14,0,False
2019-04-21,62,False
2019-04-28,29,False
2019-05-05,30,False
2019-05-12,61,False
2019-05-19,30,False
2019-05-26,0,False
2019-06-02,30,False
2019-06-09,58,False
2019-06-16,29,False
2019-06-23,40,False
2019-06-30,29,False
2019-07-07,29,False
2019-07-14,29,False
2019-07-21,30,False
2019-07-28,57,False
2019-08-04,28,False
2019-08-11,54,False
2019-08-18,28,False
2019-08-25,0,False
2019-09-01,27,False
2019-09-08,85,False
2019-09-15,28,False
2019-09-22,28,False
2019-09-29,28,False
2019-10-06,28,False
2019-10-13,28,False
2019-10-20,27,False
2019-10-27,0,False
2019-11-03,27,False
2019-11-10,36,False
2019-11-17,54,False
2019-11-24,0,False
2019-12-01,0,False
2019-12-08,27,False
2019-12-15,28,False
2019-12-22,30,False
2019-12-29,27,False
2020-01-05,26,False
2020-01-12,25,False
2020-01-19,40,False
2020-01-26,26,False
2020-02-02,26,False
2020-02-09,25,False
2020-02-16,26,False
2020-02-23,25,False
2020-03-01,26,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,46,False
2020-03-29,0,False
2020-04-05,37,False
2020-04-12,24,False
2020-04-19,47,False
2020-04-26,22,False
2020-05-03,23,False
2020-05-10,23,False
2020-05-17,53,True
