date,Tentes,isPartial
2018-01-07,52,False
2018-01-14,22,False
2018-01-21,54,False
2018-01-28,23,False
2018-02-04,22,False
2018-02-11,22,False
2018-02-18,34,False
2018-02-25,53,False
2018-03-04,32,False
2018-03-11,22,False
2018-03-18,45,False
2018-03-25,30,False
2018-04-01,23,False
2018-04-08,23,False
2018-04-15,25,False
2018-04-22,47,False
2018-04-29,34,False
2018-05-06,32,False
2018-05-13,61,False
2018-05-20,32,False
2018-05-27,30,False
2018-06-03,31,False
2018-06-10,30,False
2018-06-17,36,False
2018-06-24,39,False
2018-07-01,46,False
2018-07-08,70,False
2018-07-15,62,False
2018-07-22,49,False
2018-07-29,100,False
2018-08-05,93,False
2018-08-12,52,False
2018-08-19,38,False
2018-08-26,24,False
2018-09-02,24,False
2018-09-09,72,False
2018-09-16,48,False
2018-09-23,39,False
2018-09-30,35,False
2018-10-07,24,False
2018-10-14,24,False
2018-10-21,25,False
2018-10-28,0,False
2018-11-04,34,False
2018-11-11,23,False
2018-11-18,23,False
2018-11-25,46,False
2018-12-02,23,False
2018-12-09,23,False
2018-12-16,23,False
2018-12-23,52,False
2018-12-30,0,False
2019-01-06,22,False
2019-01-13,45,False
2019-01-20,22,False
2019-01-27,21,False
2019-02-03,22,False
2019-02-10,0,False
2019-02-17,23,False
2019-02-24,45,False
2019-03-03,0,False
2019-03-10,33,False
2019-03-17,46,False
2019-03-24,33,False
2019-03-31,42,False
2019-04-07,35,False
2019-04-14,22,False
2019-04-21,22,False
2019-04-28,53,False
2019-05-05,42,False
2019-05-12,64,False
2019-05-19,21,False
2019-05-26,34,False
2019-06-02,32,False
2019-06-09,41,False
2019-06-16,22,False
2019-06-23,65,False
2019-06-30,32,False
2019-07-07,63,False
2019-07-14,44,False
2019-07-21,30,False
2019-07-28,45,False
2019-08-04,76,False
2019-08-11,24,False
2019-08-18,49,False
2019-08-25,23,False
2019-09-01,31,False
2019-09-08,52,False
2019-09-15,28,False
2019-09-22,20,False
2019-09-29,42,False
2019-10-06,32,False
2019-10-13,21,False
2019-10-20,34,False
2019-10-27,20,False
2019-11-03,20,False
2019-11-10,0,False
2019-11-17,20,False
2019-11-24,31,False
2019-12-01,19,False
2019-12-08,29,False
2019-12-15,32,False
2019-12-22,0,False
2019-12-29,20,False
2020-01-05,39,False
2020-01-12,38,False
2020-01-19,25,False
2020-01-26,18,False
2020-02-02,56,False
2020-02-09,0,False
2020-02-16,0,False
2020-02-23,18,False
2020-03-01,27,False
2020-03-08,18,False
2020-03-15,23,False
2020-03-22,16,False
2020-03-29,51,False
2020-04-05,34,False
2020-04-12,17,False
2020-04-19,29,False
2020-04-26,24,False
2020-05-03,38,False
2020-05-10,34,False
2020-05-17,50,True
