date,torta nuziale,isPartial
2018-01-07,25,False
2018-01-14,0,False
2018-01-21,25,False
2018-01-28,48,False
2018-02-04,24,False
2018-02-11,25,False
2018-02-18,24,False
2018-02-25,23,False
2018-03-04,0,False
2018-03-11,24,False
2018-03-18,0,False
2018-03-25,26,False
2018-04-01,0,False
2018-04-08,25,False
2018-04-15,51,False
2018-04-22,0,False
2018-04-29,0,False
2018-05-06,0,False
2018-05-13,38,False
2018-05-20,50,False
2018-05-27,25,False
2018-06-03,100,False
2018-06-10,36,False
2018-06-17,0,False
2018-06-24,0,False
2018-07-01,24,False
2018-07-08,24,False
2018-07-15,0,False
2018-07-22,76,False
2018-07-29,0,False
2018-08-05,0,False
2018-08-12,0,False
2018-08-19,0,False
2018-08-26,25,False
2018-09-02,24,False
2018-09-09,24,False
2018-09-16,73,False
2018-09-23,24,False
2018-09-30,0,False
2018-10-07,38,False
2018-10-14,0,False
2018-10-21,25,False
2018-10-28,0,False
2018-11-04,23,False
2018-11-11,25,False
2018-11-18,47,False
2018-11-25,24,False
2018-12-02,50,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,30,False
2019-01-06,39,False
2019-01-13,24,False
2019-01-20,24,False
2019-01-27,24,False
2019-02-03,0,False
2019-02-10,0,False
2019-02-17,74,False
2019-02-24,25,False
2019-03-03,25,False
2019-03-10,25,False
2019-03-17,24,False
2019-03-24,25,False
2019-03-31,0,False
2019-04-07,50,False
2019-04-14,0,False
2019-04-21,0,False
2019-04-28,0,False
2019-05-05,0,False
2019-05-12,34,False
2019-05-19,47,False
2019-05-26,46,False
2019-06-02,0,False
2019-06-09,25,False
2019-06-16,0,False
2019-06-23,0,False
2019-06-30,0,False
2019-07-07,23,False
2019-07-14,0,False
2019-07-21,50,False
2019-07-28,50,False
2019-08-04,26,False
2019-08-11,0,False
2019-08-18,0,False
2019-08-25,23,False
2019-09-01,44,False
2019-09-08,22,False
2019-09-15,22,False
2019-09-22,22,False
2019-09-29,0,False
2019-10-06,0,False
2019-10-13,0,False
2019-10-20,0,False
2019-10-27,23,False
2019-11-03,0,False
2019-11-10,0,False
2019-11-17,0,False
2019-11-24,0,False
2019-12-01,0,False
2019-12-08,23,False
2019-12-15,23,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,22,False
2020-01-12,41,False
2020-01-19,31,False
2020-01-26,0,False
2020-02-02,0,False
2020-02-09,32,False
2020-02-16,0,False
2020-02-23,19,False
2020-03-01,0,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,18,False
2020-03-29,18,False
2020-04-05,19,False
2020-04-12,0,False
2020-04-19,19,False
2020-04-26,0,True
