date,torta nuziale,isPartial
2018-01-07,0,False
2018-01-14,0,False
2018-01-21,51,False
2018-01-28,0,False
2018-02-04,0,False
2018-02-11,0,False
2018-02-18,0,False
2018-02-25,0,False
2018-03-04,50,False
2018-03-11,0,False
2018-03-18,0,False
2018-03-25,53,False
2018-04-01,54,False
2018-04-08,52,False
2018-04-15,0,False
2018-04-22,55,False
2018-04-29,0,False
2018-05-06,0,False
2018-05-13,52,False
2018-05-20,0,False
2018-05-27,0,False
2018-06-03,0,False
2018-06-10,0,False
2018-06-17,50,False
2018-06-24,49,False
2018-07-01,0,False
2018-07-08,100,False
2018-07-15,76,False
2018-07-22,0,False
2018-07-29,49,False
2018-08-05,0,False
2018-08-12,88,False
2018-08-19,44,False
2018-08-26,45,False
2018-09-02,47,False
2018-09-09,50,False
2018-09-16,50,False
2018-09-23,51,False
2018-09-30,50,False
2018-10-07,54,False
2018-10-14,0,False
2018-10-21,52,False
2018-10-28,0,False
2018-11-04,51,False
2018-11-11,0,False
2018-11-18,52,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,56,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,0,False
2019-01-20,0,False
2019-01-27,0,False
2019-02-03,45,False
2019-02-10,0,False
2019-02-17,0,False
2019-02-24,0,False
2019-03-03,100,False
2019-03-10,48,False
2019-03-17,0,False
2019-03-24,0,False
2019-03-31,0,False
2019-04-07,47,False
2019-04-14,50,False
2019-04-21,0,False
2019-04-28,0,False
2019-05-05,0,False
2019-05-12,92,False
2019-05-19,46,False
2019-05-26,44,False
2019-06-02,0,False
2019-06-09,74,False
2019-06-16,48,False
2019-06-23,72,False
2019-06-30,0,False
2019-07-07,45,False
2019-07-14,0,False
2019-07-21,0,False
2019-07-28,46,False
2019-08-04,92,False
2019-08-11,0,False
2019-08-18,90,False
2019-08-25,91,False
2019-09-01,0,False
2019-09-08,44,False
2019-09-15,43,False
2019-09-22,0,False
2019-09-29,0,False
2019-10-06,0,False
2019-10-13,92,False
2019-10-20,45,False
2019-10-27,0,False
2019-11-03,0,False
2019-11-10,0,False
2019-11-17,0,False
2019-11-24,0,False
2019-12-01,68,False
2019-12-08,0,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,44,False
2020-01-12,63,False
2020-01-19,43,False
2020-01-26,0,False
2020-02-02,0,False
2020-02-09,0,False
2020-02-16,0,False
2020-02-23,40,False
2020-03-01,0,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,0,False
2020-04-05,36,False
2020-04-12,0,False
2020-04-19,0,False
2020-04-26,0,True
