date,torta nuziale,isPartial
2018-01-07,24,False
2018-01-14,58,False
2018-01-21,23,False
2018-01-28,23,False
2018-02-04,23,False
2018-02-11,23,False
2018-02-18,45,False
2018-02-25,89,False
2018-03-04,22,False
2018-03-11,44,False
2018-03-18,0,False
2018-03-25,35,False
2018-04-01,25,False
2018-04-08,33,False
2018-04-15,69,False
2018-04-22,71,False
2018-04-29,46,False
2018-05-06,34,False
2018-05-13,44,False
2018-05-20,100,False
2018-05-27,68,False
2018-06-03,23,False
2018-06-10,22,False
2018-06-17,46,False
2018-06-24,70,False
2018-07-01,23,False
2018-07-08,58,False
2018-07-15,35,False
2018-07-22,48,False
2018-07-29,25,False
2018-08-05,41,False
2018-08-12,0,False
2018-08-19,30,False
2018-08-26,48,False
2018-09-02,22,False
2018-09-09,22,False
2018-09-16,21,False
2018-09-23,44,False
2018-09-30,22,False
2018-10-07,22,False
2018-10-14,55,False
2018-10-21,21,False
2018-10-28,65,False
2018-11-04,84,False
2018-11-11,21,False
2018-11-18,21,False
2018-11-25,0,False
2018-12-02,22,False
2018-12-09,43,False
2018-12-16,0,False
2018-12-23,52,False
2018-12-30,25,False
2019-01-06,44,False
2019-01-13,52,False
2019-01-20,52,False
2019-01-27,0,False
2019-02-03,21,False
2019-02-10,21,False
2019-02-17,21,False
2019-02-24,33,False
2019-03-03,22,False
2019-03-10,22,False
2019-03-17,45,False
2019-03-24,45,False
2019-03-31,44,False
2019-04-07,22,False
2019-04-14,0,False
2019-04-21,37,False
2019-04-28,23,False
2019-05-05,65,False
2019-05-12,53,False
2019-05-19,53,False
2019-05-26,31,False
2019-06-02,22,False
2019-06-09,44,False
2019-06-16,67,False
2019-06-23,23,False
2019-06-30,45,False
2019-07-07,45,False
2019-07-14,0,False
2019-07-21,24,False
2019-07-28,0,False
2019-08-04,27,False
2019-08-11,30,False
2019-08-18,0,False
2019-08-25,24,False
2019-09-01,21,False
2019-09-08,21,False
2019-09-15,52,False
2019-09-22,30,False
2019-09-29,41,False
2019-10-06,41,False
2019-10-13,0,False
2019-10-20,0,False
2019-10-27,0,False
2019-11-03,19,False
2019-11-10,20,False
2019-11-17,20,False
2019-11-24,39,False
2019-12-01,30,False
2019-12-08,0,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,36,False
2020-01-05,20,False
2020-01-12,37,False
2020-01-19,48,False
2020-01-26,28,False
2020-02-02,38,False
2020-02-09,57,False
2020-02-16,38,False
2020-02-23,36,False
2020-03-01,18,False
2020-03-08,18,False
2020-03-15,18,False
2020-03-22,43,False
2020-03-29,0,False
2020-04-05,18,False
2020-04-12,28,False
2020-04-19,35,False
2020-04-26,31,True
