date,Pastelería,isPartial
2018-01-07,20,False
2018-01-14,59,False
2018-01-21,39,False
2018-01-28,76,False
2018-02-04,0,False
2018-02-11,62,False
2018-02-18,38,False
2018-02-25,35,False
2018-03-04,0,False
2018-03-11,39,False
2018-03-18,40,False
2018-03-25,0,False
2018-04-01,57,False
2018-04-08,19,False
2018-04-15,0,False
2018-04-22,38,False
2018-04-29,38,False
2018-05-06,18,False
2018-05-13,0,False
2018-05-20,92,False
2018-05-27,18,False
2018-06-03,36,False
2018-06-10,0,False
2018-06-17,36,False
2018-06-24,18,False
2018-07-01,54,False
2018-07-08,53,False
2018-07-15,18,False
2018-07-22,36,False
2018-07-29,0,False
2018-08-05,0,False
2018-08-12,19,False
2018-08-19,0,False
2018-08-26,39,False
2018-09-02,0,False
2018-09-09,0,False
2018-09-16,36,False
2018-09-23,35,False
2018-09-30,36,False
2018-10-07,36,False
2018-10-14,87,False
2018-10-21,34,False
2018-10-28,18,False
2018-11-04,68,False
2018-11-11,50,False
2018-11-18,17,False
2018-11-25,54,False
2018-12-02,38,False
2018-12-09,58,False
2018-12-16,95,False
2018-12-23,61,False
2018-12-30,20,False
2019-01-06,0,False
2019-01-13,17,False
2019-01-20,32,False
2019-01-27,17,False
2019-02-03,34,False
2019-02-10,33,False
2019-02-17,86,False
2019-02-24,53,False
2019-03-03,79,False
2019-03-10,0,False
2019-03-17,19,False
2019-03-24,18,False
2019-03-31,37,False
2019-04-07,19,False
2019-04-14,20,False
2019-04-21,37,False
2019-04-28,57,False
2019-05-05,19,False
2019-05-12,0,False
2019-05-19,38,False
2019-05-26,19,False
2019-06-02,18,False
2019-06-09,37,False
2019-06-16,19,False
2019-06-23,19,False
2019-06-30,57,False
2019-07-07,57,False
2019-07-14,38,False
2019-07-21,79,False
2019-07-28,58,False
2019-08-04,39,False
2019-08-11,0,False
2019-08-18,56,False
2019-08-25,19,False
2019-09-01,37,False
2019-09-08,56,False
2019-09-15,73,False
2019-09-22,89,False
2019-09-29,54,False
2019-10-06,0,False
2019-10-13,0,False
2019-10-20,49,False
2019-10-27,33,False
2019-11-03,0,False
2019-11-10,16,False
2019-11-17,65,False
2019-11-24,47,False
2019-12-01,32,False
2019-12-08,100,False
2019-12-15,50,False
2019-12-22,85,False
2019-12-29,67,False
2020-01-05,63,False
2020-01-12,15,False
2020-01-19,46,False
2020-01-26,0,False
2020-02-02,61,False
2020-02-09,31,False
2020-02-16,77,False
2020-02-23,31,False
2020-03-01,31,False
2020-03-08,29,False
2020-03-15,45,False
2020-03-22,0,False
2020-03-29,46,False
2020-04-05,49,False
2020-04-12,0,True
