date,Pastelería,isPartial
2018-01-07,20,False
2018-01-14,21,False
2018-01-21,20,False
2018-01-28,20,False
2018-02-04,20,False
2018-02-11,21,False
2018-02-18,20,False
2018-02-25,29,False
2018-03-04,19,False
2018-03-11,39,False
2018-03-18,30,False
2018-03-25,22,False
2018-04-01,20,False
2018-04-08,19,False
2018-04-15,20,False
2018-04-22,0,False
2018-04-29,30,False
2018-05-06,31,False
2018-05-13,42,False
2018-05-20,20,False
2018-05-27,21,False
2018-06-03,19,False
2018-06-10,20,False
2018-06-17,21,False
2018-06-24,44,False
2018-07-01,33,False
2018-07-08,21,False
2018-07-15,33,False
2018-07-22,22,False
2018-07-29,33,False
2018-08-05,21,False
2018-08-12,62,False
2018-08-19,32,False
2018-08-26,0,False
2018-09-02,20,False
2018-09-09,42,False
2018-09-16,31,False
2018-09-23,20,False
2018-09-30,0,False
2018-10-07,41,False
2018-10-14,20,False
2018-10-21,20,False
2018-10-28,40,False
2018-11-04,29,False
2018-11-11,60,False
2018-11-18,28,False
2018-11-25,20,False
2018-12-02,73,False
2018-12-09,20,False
2018-12-16,31,False
2018-12-23,33,False
2018-12-30,98,False
2019-01-06,30,False
2019-01-13,29,False
2019-01-20,18,False
2019-01-27,29,False
2019-02-03,20,False
2019-02-10,50,False
2019-02-17,40,False
2019-02-24,41,False
2019-03-03,61,False
2019-03-10,51,False
2019-03-17,40,False
2019-03-24,51,False
2019-03-31,57,False
2019-04-07,20,False
2019-04-14,19,False
2019-04-21,29,False
2019-04-28,39,False
2019-05-05,0,False
2019-05-12,20,False
2019-05-19,20,False
2019-05-26,30,False
2019-06-02,19,False
2019-06-09,0,False
2019-06-16,42,False
2019-06-23,21,False
2019-06-30,0,False
2019-07-07,41,False
2019-07-14,0,False
2019-07-21,64,False
2019-07-28,32,False
2019-08-04,31,False
2019-08-11,81,False
2019-08-18,20,False
2019-08-25,29,False
2019-09-01,38,False
2019-09-08,19,False
2019-09-15,47,False
2019-09-22,38,False
2019-09-29,75,False
2019-10-06,47,False
2019-10-13,18,False
2019-10-20,36,False
2019-10-27,44,False
2019-11-03,52,False
2019-11-10,26,False
2019-11-17,61,False
2019-11-24,25,False
2019-12-01,35,False
2019-12-08,36,False
2019-12-15,36,False
2019-12-22,73,False
2019-12-29,100,False
2020-01-05,62,False
2020-01-12,40,False
2020-01-19,48,False
2020-01-26,33,False
2020-02-02,33,False
2020-02-09,25,False
2020-02-16,17,False
2020-02-23,33,False
2020-03-01,24,False
2020-03-08,62,False
2020-03-15,14,False
2020-03-22,26,False
2020-03-29,13,False
2020-04-05,35,False
2020-04-12,45,True
