date,Pastelería,isPartial
2018-01-07,0,False
2018-01-14,43,False
2018-01-21,84,False
2018-01-28,0,False
2018-02-04,0,False
2018-02-11,84,False
2018-02-18,0,False
2018-02-25,44,False
2018-03-04,86,False
2018-03-11,0,False
2018-03-18,42,False
2018-03-25,40,False
2018-04-01,0,False
2018-04-08,0,False
2018-04-15,0,False
2018-04-22,82,False
2018-04-29,43,False
2018-05-06,0,False
2018-05-13,0,False
2018-05-20,0,False
2018-05-27,0,False
2018-06-03,0,False
2018-06-10,0,False
2018-06-17,87,False
2018-06-24,0,False
2018-07-01,0,False
2018-07-08,0,False
2018-07-15,0,False
2018-07-22,0,False
2018-07-29,37,False
2018-08-05,52,False
2018-08-12,35,False
2018-08-19,36,False
2018-08-26,0,False
2018-09-02,39,False
2018-09-09,0,False
2018-09-16,42,False
2018-09-23,42,False
2018-09-30,0,False
2018-10-07,0,False
2018-10-14,0,False
2018-10-21,86,False
2018-10-28,44,False
2018-11-04,42,False
2018-11-11,43,False
2018-11-18,82,False
2018-11-25,43,False
2018-12-02,0,False
2018-12-09,85,False
2018-12-16,0,False
2018-12-23,95,False
2018-12-30,46,False
2019-01-06,64,False
2019-01-13,0,False
2019-01-20,38,False
2019-01-27,0,False
2019-02-03,42,False
2019-02-10,0,False
2019-02-17,42,False
2019-02-24,44,False
2019-03-03,0,False
2019-03-10,0,False
2019-03-17,41,False
2019-03-24,43,False
2019-03-31,0,False
2019-04-07,42,False
2019-04-14,0,False
2019-04-21,0,False
2019-04-28,80,False
2019-05-05,41,False
2019-05-12,82,False
2019-05-19,0,False
2019-05-26,0,False
2019-06-02,39,False
2019-06-09,0,False
2019-06-16,41,False
2019-06-23,40,False
2019-06-30,38,False
2019-07-07,37,False
2019-07-14,38,False
2019-07-21,53,False
2019-07-28,0,False
2019-08-04,66,False
2019-08-11,49,False
2019-08-18,81,False
2019-08-25,100,False
2019-09-01,0,False
2019-09-08,0,False
2019-09-15,38,False
2019-09-22,76,False
2019-09-29,37,False
2019-10-06,38,False
2019-10-13,37,False
2019-10-20,0,False
2019-10-27,76,False
2019-11-03,0,False
2019-11-10,36,False
2019-11-17,37,False
2019-11-24,36,False
2019-12-01,37,False
2019-12-08,75,False
2019-12-15,36,False
2019-12-22,80,False
2019-12-29,58,False
2020-01-05,75,False
2020-01-12,68,False
2020-01-19,71,False
2020-01-26,71,False
2020-02-02,0,False
2020-02-09,71,False
2020-02-16,36,False
2020-02-23,70,False
2020-03-01,34,False
2020-03-08,0,False
2020-03-15,62,False
2020-03-22,0,False
2020-03-29,29,False
2020-04-05,60,False
2020-04-12,53,True
