date,Fassade,isPartial
2018-01-07,22,False
2018-01-14,26,False
2018-01-21,43,False
2018-01-28,30,False
2018-02-04,30,False
2018-02-11,61,False
2018-02-18,29,False
2018-02-25,27,False
2018-03-04,30,False
2018-03-11,46,False
2018-03-18,94,False
2018-03-25,32,False
2018-04-01,62,False
2018-04-08,47,False
2018-04-15,52,False
2018-04-22,33,False
2018-04-29,64,False
2018-05-06,34,False
2018-05-13,48,False
2018-05-20,100,False
2018-05-27,32,False
2018-06-03,96,False
2018-06-10,94,False
2018-06-17,67,False
2018-06-24,34,False
2018-07-01,0,False
2018-07-08,36,False
2018-07-15,56,False
2018-07-22,57,False
2018-07-29,0,False
2018-08-05,24,False
2018-08-12,47,False
2018-08-19,24,False
2018-08-26,40,False
2018-09-02,33,False
2018-09-09,31,False
2018-09-16,28,False
2018-09-23,32,False
2018-09-30,0,False
2018-10-07,64,False
2018-10-14,30,False
2018-10-21,26,False
2018-10-28,54,False
2018-11-04,58,False
2018-11-11,59,False
2018-11-18,27,False
2018-11-25,51,False
2018-12-02,82,False
2018-12-09,25,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,53,False
2019-01-06,24,False
2019-01-13,53,False
2019-01-20,49,False
2019-01-27,26,False
2019-02-03,29,False
2019-02-10,29,False
2019-02-17,0,False
2019-02-24,30,False
2019-03-03,26,False
2019-03-10,28,False
2019-03-17,31,False
2019-03-24,32,False
2019-03-31,43,False
2019-04-07,31,False
2019-04-14,0,False
2019-04-21,31,False
2019-04-28,56,False
2019-05-05,73,False
2019-05-12,60,False
2019-05-19,0,False
2019-05-26,63,False
2019-06-02,70,False
2019-06-09,0,False
2019-06-16,28,False
2019-06-23,59,False
2019-06-30,90,False
2019-07-07,47,False
2019-07-14,34,False
2019-07-21,37,False
2019-07-28,0,False
2019-08-04,61,False
2019-08-11,27,False
2019-08-18,56,False
2019-08-25,29,False
2019-09-01,27,False
2019-09-08,28,False
2019-09-15,29,False
2019-09-22,30,False
2019-09-29,30,False
2019-10-06,30,False
2019-10-13,56,False
2019-10-20,27,False
2019-10-27,0,False
2019-11-03,26,False
2019-11-10,53,False
2019-11-17,0,False
2019-11-24,26,False
2019-12-01,54,False
2019-12-08,0,False
2019-12-15,28,False
2019-12-22,32,False
2019-12-29,28,False
2020-01-05,22,False
2020-01-12,22,False
2020-01-19,49,False
2020-01-26,0,False
2020-02-02,25,False
2020-02-09,25,False
2020-02-16,26,False
2020-02-23,36,False
2020-03-01,37,False
2020-03-08,71,False
2020-03-15,22,False
2020-03-22,57,False
2020-03-29,19,False
2020-04-05,42,False
2020-04-12,20,False
2020-04-19,48,False
2020-04-26,36,False
2020-05-03,38,False
2020-05-10,29,False
2020-05-17,31,False
2020-05-24,31,False
2020-05-31,40,False
2020-06-07,64,False
2020-06-14,33,False
2020-06-21,0,False
2020-06-28,50,False
2020-07-05,25,False
