date,Folierung,isPartial
2018-01-07,0,False
2018-01-14,0,False
2018-01-21,31,False
2018-01-28,61,False
2018-02-04,31,False
2018-02-11,46,False
2018-02-18,0,False
2018-02-25,30,False
2018-03-04,47,False
2018-03-11,62,False
2018-03-18,0,False
2018-03-25,67,False
2018-04-01,69,False
2018-04-08,0,False
2018-04-15,34,False
2018-04-22,100,False
2018-04-29,0,False
2018-05-06,36,False
2018-05-13,66,False
2018-05-20,34,False
2018-05-27,32,False
2018-06-03,99,False
2018-06-10,47,False
2018-06-17,31,False
2018-06-24,32,False
2018-07-01,33,False
2018-07-08,33,False
2018-07-15,34,False
2018-07-22,34,False
2018-07-29,33,False
2018-08-05,0,False
2018-08-12,31,False
2018-08-19,32,False
2018-08-26,0,False
2018-09-02,47,False
2018-09-09,95,False
2018-09-16,0,False
2018-09-23,0,False
2018-09-30,34,False
2018-10-07,33,False
2018-10-14,0,False
2018-10-21,0,False
2018-10-28,0,False
2018-11-04,0,False
2018-11-11,30,False
2018-11-18,29,False
2018-11-25,60,False
2018-12-02,30,False
2018-12-09,0,False
2018-12-16,30,False
2018-12-23,65,False
2018-12-30,44,False
2019-01-06,27,False
2019-01-13,0,False
2019-01-20,27,False
2019-01-27,41,False
2019-02-03,28,False
2019-02-10,29,False
2019-02-17,38,False
2019-02-24,0,False
2019-03-03,28,False
2019-03-10,28,False
2019-03-17,30,False
2019-03-24,29,False
2019-03-31,30,False
2019-04-07,58,False
2019-04-14,32,False
2019-04-21,0,False
2019-04-28,57,False
2019-05-05,28,False
2019-05-12,29,False
2019-05-19,47,False
2019-05-26,29,False
2019-06-02,48,False
2019-06-09,29,False
2019-06-16,29,False
2019-06-23,30,False
2019-06-30,29,False
2019-07-07,0,False
2019-07-14,31,False
2019-07-21,32,False
2019-07-28,31,False
2019-08-04,31,False
2019-08-11,29,False
2019-08-18,29,False
2019-08-25,0,False
2019-09-01,43,False
2019-09-08,0,False
2019-09-15,44,False
2019-09-22,37,False
2019-09-29,27,False
2019-10-06,29,False
2019-10-13,28,False
2019-10-20,27,False
2019-10-27,34,False
2019-11-03,26,False
2019-11-10,0,False
2019-11-17,25,False
2019-11-24,26,False
2019-12-01,26,False
2019-12-08,26,False
2019-12-15,27,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,24,False
2020-01-12,24,False
2020-01-19,74,False
2020-01-26,24,False
2020-02-02,72,False
2020-02-09,38,False
2020-02-16,57,False
2020-02-23,72,False
2020-03-01,48,False
2020-03-08,23,False
2020-03-15,22,False
2020-03-22,21,False
2020-03-29,21,False
2020-04-05,0,False
2020-04-12,23,False
2020-04-19,22,False
2020-04-26,0,False
2020-05-03,44,False
2020-05-10,33,False
