date,composition florale,isPartial
2018-01-07,25,False
2018-01-14,0,False
2018-01-21,25,False
2018-01-28,0,False
2018-02-04,0,False
2018-02-11,74,False
2018-02-18,0,False
2018-02-25,25,False
2018-03-04,52,False
2018-03-11,0,False
2018-03-18,38,False
2018-03-25,51,False
2018-04-01,0,False
2018-04-08,25,False
2018-04-15,27,False
2018-04-22,0,False
2018-04-29,54,False
2018-05-06,28,False
2018-05-13,0,False
2018-05-20,0,False
2018-05-27,0,False
2018-06-03,0,False
2018-06-10,48,False
2018-06-17,26,False
2018-06-24,26,False
2018-07-01,25,False
2018-07-08,26,False
2018-07-15,28,False
2018-07-22,0,False
2018-07-29,28,False
2018-08-05,43,False
2018-08-12,0,False
2018-08-19,29,False
2018-08-26,0,False
2018-09-02,0,False
2018-09-09,0,False
2018-09-16,0,False
2018-09-23,27,False
2018-09-30,53,False
2018-10-07,80,False
2018-10-14,53,False
2018-10-21,0,False
2018-10-28,52,False
2018-11-04,51,False
2018-11-11,26,False
2018-11-18,0,False
2018-11-25,25,False
2018-12-02,26,False
2018-12-09,52,False
2018-12-16,0,False
2018-12-23,27,False
2018-12-30,27,False
2019-01-06,0,False
2019-01-13,25,False
2019-01-20,24,False
2019-01-27,37,False
2019-02-03,38,False
2019-02-10,0,False
2019-02-17,0,False
2019-02-24,51,False
2019-03-03,37,False
2019-03-10,0,False
2019-03-17,0,False
2019-03-24,0,False
2019-03-31,0,False
2019-04-07,27,False
2019-04-14,28,False
2019-04-21,25,False
2019-04-28,0,False
2019-05-05,24,False
2019-05-12,0,False
2019-05-19,100,False
2019-05-26,25,False
2019-06-02,47,False
2019-06-09,24,False
2019-06-16,26,False
2019-06-23,0,False
2019-06-30,0,False
2019-07-07,25,False
2019-07-14,27,False
2019-07-21,0,False
2019-07-28,0,False
2019-08-04,0,False
2019-08-11,28,False
2019-08-18,0,False
2019-08-25,25,False
2019-09-01,0,False
2019-09-08,0,False
2019-09-15,0,False
2019-09-22,23,False
2019-09-29,0,False
2019-10-06,0,False
2019-10-13,0,False
2019-10-20,35,False
2019-10-27,0,False
2019-11-03,23,False
2019-11-10,0,False
2019-11-17,0,False
2019-11-24,22,False
2019-12-01,22,False
2019-12-08,0,False
2019-12-15,46,False
2019-12-22,24,False
2019-12-29,23,False
2020-01-05,22,False
2020-01-12,21,False
2020-01-19,22,False
2020-01-26,21,False
2020-02-02,0,False
2020-02-09,22,False
2020-02-16,44,False
2020-02-23,43,False
2020-03-01,21,False
2020-03-08,21,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,0,False
2020-04-05,35,False
2020-04-12,0,True
