date,bouquet,isPartial
2018-01-07,13,False
2018-01-14,0,False
2018-01-21,25,False
2018-01-28,25,False
2018-02-04,36,False
2018-02-11,63,False
2018-02-18,61,False
2018-02-25,69,False
2018-03-04,61,False
2018-03-11,38,False
2018-03-18,85,False
2018-03-25,90,False
2018-04-01,13,False
2018-04-08,13,False
2018-04-15,51,False
2018-04-22,40,False
2018-04-29,52,False
2018-05-06,64,False
2018-05-13,65,False
2018-05-20,38,False
2018-05-27,53,False
2018-06-03,78,False
2018-06-10,71,False
2018-06-17,62,False
2018-06-24,36,False
2018-07-01,100,False
2018-07-08,0,False
2018-07-15,25,False
2018-07-22,48,False
2018-07-29,36,False
2018-08-05,47,False
2018-08-12,11,False
2018-08-19,43,False
2018-08-26,43,False
2018-09-02,35,False
2018-09-09,61,False
2018-09-16,25,False
2018-09-23,50,False
2018-09-30,50,False
2018-10-07,26,False
2018-10-14,0,False
2018-10-21,13,False
2018-10-28,51,False
2018-11-04,75,False
2018-11-11,40,False
2018-11-18,13,False
2018-11-25,13,False
2018-12-02,13,False
2018-12-09,53,False
2018-12-16,13,False
2018-12-23,14,False
2018-12-30,13,False
2019-01-06,0,False
2019-01-13,25,False
2019-01-20,12,False
2019-01-27,35,False
2019-02-03,79,False
2019-02-10,56,False
2019-02-17,46,False
2019-02-24,23,False
2019-03-03,49,False
2019-03-10,23,False
2019-03-17,36,False
2019-03-24,24,False
2019-03-31,35,False
2019-04-07,46,False
2019-04-14,24,False
2019-04-21,49,False
2019-04-28,69,False
2019-05-05,57,False
2019-05-12,33,False
2019-05-19,11,False
2019-05-26,54,False
2019-06-02,47,False
2019-06-09,12,False
2019-06-16,24,False
2019-06-23,12,False
2019-06-30,12,False
2019-07-07,33,False
2019-07-14,79,False
2019-07-21,12,False
2019-07-28,67,False
2019-08-04,0,False
2019-08-11,35,False
2019-08-18,11,False
2019-08-25,22,False
2019-09-01,21,False
2019-09-08,65,False
2019-09-15,11,False
2019-09-22,11,False
2019-09-29,44,False
2019-10-06,56,False
2019-10-13,23,False
2019-10-20,78,False
2019-10-27,22,False
2019-11-03,21,False
2019-11-10,11,False
2019-11-17,22,False
2019-11-24,11,False
2019-12-01,22,False
2019-12-08,0,False
2019-12-15,34,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,43,False
2020-01-12,31,False
2020-01-19,0,False
2020-01-26,41,False
2020-02-02,30,False
2020-02-09,42,False
2020-02-16,62,False
2020-02-23,30,False
2020-03-01,48,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,8,False
2020-04-05,0,False
2020-04-12,45,False
2020-04-19,50,False
2020-04-26,15,True
